,t,ID CME,Track Length CME,x CME,y CME,z CME,FI CME,ID Dino Track,Track Length Dino Track,x Dino Track,y Dino Track,z Dino Track,FI Dino Track,Distance Dino Track,ID CME Detections,x CME Detections,y CME Detections,z CME Detections,FI CME Detections,Distance CME Detections,ID Dino Detections,x Dino Detections,y Dino Detections,z Dino Detections,FI Dino Detections,Distance Dino Detections,xmin,xmax,ymin,ymax,zmin,zmax
29707,43.0,677.0,29.0,343.17,202.09,51.209999999999994,188.51,4420,56.0,341.68658,201.15793,51.283543,284.8,1.75,331.0,343.17,202.09,51.213,188.51,0.00,368.0,341.68658,201.15793,51.283543,284.8,1.75,29.0,344.36,198.32948,344.36,46.811,203.11
29708,44.0,677.0,29.0,342.31,201.59,51.14,210.94,4420,56.0,340.82416,200.54411,51.083122,293.8,1.82,343.0,342.31,201.59,51.144,210.94,0.00,373.0,340.82416,200.54411,51.083122,293.8,1.82,29.0,344.36,198.32948,344.36,46.811,203.11
29709,45.0,677.0,29.0,343.23,201.88,51.019999999999996,214.2,4420,56.0,341.73456,200.856,50.94706,294.2,1.81,348.0,343.23,201.88,51.018,214.2,0.00,359.0,341.73456,200.856,50.94706,294.2,1.81,29.0,344.36,198.32948,344.36,46.811,203.11
29710,46.0,677.0,29.0,342.84,201.84,50.400000000000006,203.24,4420,56.0,341.32526,200.65953,50.324867,286.2,1.92,340.0,342.84,201.84,50.4,203.24,0.00,344.0,341.32526,200.65953,50.324867,286.2,1.92,29.0,344.36,198.32948,344.36,46.811,203.11
29711,47.0,677.0,29.0,343.09,201.67,49.97,192.47,4420,56.0,341.7571,200.69261,49.932068,286.2,1.65,331.0,343.09,201.67,49.97,192.47,0.00,322.0,341.7571,200.69261,49.932068,286.2,1.65,29.0,344.36,198.32948,344.36,46.811,203.11
29712,48.0,677.0,29.0,342.48,200.68,49.56999999999999,164.91,475,57.0,341.14267,199.58276,49.63976,268.2,1.73,330.0,342.48,200.68,49.574,164.91,0.00,374.0,341.14267,199.58276,49.63976,268.2,1.73,29.0,344.36,198.32948,344.36,46.811,203.11
29713,49.0,677.0,29.0,342.37,200.88,49.370000000000005,120.22,475,57.0,340.9062,199.73,49.899807,255.5,1.94,324.0,342.37,200.88,49.373,120.22,0.00,355.0,340.9062,199.73,49.899807,255.5,1.94,29.0,344.36,198.32948,344.36,46.811,203.11
29714,50.0,677.0,29.0,341.86,199.99,48.69,107.24,475,57.0,340.4628,198.95164,49.594624,266.0,1.96,311.0,341.86,199.99,48.693,107.24,0.00,283.0,340.4628,198.95164,49.594624,266.0,1.96,29.0,344.36,198.32948,344.36,46.811,203.11
29715,51.0,677.0,29.0,341.44,199.26,46.81,74.078,475,57.0,340.06848,198.32948,49.100037,254.4,2.83,311.0,341.44,199.26,46.811,74.078,0.00,320.0,340.06848,198.32948,49.100037,254.4,2.83,29.0,344.36,198.32948,344.36,46.811,203.11
29716,27.0,678.0,29.0,389.39,667.33,89.437,98.716,4800,30.0,388.29413,668.5314,90.83924,262.8,2.15,536.0,389.39,667.33,89.437,98.716,0.00,613.0,388.29413,668.5314,90.83924,262.8,2.15,29.0,389.55,387.5,668.93,87.223,668.93
29717,28.0,678.0,29.0,387.98,667.35,88.668,81.797,4800,30.0,387.54208,668.8059,90.59325,268.8,2.45,532.0,387.98,667.35,88.668,81.797,0.00,623.0,387.54208,668.8059,90.59325,268.8,2.45,29.0,389.55,387.5,668.93,87.223,668.93
29718,29.0,678.0,29.0,387.81,667.81,88.607,91.758,4800,30.0,387.8419,668.2335,90.66972,264.5,2.11,539.0,387.81,667.81,88.607,91.758,0.00,565.0,387.8419,668.2335,90.66972,264.5,2.11,29.0,389.55,387.5,668.93,87.223,668.93
29719,30.0,678.0,29.0,388.0,668.69,90.326,106.38,4800,30.0,387.84567,668.0745,91.198265,255.6,1.08,517.0,388.0,668.69,90.326,106.38,0.00,657.0,387.84567,668.0745,91.198265,255.6,1.08,29.0,389.55,387.5,668.93,87.223,668.93
29720,31.0,678.0,29.0,388.24,667.78,90.311,120.29,4800,30.0,388.13065,667.16394,90.86046,255.1,0.83,540.0,388.24,667.78,90.311,120.29,0.00,657.0,388.13065,667.16394,90.86046,255.1,0.83,29.0,389.55,387.5,668.93,87.223,668.93
29721,32.0,678.0,29.0,387.92,668.54,89.902,113.21,4800,30.0,387.8247,668.01385,90.33205,257.2,0.69,536.0,387.92,668.54,89.902,113.21,0.00,622.0,387.8247,668.01385,90.33205,257.2,0.69,29.0,389.55,387.5,668.93,87.223,668.93
29722,33.0,678.0,29.0,388.15,668.53,89.834,135.43,4800,30.0,387.85672,667.7652,89.95309,268.8,0.83,533.0,388.15,668.53,89.834,135.43,0.00,568.0,387.85672,667.7652,89.95309,268.8,0.83,29.0,389.55,387.5,668.93,87.223,668.93
29723,34.0,678.0,29.0,388.89,668.54,90.805,130.66,4800,30.0,388.42078,667.72406,90.63271,258.2,0.96,549.0,388.89,668.54,90.805,130.66,0.00,668.0,388.42078,667.72406,90.63271,258.2,0.96,29.0,389.55,387.5,668.93,87.223,668.93
29724,35.0,678.0,29.0,389.16,668.87,91.051,156.4,4800,30.0,388.42505,668.1039,90.67181,265.2,1.13,551.0,389.16,668.87,91.051,156.4,0.00,670.0,388.42505,668.1039,90.67181,265.2,1.13,29.0,389.55,387.5,668.93,87.223,668.93
29725,36.0,678.0,29.0,388.62,668.93,91.599,140.0,4800,30.0,387.89484,668.2096,91.297195,256.2,1.07,546.0,388.62,668.93,91.599,140.0,0.00,656.0,387.89484,668.2096,91.297195,256.2,1.07,29.0,389.55,387.5,668.93,87.223,668.93
29726,37.0,678.0,29.0,389.03,668.2,91.053,167.77,4800,30.0,388.37946,667.5181,90.719635,268.2,1.00,535.0,389.03,668.2,91.053,167.77,0.00,642.0,388.37946,667.5181,90.719635,268.2,1.00,29.0,389.55,387.5,668.93,87.223,668.93
29727,38.0,678.0,29.0,389.1,668.0,90.989,169.5,4800,30.0,388.31567,667.35815,90.66578,269.5,1.06,545.0,389.1,668.0,90.989,169.5,0.00,665.0,388.31567,667.35815,90.66578,269.5,1.06,29.0,389.55,387.5,668.93,87.223,668.93
29728,39.0,678.0,29.0,388.74,668.34,90.85,186.94,4800,30.0,388.09875,667.71106,90.39548,281.0,1.01,536.0,388.74,668.34,90.85,186.94,0.00,642.0,388.09875,667.71106,90.39548,281.0,1.01,29.0,389.55,387.5,668.93,87.223,668.93
29729,40.0,678.0,29.0,388.8,667.67,90.438,169.3,4800,30.0,388.27585,667.33594,90.36047,278.0,0.63,540.0,388.8,667.67,90.438,169.3,0.00,578.0,388.27585,667.33594,90.36047,278.0,0.63,29.0,389.55,387.5,668.93,87.223,668.93
29730,41.0,678.0,29.0,388.07,667.63,90.03,154.6,4800,30.0,387.50424,667.28577,89.912476,263.8,0.67,535.0,388.07,667.63,90.03,154.6,0.00,634.0,387.50424,667.28577,89.912476,263.8,0.67,29.0,389.55,387.5,668.93,87.223,668.93
29731,42.0,678.0,29.0,388.83,667.31,89.972,162.61,4800,30.0,388.39056,666.85913,89.984634,265.2,0.63,545.0,388.83,667.31,89.972,162.61,0.00,661.0,388.39056,666.85913,89.984634,265.2,0.63,29.0,389.55,387.5,668.93,87.223,668.93
29732,43.0,678.0,29.0,388.87,667.59,89.794,152.35,4800,30.0,388.0341,666.9051,89.390114,259.8,1.15,532.0,388.87,667.59,89.794,152.35,0.00,572.0,388.0341,666.9051,89.390114,259.8,1.15,29.0,389.55,387.5,668.93,87.223,668.93
29733,44.0,678.0,29.0,389.12,666.8,90.608,157.45,4800,30.0,388.13495,666.087,90.00924,265.0,1.36,550.0,389.12,666.8,90.608,157.45,0.00,574.0,388.13495,666.087,90.00924,265.0,1.36,29.0,389.55,387.5,668.93,87.223,668.93
29734,45.0,678.0,29.0,388.78,667.14,90.114,168.05,4800,30.0,387.76846,666.4209,89.6548,270.5,1.32,554.0,388.78,667.14,90.114,168.05,0.00,556.0,387.76846,666.4209,89.6548,270.5,1.32,29.0,389.55,387.5,668.93,87.223,668.93
29735,46.0,678.0,29.0,388.89,666.5,89.701,150.24,4800,30.0,387.75836,665.72723,89.35835,258.8,1.41,546.0,388.89,666.5,89.701,150.24,0.00,581.0,387.75836,665.72723,89.35835,258.8,1.41,29.0,389.55,387.5,668.93,87.223,668.93
29736,47.0,678.0,29.0,388.84,666.44,89.748,142.68,4800,30.0,387.88312,665.6727,89.335464,257.0,1.29,537.0,388.84,666.44,89.748,142.68,0.00,531.0,387.88312,665.6727,89.335464,257.0,1.29,29.0,389.55,387.5,668.93,87.223,668.93
29737,48.0,678.0,29.0,388.81,666.57,89.248,120.32,4800,30.0,388.06335,665.78357,89.22039,237.1,1.08,534.0,388.81,666.57,89.248,120.32,0.00,664.0,388.06335,665.78357,89.22039,237.1,1.08,29.0,389.55,387.5,668.93,87.223,668.93
29738,49.0,678.0,29.0,388.56,665.93,89.093,137.91,4800,30.0,387.58743,665.19775,88.72758,248.5,1.27,527.0,388.56,665.93,89.093,137.91,0.00,599.0,387.58743,665.19775,88.72758,248.5,1.27,29.0,389.55,387.5,668.93,87.223,668.93
29739,50.0,678.0,29.0,388.65,665.48,89.107,140.95,4800,30.0,387.76407,664.97876,88.66612,256.8,1.11,509.0,388.65,665.48,89.107,140.95,0.00,456.0,387.76407,664.97876,88.66612,256.8,1.11,29.0,389.55,387.5,668.93,87.223,668.93
29740,51.0,678.0,29.0,388.74,665.25,88.407,134.04,4800,30.0,387.9036,664.56805,88.159874,249.6,1.11,522.0,388.74,665.25,88.407,134.04,0.00,522.0,387.9036,664.56805,88.159874,249.6,1.11,29.0,389.55,387.5,668.93,87.223,668.93
29741,52.0,678.0,29.0,389.55,664.94,89.366,108.25,4800,30.0,388.6696,664.41223,88.986755,234.6,1.09,509.0,389.55,664.94,89.366,108.25,0.00,534.0,388.6696,664.41223,88.986755,234.6,1.09,29.0,389.55,387.5,668.93,87.223,668.93
29742,53.0,678.0,29.0,388.68,663.75,88.343,96.726,4800,30.0,387.60367,663.3815,88.28869,227.4,1.14,524.0,388.68,663.75,88.343,96.726,0.00,730.0,387.60367,663.3815,88.28869,227.4,1.14,29.0,389.55,387.5,668.93,87.223,668.93
29743,54.0,678.0,29.0,387.56,664.13,87.223,109.76,4800,30.0,386.74445,663.55646,87.427025,236.1,1.02,516.0,387.56,664.13,87.223,109.76,0.00,683.0,386.74445,663.55646,87.427025,236.1,1.02,29.0,389.55,387.5,668.93,87.223,668.93
29744,55.0,678.0,29.0,387.5,664.34,87.36,75.657,4800,30.0,386.88916,664.72217,87.785446,224.1,0.84,514.0,387.5,664.34,87.36,75.657,0.00,593.0,386.88916,664.72217,87.785446,224.1,0.84,29.0,389.55,387.5,668.93,87.223,668.93
29745,27.0,679.0,29.0,391.89,593.99,90.963,453.5,757,92.0,390.41464,595.70807,90.4467,454.0,2.32,538.0;544.0,392.31;391.89,590.89;593.99,90.931;90.963,435.81;453.5,3.13;0.00,620.0,390.41464,595.70807,90.4467,454.0,2.32,29.0,392.31,390.46,599.07,87.26324,599.07
29746,28.0,679.0,29.0,391.48,595.51,91.32,379.82,757,92.0,389.929,595.999,90.49274,405.5,1.82,536.0,391.48,595.51,91.32,379.82,0.00,622.0,389.929,595.999,90.49274,405.5,1.82,29.0,392.31,390.46,599.07,87.26324,599.07
29747,29.0,679.0,29.0,391.33,597.35,90.908,452.7,757,92.0,389.98468,596.9797,89.90183,438.0,1.72,540.0,391.33,597.35,90.908,452.7,0.00,559.0,389.98468,596.9797,89.90183,438.0,1.72,29.0,392.31,390.46,599.07,87.26324,599.07
29748,30.0,679.0,29.0,391.38,597.46,91.76,394.19,757,92.0,390.0727,596.8869,90.80714,394.8,1.72,518.0,391.38,597.46,91.76,394.19,0.00,647.0,390.0727,596.8869,90.80714,394.8,1.72,29.0,392.31,390.46,599.07,87.26324,599.07
29749,31.0,679.0,29.0,391.44,597.74,91.464,508.77,757,92.0,390.23398,596.85333,90.52453,430.5,1.77,541.0,391.44,597.74,91.464,508.77,0.00,656.0,390.23398,596.85333,90.52453,430.5,1.77,29.0,392.31,390.46,599.07,87.26324,599.07
29750,32.0,679.0,29.0,391.33,598.49,91.594,530.1,757,92.0,390.08154,597.6514,90.681335,446.8,1.76,544.0,391.33,598.49,91.594,530.1,0.00,620.0,390.08154,597.6514,90.681335,446.8,1.76,29.0,392.31,390.46,599.07,87.26324,599.07
29751,33.0,679.0,29.0,391.37,598.85,90.889,652.59,757,92.0,390.20694,597.8828,90.1364,495.2,1.69,535.0,391.37,598.85,90.889,652.59,0.00,566.0,390.20694,597.8828,90.1364,495.2,1.69,29.0,392.31,390.46,599.07,87.26324,599.07
29752,34.0,679.0,29.0,391.61,598.25,91.12,527.53,757,92.0,390.40897,597.47485,90.26057,443.0,1.67,550.0,391.61,598.25,91.12,527.53,0.00,658.0,390.40897,597.47485,90.26057,443.0,1.67,29.0,392.31,390.46,599.07,87.26324,599.07
29753,35.0,679.0,29.0,391.54,598.68,91.224,593.26,757,92.0,390.32144,597.875,90.588585,466.8,1.59,547.0,391.54,598.68,91.224,593.26,0.00,669.0,390.32144,597.875,90.588585,466.8,1.59,29.0,392.31,390.46,599.07,87.26324,599.07
29754,36.0,679.0,29.0,390.86,598.18,91.163,548.4,757,92.0,389.67105,597.3135,90.376656,450.0,1.67,544.0,390.86,598.18,91.163,548.4,0.00,654.0,389.67105,597.3135,90.376656,450.0,1.67,29.0,392.31,390.46,599.07,87.26324,599.07
29755,37.0,679.0,29.0,391.29,598.15,91.261,624.3,757,92.0,390.09534,597.33813,90.290146,471.0,1.74,536.0,391.29,598.15,91.261,624.3,0.00,641.0,390.09534,597.33813,90.290146,471.0,1.74,29.0,392.31,390.46,599.07,87.26324,599.07
29756,38.0,679.0,29.0,391.3,598.45,91.156,450.97,757,92.0,390.01624,597.7376,90.34109,406.8,1.68,539.0,391.3,598.45,91.156,450.97,0.00,654.0,390.01624,597.7376,90.34109,406.8,1.68,29.0,392.31,390.46,599.07,87.26324,599.07
29757,39.0,679.0,29.0,390.94,599.07,90.96,489.45,757,92.0,389.61874,598.35913,90.11166,433.8,1.72,537.0,390.94,599.07,90.96,489.45,0.00,640.0,389.61874,598.35913,90.11166,433.8,1.72,29.0,392.31,390.46,599.07,87.26324,599.07
29758,40.0,679.0,29.0,391.02,598.51,90.825,501.46,757,92.0,389.74475,597.63,89.9777,436.2,1.77,541.0,391.02,598.51,90.825,501.46,0.00,577.0,389.74475,597.63,89.9777,436.2,1.77,29.0,392.31,390.46,599.07,87.26324,599.07
29759,41.0,679.0,29.0,390.46,598.54,90.47,540.33,757,92.0,389.17383,597.657,89.51539,440.0,1.83,536.0,390.46,598.54,90.47,540.33,0.00,633.0,389.17383,597.657,89.51539,440.0,1.83,29.0,392.31,390.46,599.07,87.26324,599.07
29760,42.0,679.0,29.0,391.05,597.82,90.678,476.97,757,92.0,389.7465,597.21136,89.72229,419.5,1.73,546.0,391.05,597.82,90.678,476.97,0.00,656.0,389.7465,597.21136,89.72229,419.5,1.73,29.0,392.31,390.46,599.07,87.26324,599.07
29761,43.0,679.0,29.0,390.9,597.61,90.605,499.1,757,92.0,389.58618,596.9293,89.789276,432.8,1.69,535.0,390.9,597.61,90.605,499.1,0.00,571.0,389.58618,596.9293,89.789276,432.8,1.69,29.0,392.31,390.46,599.07,87.26324,599.07
29762,44.0,679.0,29.0,390.85,597.23,90.951,531.16,757,92.0,389.51517,596.5632,90.0749,451.0,1.73,552.0,390.85,597.23,90.951,531.16,0.00,568.0,389.51517,596.5632,90.0749,451.0,1.73,29.0,392.31,390.46,599.07,87.26324,599.07
29763,45.0,679.0,29.0,390.72,597.72,90.101,553.07,757,92.0,389.32544,597.21466,89.10678,464.5,1.79,549.0,390.72,597.72,90.101,553.07,0.00,549.0,389.32544,597.21466,89.10678,464.5,1.79,29.0,392.31,390.46,599.07,87.26324,599.07
29764,46.0,679.0,29.0,390.65,597.49,89.639,514.64,757,92.0,389.1585,597.07153,88.37879,440.2,2.00,547.0,390.65,597.49,89.639,514.64,0.00,575.0,389.1585,597.07153,88.37879,440.2,2.00,29.0,392.31,390.46,599.07,87.26324,599.07
29765,47.0,679.0,29.0,391.21,596.9,89.137,540.6,757,92.0,389.69922,596.65753,88.06956,465.2,1.87,538.0,391.21,596.9,89.137,540.6,0.00,528.0,389.69922,596.65753,88.06956,465.2,1.87,29.0,392.31,390.46,599.07,87.26324,599.07
29766,48.0,679.0,29.0,390.81,597.41,88.634,491.08,757,92.0,389.29486,597.19354,87.5985,430.5,1.85,530.0,390.81,597.41,88.634,491.08,0.00,650.0,389.29486,597.19354,87.5985,430.5,1.85,29.0,392.31,390.46,599.07,87.26324,599.07
29767,49.0,679.0,29.0,390.83,597.0,88.758,448.61,757,92.0,389.31522,596.68665,87.649124,418.0,1.90,522.0,390.83,597.0,88.758,448.61,0.00,598.0,389.31522,596.68665,87.649124,418.0,1.90,29.0,392.31,390.46,599.07,87.26324,599.07
29768,50.0,679.0,29.0,390.71,597.39,88.49,481.72,757,92.0,389.2556,596.8362,87.621574,434.8,1.78,510.0,390.71,597.39,88.49,481.72,0.00,451.0,389.2556,596.8362,87.621574,434.8,1.78,29.0,392.31,390.46,599.07,87.26324,599.07
29769,51.0,679.0,29.0,390.47,597.61,88.322,328.13,757,92.0,388.85455,597.2248,87.58826,369.5,1.82,523.0,390.47,597.61,88.322,328.13,0.00,528.0,388.85455,597.2248,87.58826,369.5,1.82,29.0,392.31,390.46,599.07,87.26324,599.07
29770,52.0,679.0,29.0,391.08,596.97,88.862,242.87,757,92.0,389.3468,597.0986,88.00178,330.2,1.94,506.0,391.08,596.97,88.862,242.87,0.00,522.0,389.3468,597.0986,88.00178,330.2,1.94,29.0,392.31,390.46,599.07,87.26324,599.07
29771,53.0,679.0,29.0,391.35,594.67,88.523,228.9,731,75.0,389.7911,596.1574,89.41587,333.2,2.33,525.0,391.35,594.67,88.523,228.9,0.00,729.0,389.7911,596.1574,89.41587,333.2,2.33,29.0,392.31,390.46,599.07,87.26324,599.07
29772,54.0,679.0,29.0,391.35,594.32,88.736,264.19,731,75.0,389.40787,594.83936,87.26324,351.0,2.49,,,,,,,689.0,389.40787,594.83936,87.26324,351.0,2.49,29.0,392.31,390.46,599.07,87.26324,599.07
29773,55.0,679.0,29.0,391.34,593.97,88.949,258.17,731,75.0,389.06656,595.5169,87.29519,337.5,3.21,515.0,391.34,593.97,88.949,258.17,0.00,589.0,389.06656,595.5169,87.29519,337.5,3.21,29.0,392.31,390.46,599.07,87.26324,599.07
29774,31.0,680.0,29.0,328.39,511.7,46.68000000000001,102.05,365,73.0,326.88306,510.3784,48.046227,277.8,2.43,319.0,328.39,511.7,46.684,102.05,0.00,385.0,326.88306,510.3784,48.046227,277.8,2.43,29.0,330.38,328.12,513.69,46.684,513.69
29775,32.0,680.0,29.0,328.19,511.86,47.33,135.17,365,73.0,326.73978,510.59586,47.84366,297.8,1.99,314.0,328.19,511.86,47.33,135.17,0.00,364.0,326.73978,510.59586,47.84366,297.8,1.99,29.0,330.38,328.12,513.69,46.684,513.69
29776,33.0,680.0,29.0,328.12,511.81,47.69,151.12,365,73.0,326.8856,510.56238,48.011925,309.8,1.78,315.0,328.12,511.81,47.693,151.12,0.00,336.0,326.8856,510.56238,48.011925,309.8,1.78,29.0,330.38,328.12,513.69,46.684,513.69
29777,34.0,680.0,29.0,328.13,511.16,47.849999999999994,144.34,365,73.0,326.79767,509.9429,48.281696,295.8,1.86,319.0,328.13,511.16,47.848,144.34,0.00,396.0,326.79767,509.9429,48.281696,295.8,1.86,29.0,330.38,328.12,513.69,46.684,513.69
29778,35.0,680.0,29.0,328.5,511.39,47.93000000000001,143.9,365,73.0,327.29364,510.06897,48.32119,294.2,1.83,325.0,328.5,511.39,47.933,143.9,0.00,380.0,327.29364,510.06897,48.32119,294.2,1.83,29.0,330.38,328.12,513.69,46.684,513.69
29779,36.0,680.0,29.0,328.15,511.56,47.34,151.21,365,73.0,326.85983,510.3872,47.746677,297.2,1.79,321.0,328.15,511.56,47.34,151.21,0.00,386.0,326.85983,510.3872,47.746677,297.2,1.79,29.0,330.38,328.12,513.69,46.684,513.69
29780,37.0,680.0,29.0,328.62,511.36,47.8,146.72,365,73.0,327.35486,510.07724,48.074646,297.5,1.82,316.0,328.62,511.36,47.801,146.72,0.00,378.0,327.35486,510.07724,48.074646,297.5,1.82,29.0,330.38,328.12,513.69,46.684,513.69
29781,38.0,680.0,29.0,328.41,511.42,47.8,146.19,365,73.0,327.16498,510.22906,47.9667,282.8,1.73,317.0,328.41,511.42,47.799,146.19,0.00,383.0,327.16498,510.22906,47.9667,282.8,1.73,29.0,330.38,328.12,513.69,46.684,513.69
29782,39.0,680.0,29.0,328.66,511.16,46.68000000000001,123.03,365,73.0,327.28925,509.9511,47.325138,280.2,1.94,321.0,328.66,511.16,46.684,123.03,0.00,370.0,327.28925,509.9511,47.325138,280.2,1.94,29.0,330.38,328.12,513.69,46.684,513.69
29783,40.0,680.0,29.0,328.43,511.88,48.0,126.77,365,73.0,327.31924,510.63507,48.079693,283.8,1.67,321.0,328.43,511.88,47.999,126.77,0.00,344.0,327.31924,510.63507,48.079693,283.8,1.67,29.0,330.38,328.12,513.69,46.684,513.69
29784,41.0,680.0,29.0,328.27,512.04,47.08,125.33,365,73.0,327.25793,510.75803,47.643005,273.8,1.73,315.0,328.27,512.04,47.083,125.33,0.00,377.0,327.25793,510.75803,47.643005,273.8,1.73,29.0,330.38,328.12,513.69,46.684,513.69
29785,42.0,680.0,29.0,328.54,511.68,47.25,129.1,365,73.0,327.30753,510.60892,47.851788,272.8,1.74,331.0,328.54,511.68,47.251,129.1,0.00,386.0,327.30753,510.60892,47.851788,272.8,1.74,29.0,330.38,328.12,513.69,46.684,513.69
29786,43.0,680.0,29.0,328.98,511.83,48.370000000000005,174.58,365,73.0,327.89008,510.75314,48.42852,297.2,1.53,314.0,328.98,511.83,48.37,174.58,0.00,350.0,327.89008,510.75314,48.42852,297.2,1.53,29.0,330.38,328.12,513.69,46.684,513.69
29787,44.0,680.0,29.0,328.19,512.3,47.91,170.29,365,73.0,327.08084,511.19232,48.08843,298.2,1.58,328.0,328.19,512.3,47.91,170.29,0.00,361.0,327.08084,511.19232,48.08843,298.2,1.58,29.0,330.38,328.12,513.69,46.684,513.69
29788,45.0,680.0,29.0,329.51,512.71,48.56999999999999,165.13,365,73.0,328.43326,511.53525,48.739338,292.8,1.60,338.0,329.51,512.71,48.573,165.13,0.00,348.0,328.43326,511.53525,48.739338,292.8,1.60,29.0,330.38,328.12,513.69,46.684,513.69
29789,46.0,680.0,29.0,329.29,512.63,48.66,157.8,365,73.0,328.38754,511.4276,49.055336,283.0,1.55,330.0,329.29,512.63,48.663,157.8,0.00,339.0,328.38754,511.4276,49.055336,283.0,1.55,29.0,330.38,328.12,513.69,46.684,513.69
29790,47.0,680.0,29.0,329.24,512.67,48.05,113.99,365,73.0,328.0705,511.51712,48.86202,285.8,1.83,319.0,329.24,512.67,48.055,113.99,0.01,308.0,328.0705,511.51712,48.86202,285.8,1.83,29.0,330.38,328.12,513.69,46.684,513.69
29791,48.0,680.0,29.0,329.81,511.96,48.81999999999999,134.56,365,73.0,328.80545,510.96118,49.26158,277.2,1.48,320.0,329.81,511.96,48.819,134.56,0.00,378.0,328.80545,510.96118,49.26158,277.2,1.48,29.0,330.38,328.12,513.69,46.684,513.69
29792,49.0,680.0,29.0,329.78,512.4,49.379999999999995,134.53,365,73.0,328.82574,511.32834,49.700977,268.5,1.47,321.0,329.78,512.4,49.383,134.53,0.00,357.0,328.82574,511.32834,49.700977,268.5,1.47,29.0,330.38,328.12,513.69,46.684,513.69
29793,50.0,680.0,29.0,329.78,512.23,49.129999999999995,151.51,365,73.0,328.69302,511.13632,49.379852,295.5,1.56,308.0,329.78,512.23,49.134,151.51,0.00,278.0,328.69302,511.13632,49.379852,295.5,1.56,29.0,330.38,328.12,513.69,46.684,513.69
29794,51.0,680.0,29.0,329.65,512.56,48.92,130.4,365,73.0,328.66943,511.46652,49.32164,274.5,1.52,317.0,329.65,512.56,48.916,130.4,0.00,329.0,328.66943,511.46652,49.32164,274.5,1.52,29.0,330.38,328.12,513.69,46.684,513.69
29795,52.0,680.0,29.0,329.9,512.68,48.89,129.29,365,73.0,328.779,511.61102,49.192036,266.0,1.58,311.0,329.9,512.68,48.889,129.29,0.00,335.0,328.779,511.61102,49.192036,266.0,1.58,29.0,330.38,328.12,513.69,46.684,513.69
29796,53.0,680.0,29.0,329.48,512.87,49.44,131.53,365,73.0,328.5348,511.87543,49.57642,256.0,1.38,325.0,329.48,512.87,49.437,131.53,0.00,440.0,328.5348,511.87543,49.57642,256.0,1.38,29.0,330.38,328.12,513.69,46.684,513.69
29797,54.0,680.0,29.0,329.96,512.87,49.260000000000005,136.78,365,73.0,328.92352,511.92593,49.419025,265.5,1.41,314.0,329.96,512.87,49.262,136.78,0.00,418.0,328.92352,511.92593,49.419025,265.5,1.41,29.0,330.38,328.12,513.69,46.684,513.69
29798,55.0,680.0,29.0,330.25,512.62,49.260000000000005,138.24,365,73.0,329.20438,511.50555,49.398205,266.5,1.53,313.0,330.25,512.62,49.257,138.24,0.00,376.0,329.20438,511.50555,49.398205,266.5,1.53,29.0,330.38,328.12,513.69,46.684,513.69
29799,56.0,680.0,29.0,329.69,513.38,48.459999999999994,112.94,365,73.0,328.75558,512.35394,48.800632,247.9,1.43,318.0,329.69,513.38,48.461,112.94,0.00,442.0,328.75558,512.35394,48.800632,247.9,1.43,29.0,330.38,328.12,513.69,46.684,513.69
29800,57.0,680.0,29.0,329.56,513.03,48.540000000000006,109.01,365,73.0,328.3555,511.92627,48.81583,243.2,1.66,318.0,329.56,513.03,48.54,109.01,0.00,490.0,328.3555,511.92627,48.81583,243.2,1.66,29.0,330.38,328.12,513.69,46.684,513.69
29801,58.0,680.0,29.0,329.59,513.23,48.81,93.411,365,73.0,328.63953,512.1766,49.241768,238.5,1.48,311.0,329.59,513.23,48.813,93.411,0.00,456.0,328.63953,512.1766,49.241768,238.5,1.48,29.0,330.38,328.12,513.69,46.684,513.69
29802,59.0,680.0,29.0,330.38,513.69,48.19,77.825,365,73.0,329.25568,512.45544,49.105873,230.6,1.90,310.0,330.38,513.69,48.195,77.825,0.01,477.0,329.25568,512.45544,49.105873,230.6,1.90,29.0,330.38,328.12,513.69,46.684,513.69
29803,31.0,681.0,29.0,421.67,327.62,102.884,46.0,,,,,,,,655.0,421.67,327.62,102.88,46.0,0.00,,,,,,,29.0,423.46,321.16754,423.46,100.54,327.71
29804,32.0,681.0,29.0,422.17,327.35,102.851,52.612,,,,,,,,656.0,422.17,327.35,102.85,52.612,0.00,,,,,,,29.0,423.46,321.16754,423.46,100.54,327.71
29805,33.0,681.0,29.0,422.09,327.02,102.87,47.521,,,,,,,,650.0,422.09,327.02,102.87,47.521,0.00,,,,,,,29.0,423.46,321.16754,423.46,100.54,327.71
29806,34.0,681.0,29.0,422.27,327.27,103.137,48.446,,,,,,,,663.0,422.27,327.27,103.14,48.446,0.00,,,,,,,29.0,423.46,321.16754,423.46,100.54,327.71
29807,35.0,681.0,29.0,421.04,327.22,102.444,46.032,,,,,,,,654.0,421.04,327.22,102.44,46.032,0.00,,,,,,,29.0,423.46,321.16754,423.46,100.54,327.71
29808,36.0,681.0,29.0,421.54,326.88,103.713,47.99,,,,,,,,652.0,421.54,326.88,103.71,47.99,0.00,,,,,,,29.0,423.46,321.16754,423.46,100.54,327.71
29809,37.0,681.0,29.0,421.84,326.93,102.356,51.769,,,,,,,,644.0,421.84,326.93,102.36,51.769,0.00,,,,,,,29.0,423.46,321.16754,423.46,100.54,327.71
