,t,ID CME,Track Length CME,x CME,y CME,z CME,FI CME,ID Dino Track,Track Length Dino Track,x Dino Track,y Dino Track,z Dino Track,FI Dino Track,Distance Dino Track,ID CME Detections,x CME Detections,y CME Detections,z CME Detections,FI CME Detections,Distance CME Detections,ID Dino Detections,x Dino Detections,y Dino Detections,z Dino Detections,FI Dino Detections,Distance Dino Detections,xmin,xmax,ymin,ymax,zmin,zmax
100,2.0,2.0,99.0,318.41,330.58,38.599999999999994,381.57,363,47.0,317.77628,328.92963,38.994537,425.8,1.81,296.0,318.41,330.58,38.603,381.57,0.00,389.0,317.77628,328.92963,38.994537,425.8,1.81,99.0,322.53,316.81,330.9,35.922077,330.9
101,3.0,2.0,99.0,318.46,330.44,38.629999999999995,346.28,363,47.0,318.1339,328.50027,39.524567,421.5,2.16,280.0,318.46,330.44,38.628,346.28,0.00,346.0,318.1339,328.50027,39.524567,421.5,2.16,99.0,322.53,316.81,330.9,35.922077,330.9
102,4.0,2.0,99.0,319.14,330.4,38.81999999999999,356.52,363,47.0,318.30292,328.7216,39.191628,419.8,1.91,271.0,319.14,330.4,38.82,356.52,0.00,332.0,318.30292,328.7216,39.191628,419.8,1.91,99.0,322.53,316.81,330.9,35.922077,330.9
103,5.0,2.0,99.0,319.11,329.57,39.02000000000001,411.18,363,47.0,317.9578,328.33936,38.90016,418.8,1.69,276.0,319.11,329.57,39.017,411.18,0.00,372.0,317.9578,328.33936,38.90016,418.8,1.69,99.0,322.53,316.81,330.9,35.922077,330.9
104,6.0,2.0,99.0,319.11,329.82,39.129999999999995,436.11,363,47.0,317.9409,328.61484,38.87469,432.8,1.70,281.0,319.11,329.82,39.132,436.11,0.00,338.0,317.9409,328.61484,38.87469,432.8,1.70,99.0,322.53,316.81,330.9,35.922077,330.9
105,7.0,2.0,99.0,318.49,329.4,38.66999999999999,454.53,363,47.0,317.20175,328.3072,38.22236,439.5,1.75,268.0,318.49,329.4,38.667,454.53,0.00,341.0,317.20175,328.3072,38.22236,439.5,1.75,99.0,322.53,316.81,330.9,35.922077,330.9
106,8.0,2.0,99.0,319.24,329.5,38.66999999999999,338.06,363,47.0,317.8401,328.379,38.524456,382.5,1.80,277.0,319.24,329.5,38.667,338.06,0.00,367.0,317.8401,328.379,38.524456,382.5,1.80,99.0,322.53,316.81,330.9,35.922077,330.9
107,9.0,2.0,99.0,318.23,329.61,38.19,302.1,363,47.0,316.86148,328.31964,38.12279,374.5,1.88,283.0,318.23,329.61,38.186,302.1,0.00,360.0,316.86148,328.31964,38.12279,374.5,1.88,99.0,322.53,316.81,330.9,35.922077,330.9
108,10.0,2.0,99.0,318.13,329.48,38.24000000000001,370.05,363,47.0,316.84705,328.27335,37.95471,401.2,1.78,291.0,318.13,329.48,38.243,370.05,0.00,353.0,316.84705,328.27335,37.95471,401.2,1.78,99.0,322.53,316.81,330.9,35.922077,330.9
109,11.0,2.0,99.0,317.75,329.6,38.27000000000001,346.98,363,47.0,316.41095,328.44626,38.101402,381.2,1.78,275.0,317.75,329.6,38.273,346.98,0.00,366.0,316.41095,328.44626,38.101402,381.2,1.78,99.0,322.53,316.81,330.9,35.922077,330.9
110,12.0,2.0,99.0,317.29,329.21,38.18000000000001,365.42,363,47.0,315.9197,328.03818,38.053417,398.0,1.81,273.0,317.29,329.21,38.183,365.42,0.00,351.0,315.9197,328.03818,38.053417,398.0,1.81,99.0,322.53,316.81,330.9,35.922077,330.9
111,13.0,2.0,99.0,317.42,329.56,37.59,361.45,363,47.0,316.1338,328.36362,37.283844,389.8,1.78,271.0,317.42,329.56,37.588,361.45,0.00,316.0,316.1338,328.36362,37.283844,389.8,1.78,99.0,322.53,316.81,330.9,35.922077,330.9
112,14.0,2.0,99.0,316.81,329.03,37.099999999999994,397.23,363,47.0,315.46683,327.8636,36.64428,391.0,1.84,277.0,316.81,329.03,37.096,397.23,0.00,358.0,315.46683,327.8636,36.64428,391.0,1.84,99.0,322.53,316.81,330.9,35.922077,330.9
113,15.0,2.0,99.0,317.31,328.98,36.46000000000001,271.46,363,47.0,315.66788,327.9288,36.20517,346.5,1.97,283.0,317.31,328.98,36.465,271.46,0.00,340.0,315.66788,327.9288,36.20517,346.5,1.97,99.0,322.53,316.81,330.9,35.922077,330.9
114,16.0,2.0,99.0,319.94,328.86,37.59,128.96,363,47.0,317.63535,328.06305,38.791546,289.5,2.72,290.0,319.94,328.86,37.587,128.96,0.00,351.0,317.63535,328.06305,38.791546,289.5,2.72,99.0,322.53,316.81,330.9,35.922077,330.9
115,17.0,2.0,99.0,320.56,328.89,37.129999999999995,114.95,363,47.0,317.88605,328.47113,38.609184,288.0,3.08,272.0,320.56,328.89,37.126,114.95,0.00,323.0,317.88605,328.47113,38.609184,288.0,3.08,99.0,322.53,316.81,330.9,35.922077,330.9
116,18.0,2.0,99.0,322.53,328.79,36.349999999999994,90.213,,,,,,,,279.0,322.53,328.79,36.346,90.213,0.00,,,,,,,99.0,322.53,316.81,330.9,35.922077,330.9
117,19.0,2.0,99.0,321.44,329.57,38.22999999999999,105.03,363,47.0,319.15527,328.55713,40.303135,265.2,3.25,279.0,321.44,329.57,38.229,105.03,0.00,384.0,319.15527,328.55713,40.303135,265.2,3.25,99.0,322.53,316.81,330.9,35.922077,330.9
118,20.0,2.0,99.0,322.43,329.59,37.629999999999995,87.411,,,,,,,,274.0,322.43,329.59,37.634,87.411,0.00,,,,,,,99.0,322.53,316.81,330.9,35.922077,330.9
119,21.0,2.0,99.0,321.3,329.2,38.25,104.94,363,47.0,319.53375,328.5177,40.286278,295.8,2.78,285.0,321.3,329.2,38.247,104.94,0.00,332.0,319.53375,328.5177,40.286278,295.8,2.78,99.0,322.53,316.81,330.9,35.922077,330.9
120,22.0,2.0,99.0,320.94,328.17,37.91999999999999,125.49,363,47.0,319.17273,327.015,39.25305,269.5,2.50,280.0,320.94,328.17,37.918,125.49,0.00,341.0,319.17273,327.015,39.25305,269.5,2.50,99.0,322.53,316.81,330.9,35.922077,330.9
121,23.0,2.0,99.0,320.99,329.39,38.41,124.86,363,47.0,319.44284,328.13025,39.81052,267.5,2.44,275.0,320.99,329.39,38.409,124.86,0.00,346.0,319.44284,328.13025,39.81052,267.5,2.44,99.0,322.53,316.81,330.9,35.922077,330.9
122,24.0,2.0,99.0,320.73,329.39,38.71000000000001,134.09,363,47.0,319.16327,328.18045,40.094,280.8,2.42,272.0,320.73,329.39,38.712,134.09,0.00,320.0,319.16327,328.18045,40.094,280.8,2.42,99.0,322.53,316.81,330.9,35.922077,330.9
123,25.0,2.0,99.0,320.61,329.01,37.59,137.4,363,47.0,319.04092,328.1549,39.163937,278.5,2.38,268.0,320.61,329.01,37.594,137.4,0.00,325.0,319.04092,328.1549,39.163937,278.5,2.38,99.0,322.53,316.81,330.9,35.922077,330.9
124,26.0,2.0,99.0,320.1,328.77,38.46000000000001,138.9,363,47.0,318.7298,327.889,39.49718,277.2,1.93,268.0,320.1,328.77,38.461,138.9,0.00,324.0,318.7298,327.889,39.49718,277.2,1.93,99.0,322.53,316.81,330.9,35.922077,330.9
125,27.0,2.0,99.0,320.08,329.12,38.22999999999999,141.01,363,47.0,318.77646,328.13843,39.290928,283.8,1.95,274.0,320.08,329.12,38.23,141.01,0.00,307.0,318.77646,328.13843,39.290928,283.8,1.95,99.0,322.53,316.81,330.9,35.922077,330.9
126,28.0,2.0,99.0,320.0,329.31,38.78,143.76,363,47.0,318.75568,328.30795,39.627003,284.2,1.81,273.0,320.0,329.31,38.777,143.76,0.00,312.0,318.75568,328.30795,39.627003,284.2,1.81,99.0,322.53,316.81,330.9,35.922077,330.9
127,29.0,2.0,99.0,319.34,328.9,38.370000000000005,142.5,363,47.0,318.19327,328.3465,39.52492,295.0,1.72,277.0,319.34,328.9,38.372,142.5,0.00,285.0,318.19327,328.3465,39.52492,295.0,1.72,99.0,322.53,316.81,330.9,35.922077,330.9
128,30.0,2.0,99.0,319.11,328.76,38.49000000000001,156.32,363,47.0,317.94855,328.0687,39.464813,278.0,1.67,269.0,319.11,328.76,38.495,156.32,0.00,337.0,317.94855,328.0687,39.464813,278.0,1.67,99.0,322.53,316.81,330.9,35.922077,330.9
129,31.0,2.0,99.0,319.82,328.66,38.30000000000001,194.93,363,47.0,318.37967,327.71014,38.588703,289.5,1.75,275.0,319.82,328.66,38.299,194.93,0.00,342.0,318.37967,327.71014,38.588703,289.5,1.75,99.0,322.53,316.81,330.9,35.922077,330.9
130,32.0,2.0,99.0,319.68,328.57,38.53,199.46,363,47.0,318.6068,328.26547,39.3661,298.2,1.39,272.0,319.68,328.57,38.528,199.46,0.00,315.0,318.6068,328.26547,39.3661,298.2,1.39,99.0,322.53,316.81,330.9,35.922077,330.9
131,33.0,2.0,99.0,319.19,328.93,38.30000000000001,221.54,363,47.0,318.10672,328.65207,38.80183,314.8,1.23,266.0,319.19,328.93,38.298,221.54,0.00,285.0,318.10672,328.65207,38.80183,314.8,1.23,99.0,322.53,316.81,330.9,35.922077,330.9
132,34.0,2.0,99.0,319.51,328.44,38.34,224.67,363,47.0,318.655,328.3318,39.091343,303.8,1.14,273.0,319.51,328.44,38.34,224.67,0.00,345.0,318.655,328.3318,39.091343,303.8,1.14,99.0,322.53,316.81,330.9,35.922077,330.9
133,35.0,2.0,99.0,319.56,328.35,38.31999999999999,223.28,363,47.0,318.59064,328.207,39.03237,301.2,1.21,280.0,319.56,328.35,38.317,223.28,0.00,337.0,318.59064,328.207,39.03237,301.2,1.21,99.0,322.53,316.81,330.9,35.922077,330.9
134,36.0,2.0,99.0,319.27,329.2,37.94,225.77,363,47.0,318.23657,329.11987,38.662617,304.0,1.26,266.0,319.27,329.2,37.943,225.77,0.00,336.0,318.23657,329.11987,38.662617,304.0,1.26,99.0,322.53,316.81,330.9,35.922077,330.9
135,37.0,2.0,99.0,319.21,328.93,38.21000000000001,217.04,363,47.0,318.11902,328.86835,39.07341,300.0,1.39,262.0,319.21,328.93,38.214,217.04,0.00,340.0,318.11902,328.86835,39.07341,300.0,1.39,99.0,322.53,316.81,330.9,35.922077,330.9
136,38.0,2.0,99.0,319.19,329.17,38.09,170.15,363,47.0,317.80927,328.37042,38.44453,273.2,1.63,265.0,319.19,329.17,38.093,170.15,0.00,339.0,317.80927,328.37042,38.44453,273.2,1.63,99.0,322.53,316.81,330.9,35.922077,330.9
137,39.0,2.0,99.0,318.76,329.58,38.06999999999999,233.62,363,47.0,317.47644,328.69214,38.016495,296.2,1.56,274.0,318.76,329.58,38.073,233.62,0.00,314.0,317.47644,328.69214,38.016495,296.2,1.56,99.0,322.53,316.81,330.9,35.922077,330.9
138,40.0,2.0,99.0,318.56,330.07,38.139999999999986,238.09,363,47.0,317.21884,329.03867,38.121517,300.8,1.69,274.0,318.56,330.07,38.14,238.09,0.00,295.0,317.21884,329.03867,38.121517,300.8,1.69,99.0,322.53,316.81,330.9,35.922077,330.9
139,41.0,2.0,99.0,318.91,329.69,38.66999999999999,270.89,363,47.0,317.44254,328.6966,38.33715,309.2,1.80,265.0,318.91,329.69,38.669,270.89,0.00,324.0,317.44254,328.6966,38.33715,309.2,1.80,99.0,322.53,316.81,330.9,35.922077,330.9
140,42.0,2.0,99.0,318.29,329.33,37.68000000000001,242.04,363,47.0,316.99716,328.33017,37.52473,298.2,1.64,271.0,318.29,329.33,37.678,242.04,0.00,314.0,316.99716,328.33017,37.52473,298.2,1.64,99.0,322.53,316.81,330.9,35.922077,330.9
141,43.0,2.0,99.0,318.49,329.15,37.56,216.67,363,47.0,318.97177,328.48215,39.68559,292.0,2.28,261.0,318.49,329.15,37.563,216.67,0.00,302.0,318.97177,328.48215,39.68559,292.0,2.28,99.0,322.53,316.81,330.9,35.922077,330.9
142,44.0,2.0,99.0,318.08,329.42,37.74000000000001,274.56,363,47.0,318.45013,328.65106,39.511192,317.0,1.97,272.0,318.08,329.42,37.743,274.56,0.00,310.0,318.45013,328.65106,39.511192,317.0,1.97,99.0,322.53,316.81,330.9,35.922077,330.9
143,45.0,2.0,99.0,318.54,329.37,37.72999999999999,231.63,363,47.0,319.00674,328.53223,39.708252,301.5,2.20,272.0,318.54,329.37,37.735,231.63,0.01,301.0,319.00674,328.53223,39.708252,301.5,2.20,99.0,322.53,316.81,330.9,35.922077,330.9
144,46.0,2.0,99.0,318.33,329.09,37.360000000000014,234.93,5310,59.0,316.7902,328.16745,37.0403,300.5,1.82,265.0,318.33,329.09,37.359,234.93,0.00,273.0,316.7902,328.16745,37.0403,300.5,1.82,99.0,322.53,316.81,330.9,35.922077,330.9
145,47.0,2.0,99.0,319.0,329.5,38.00999999999999,240.8,5310,59.0,317.59064,328.57635,37.891415,302.5,1.69,262.0,319.0,329.5,38.007,240.8,0.00,263.0,317.59064,328.57635,37.891415,302.5,1.69,99.0,322.53,316.81,330.9,35.922077,330.9
146,48.0,2.0,99.0,318.8,328.96,38.03,237.77,5310,59.0,317.37112,328.03082,37.765667,290.0,1.72,256.0,318.8,328.96,38.029,237.77,0.00,307.0,317.37112,328.03082,37.765667,290.0,1.72,99.0,322.53,316.81,330.9,35.922077,330.9
147,49.0,2.0,99.0,319.14,329.47,37.91,227.0,5310,59.0,317.75842,328.47656,37.64288,287.8,1.72,255.0,319.14,329.47,37.907,227.0,0.00,295.0,317.75842,328.47656,37.64288,287.8,1.72,99.0,322.53,316.81,330.9,35.922077,330.9
148,50.0,2.0,99.0,319.02,329.27,37.629999999999995,209.61,5310,59.0,317.80338,328.23926,37.64636,289.5,1.59,251.0,319.02,329.27,37.634,209.61,0.00,237.0,317.80338,328.23926,37.64636,289.5,1.59,99.0,322.53,316.81,330.9,35.922077,330.9
149,51.0,2.0,99.0,318.97,329.29,37.650000000000006,196.82,5310,59.0,317.6163,328.42035,37.721333,278.0,1.61,250.0,318.97,329.29,37.645,196.82,0.01,266.0,317.6163,328.42035,37.721333,278.0,1.61,99.0,322.53,316.81,330.9,35.922077,330.9
150,52.0,2.0,99.0,318.19,328.94,37.629999999999995,177.86,5310,59.0,316.93735,327.85056,37.797752,268.2,1.67,249.0,318.19,328.94,37.633,177.86,0.00,276.0,316.93735,327.85056,37.797752,268.2,1.67,99.0,322.53,316.81,330.9,35.922077,330.9
151,53.0,2.0,99.0,317.65,329.56,37.0,174.62,5310,59.0,316.2355,328.5471,37.28171,259.8,1.76,257.0,317.65,329.56,36.997,174.62,0.00,360.0,316.2355,328.5471,37.28171,259.8,1.76,99.0,322.53,316.81,330.9,35.922077,330.9
152,54.0,2.0,99.0,318.19,329.27,37.21000000000001,173.58,5310,59.0,316.89154,328.33743,37.3486,260.5,1.60,245.0,318.19,329.27,37.207,173.58,0.00,337.0,316.89154,328.33743,37.3486,260.5,1.60,99.0,322.53,316.81,330.9,35.922077,330.9
153,55.0,2.0,99.0,318.12,328.54,36.150000000000006,187.71,5310,59.0,316.8006,327.4643,36.04044,268.8,1.71,249.0,318.12,328.54,36.148,187.71,0.00,308.0,316.8006,327.4643,36.04044,268.8,1.71,99.0,322.53,316.81,330.9,35.922077,330.9
154,56.0,2.0,99.0,317.47,329.32,36.74000000000001,196.47,5310,59.0,316.16782,328.30637,36.793453,264.0,1.65,256.0,317.47,329.32,36.744,196.47,0.00,368.0,316.16782,328.30637,36.793453,264.0,1.65,99.0,322.53,316.81,330.9,35.922077,330.9
155,57.0,2.0,99.0,317.08,328.64,36.56999999999999,178.57,5310,59.0,315.53882,327.64877,36.44197,255.0,1.84,259.0,317.08,328.64,36.573,178.57,0.00,388.0,315.53882,327.64877,36.44197,255.0,1.84,99.0,322.53,316.81,330.9,35.922077,330.9
156,58.0,2.0,99.0,317.21,328.76,36.83000000000001,167.14,5310,59.0,315.67746,327.95035,36.902283,248.8,1.73,249.0,317.21,328.76,36.829,167.14,0.00,366.0,315.67746,327.95035,36.902283,248.8,1.73,99.0,322.53,316.81,330.9,35.922077,330.9
157,59.0,2.0,99.0,317.29,329.02,36.05000000000001,154.45,5310,59.0,315.76535,328.2141,36.2562,244.5,1.74,239.0,317.29,329.02,36.051,154.45,0.00,376.0,315.76535,328.2141,36.2562,244.5,1.74,99.0,322.53,316.81,330.9,35.922077,330.9
158,60.0,2.0,99.0,318.03,329.4,37.19999999999999,141.13,5310,59.0,316.56528,328.52112,37.53881,245.0,1.74,250.0,318.03,329.4,37.2,141.13,0.00,345.0,316.56528,328.52112,37.53881,245.0,1.74,99.0,322.53,316.81,330.9,35.922077,330.9
159,61.0,2.0,99.0,318.08,329.16,37.25,154.8,5310,59.0,316.6399,328.3227,37.467594,246.2,1.68,240.0,318.08,329.16,37.249,154.8,0.00,388.0,316.6399,328.3227,37.467594,246.2,1.68,99.0,322.53,316.81,330.9,35.922077,330.9
160,62.0,2.0,99.0,317.92,329.43,37.00999999999999,162.94,5310,59.0,316.5657,328.51855,37.274517,256.8,1.65,240.0,317.92,329.43,37.012,162.94,0.00,285.0,316.5657,328.51855,37.274517,256.8,1.65,99.0,322.53,316.81,330.9,35.922077,330.9
161,63.0,2.0,99.0,318.49,329.86,37.0,183.48,5310,59.0,317.08902,328.86386,36.916977,257.8,1.72,252.0,318.49,329.86,36.997,183.48,0.00,348.0,317.08902,328.86386,36.916977,257.8,1.72,99.0,322.53,316.81,330.9,35.922077,330.9
162,64.0,2.0,99.0,317.58,329.66,37.349999999999994,224.74,5310,59.0,316.22415,328.68442,36.972748,279.5,1.71,243.0,317.58,329.66,37.347,224.74,0.00,332.0,316.22415,328.68442,36.972748,279.5,1.71,99.0,322.53,316.81,330.9,35.922077,330.9
163,65.0,2.0,99.0,317.45,329.75,36.69999999999999,208.94,5310,59.0,316.04935,328.80942,36.29116,272.5,1.74,242.0,317.45,329.75,36.696,208.94,0.00,310.0,316.04935,328.80942,36.29116,272.5,1.74,99.0,322.53,316.81,330.9,35.922077,330.9
164,66.0,2.0,99.0,317.42,330.15,37.349999999999994,205.51,5310,59.0,315.94324,329.19623,37.160007,271.0,1.77,237.0,317.42,330.15,37.348,205.51,0.00,313.0,315.94324,329.19623,37.160007,271.0,1.77,99.0,322.53,316.81,330.9,35.922077,330.9
165,67.0,2.0,99.0,316.85,329.89,36.46000000000001,238.31,5310,59.0,315.31305,328.86673,35.922077,281.5,1.92,257.0,316.85,329.89,36.46,238.31,0.00,358.0,315.31305,328.86673,35.922077,281.5,1.92,99.0,322.53,316.81,330.9,35.922077,330.9
166,68.0,2.0,99.0,316.82,329.78,36.66,251.11,5310,59.0,315.47754,328.76895,36.03939,281.5,1.79,243.0,316.82,329.78,36.656,251.11,0.00,417.0,315.47754,328.76895,36.03939,281.5,1.79,99.0,322.53,316.81,330.9,35.922077,330.9
167,69.0,2.0,99.0,317.42,329.81,37.08000000000001,257.1,5310,59.0,316.04395,328.7936,36.487083,282.8,1.81,259.0,317.42,329.81,37.084,257.1,0.00,436.0,316.04395,328.7936,36.487083,282.8,1.81,99.0,322.53,316.81,330.9,35.922077,330.9
168,70.0,2.0,99.0,317.53,330.38,37.31,247.97,5310,59.0,316.15915,329.2998,36.833275,278.0,1.81,259.0,317.53,330.38,37.306,247.97,0.00,358.0,316.15915,329.2998,36.833275,278.0,1.81,99.0,322.53,316.81,330.9,35.922077,330.9
169,71.0,2.0,99.0,317.39,330.34,36.75,226.17,5310,59.0,315.9746,329.3327,36.221176,270.2,1.82,250.0,317.39,330.34,36.754,226.17,0.00,426.0,315.9746,329.3327,36.221176,270.2,1.82,99.0,322.53,316.81,330.9,35.922077,330.9
170,72.0,2.0,99.0,317.32,330.78,37.19,254.0,5310,59.0,315.98828,329.72293,36.718575,285.5,1.76,256.0,317.32,330.78,37.191,254.0,0.00,328.0,315.98828,329.72293,36.718575,285.5,1.76,99.0,322.53,316.81,330.9,35.922077,330.9
171,73.0,2.0,99.0,318.96,330.43,37.43000000000001,168.66,5310,59.0,317.59735,329.48248,37.323376,253.6,1.66,246.0,318.96,330.43,37.434,168.66,0.00,336.0,317.59735,329.48248,37.323376,253.6,1.66,99.0,322.53,316.81,330.9,35.922077,330.9
172,74.0,2.0,99.0,319.4,330.09,37.84,142.08,5310,59.0,317.75372,329.1379,37.911724,239.6,1.90,253.0,319.4,330.09,37.843,142.08,0.00,365.0,317.75372,329.1379,37.911724,239.6,1.90,99.0,322.53,316.81,330.9,35.922077,330.9
173,75.0,2.0,99.0,320.12,329.81,38.33000000000001,103.74,5310,59.0,318.73764,329.248,38.790592,234.4,1.56,252.0,320.12,329.81,38.325,103.74,0.01,320.0,318.73764,329.248,38.790592,234.4,1.56,99.0,322.53,316.81,330.9,35.922077,330.9
174,76.0,2.0,99.0,319.8,329.56,37.81,124.69,5310,59.0,318.36908,328.76614,37.939133,236.0,1.64,252.0,319.8,329.56,37.808,124.69,0.00,334.0,318.36908,328.76614,37.939133,236.0,1.64,99.0,322.53,316.81,330.9,35.922077,330.9
175,77.0,2.0,99.0,319.57,330.09,38.05000000000001,131.76,5310,59.0,317.88025,329.21774,38.089375,231.1,1.90,237.0,319.57,330.09,38.052,131.76,0.00,387.0,317.88025,329.21774,38.089375,231.1,1.90,99.0,322.53,316.81,330.9,35.922077,330.9
176,78.0,2.0,99.0,319.37,330.45,37.99000000000001,145.05,5310,59.0,318.0192,329.6301,38.127613,237.6,1.59,251.0,319.37,330.45,37.992,145.05,0.00,330.0,318.0192,329.6301,38.127613,237.6,1.59,99.0,322.53,316.81,330.9,35.922077,330.9
177,79.0,2.0,99.0,319.34,330.72,37.94999999999999,145.91,5310,59.0,317.94464,329.98804,38.15502,240.0,1.59,254.0,319.34,330.72,37.948,145.91,0.00,310.0,317.94464,329.98804,38.15502,240.0,1.59,99.0,322.53,316.81,330.9,35.922077,330.9
178,80.0,2.0,99.0,319.13,330.57,37.849999999999994,138.63,5310,59.0,317.73386,329.76392,37.95391,233.1,1.62,256.0,319.13,330.57,37.854,138.63,0.00,342.0,317.73386,329.76392,37.95391,233.1,1.62,99.0,322.53,316.81,330.9,35.922077,330.9
179,81.0,2.0,99.0,319.39,330.57,37.68000000000001,144.95,5310,59.0,318.0152,329.67438,37.709328,237.4,1.64,254.0,319.39,330.57,37.682,144.95,0.00,318.0,318.0152,329.67438,37.709328,237.4,1.64,99.0,322.53,316.81,330.9,35.922077,330.9
180,82.0,2.0,99.0,318.95,330.24,36.620000000000005,113.61,5310,59.0,317.5541,329.4935,37.185062,242.6,1.68,252.0,318.95,330.24,36.621,113.61,0.00,222.0,317.5541,329.4935,37.185062,242.6,1.68,99.0,322.53,316.81,330.9,35.922077,330.9
181,83.0,2.0,99.0,318.21,329.97,36.24000000000001,95.585,5310,59.0,316.4133,329.2958,36.84202,226.0,2.01,227.0,318.21,329.97,36.244,95.585,0.00,265.0,316.4133,329.2958,36.84202,226.0,2.01,99.0,322.53,316.81,330.9,35.922077,330.9
182,84.0,2.0,99.0,317.84,330.03,36.21000000000001,105.7,5310,59.0,316.2638,329.23245,36.914127,234.9,1.90,233.0,317.84,330.03,36.212,105.7,0.00,244.0,316.2638,329.23245,36.914127,234.9,1.90,99.0,322.53,316.81,330.9,35.922077,330.9
183,85.0,2.0,99.0,317.48,330.41,36.400000000000006,112.87,5310,59.0,315.68253,329.63043,36.731514,235.0,1.99,228.0,317.48,330.41,36.401,112.87,0.00,246.0,315.68253,329.63043,36.731514,235.0,1.99,99.0,322.53,316.81,330.9,35.922077,330.9
184,86.0,2.0,99.0,317.38,330.05,36.05000000000001,110.98,5310,59.0,315.7827,329.28906,36.73985,242.9,1.90,227.0,317.38,330.05,36.048,110.98,0.00,205.0,315.7827,329.28906,36.73985,242.9,1.90,99.0,322.53,316.81,330.9,35.922077,330.9
185,87.0,2.0,99.0,317.69,330.9,35.99000000000001,103.8,5310,59.0,316.00232,329.97543,36.962944,235.8,2.16,253.0,317.69,330.9,35.991,103.8,0.00,229.0,316.00232,329.97543,36.962944,235.8,2.16,99.0,322.53,316.81,330.9,35.922077,330.9
186,88.0,2.0,99.0,317.35,330.49,36.83000000000001,108.12,5310,59.0,315.77493,329.52905,37.454475,243.0,1.95,258.0,317.35,330.49,36.83,108.12,0.00,201.0,315.77493,329.52905,37.454475,243.0,1.95,99.0,322.53,316.81,330.9,35.922077,330.9
187,89.0,2.0,99.0,317.66,329.94,36.44,89.61,5310,59.0,316.0406,329.30078,36.870895,222.9,1.79,264.0,317.66,329.94,36.438,89.61,0.00,243.0,316.0406,329.30078,36.870895,222.9,1.79,99.0,322.53,316.81,330.9,35.922077,330.9
188,90.0,2.0,99.0,318.24,329.95,36.74000000000001,89.336,5310,59.0,317.717,328.8628,38.389107,226.2,2.04,256.0,318.24,329.95,36.738,89.336,0.00,233.0,317.717,328.8628,38.389107,226.2,2.04,99.0,322.53,316.81,330.9,35.922077,330.9
189,91.0,2.0,99.0,317.69,330.25,36.53999999999999,89.333,7089,12.0,315.96317,329.58255,37.171295,223.1,1.96,246.0,317.69,330.25,36.543,89.333,0.00,254.0,315.96317,329.58255,37.171295,223.1,1.96,99.0,322.53,316.81,330.9,35.922077,330.9
190,92.0,2.0,99.0,318.24,329.87,36.99000000000001,95.068,5310,59.0,318.12018,328.83423,38.62511,226.5,1.94,254.0,318.24,329.87,36.994,95.068,0.00,264.0,318.12018,328.83423,38.62511,226.5,1.94,99.0,322.53,316.81,330.9,35.922077,330.9
191,93.0,2.0,99.0,317.61,330.32,36.25999999999999,110.55,5310,59.0,317.44635,329.2926,37.878223,225.6,1.92,253.0,317.61,330.32,36.258,110.55,0.00,292.0,317.44635,329.2926,37.878223,225.6,1.92,99.0,322.53,316.81,330.9,35.922077,330.9
192,94.0,2.0,99.0,317.21,330.1,36.21000000000001,109.02,5310,59.0,315.59216,329.10815,36.532154,230.5,1.92,242.0,317.21,330.1,36.215,109.02,0.00,233.0,315.59216,329.10815,36.532154,230.5,1.92,99.0,322.53,316.81,330.9,35.922077,330.9
193,95.0,2.0,99.0,317.13,330.22,37.00999999999999,141.19,5310,59.0,315.51083,329.29037,37.056812,247.0,1.87,240.0,317.13,330.22,37.012,141.19,0.00,218.0,315.51083,329.29037,37.056812,247.0,1.87,99.0,322.53,316.81,330.9,35.922077,330.9
194,96.0,2.0,99.0,317.35,329.7,36.43000000000001,148.45,5310,59.0,317.55618,328.6947,38.468777,252.0,2.28,236.0,317.35,329.7,36.427,148.45,0.00,194.0,317.55618,328.6947,38.468777,252.0,2.28,99.0,322.53,316.81,330.9,35.922077,330.9
195,97.0,2.0,99.0,317.03,330.36,36.44,131.97,7089,12.0,315.29697,329.5277,36.536083,244.4,1.92,234.0,317.03,330.36,36.444,131.97,0.00,194.0,315.29697,329.5277,36.536083,244.4,1.92,99.0,322.53,316.81,330.9,35.922077,330.9
196,98.0,2.0,99.0,317.35,330.16,36.629999999999995,137.04,7089,12.0,315.628,329.2855,36.540592,238.2,1.93,249.0,317.35,330.16,36.626,137.04,0.00,251.0,315.628,329.2855,36.540592,238.2,1.93,99.0,322.53,316.81,330.9,35.922077,330.9
