z,y,x,t,intensity_raw,total_intensity,feature_0,feature_1,feature_2,norm,particle,t_starting,track_length,t_end,ID
4.8972464,336.84198,265.08157,52,55.44,25392.668,5.953,-8.7,-5.473,11.88,23,0,97,96,23
4.8538775,336.81088,265.40204,53,49.0,21366.344,11.42,-6.703,-5.902,14.51,23,0,97,96,23
4.820555,336.7289,265.3013,54,56.97,26027.629,-10.88,-4.02,-6.32,13.21,23,0,97,96,23
5.0691385,336.2983,265.09702,55,58.8,26520.717,4.215,-10.77,-5.168,12.67,23,0,97,96,23
4.8945813,336.2999,264.9794,56,54.6,26038.867,1.677,-10.484,-5.14,11.8,23,0,97,96,23
4.8099303,336.43472,264.51163,57,50.62,22330.977,1.983,-11.87,-4.805,12.95,23,0,97,96,23
4.7047544,335.97354,264.93643,58,49.4,21588.82,-0.4326,-11.05,-4.645,11.99,23,0,97,96,23
4.8472576,335.97736,264.9223,59,49.28,21136.83,10.49,-9.164,-5.402,14.945,23,0,97,96,23
4.815318,335.87576,265.02872,60,50.22,20338.766,-0.5986,-11.125,-5.016,12.22,23,0,97,96,23
4.751272,336.03995,264.98233,61,46.34,20162.658,-15.64,-2.791,-5.582,16.84,23,0,97,96,23
4.691278,336.46002,264.61447,62,46.16,18791.033,-0.8574,-11.92,-5.22,13.05,23,0,97,96,23
4.470627,335.61536,264.10297,63,43.97,16046.247,-0.2817,-15.43,-4.715,16.14,23,0,97,96,23
4.846206,336.19415,264.29794,64,45.8,19245.6,9.305,-10.1,-5.05,14.63,23,0,97,96,23
4.6123633,336.32755,264.5007,65,41.66,14243.269,-15.24,-1.809,-4.918,16.11,23,0,97,96,23
4.5684643,336.81592,264.04407,66,37.84,12868.407,-4.89,-14.3,-5.547,16.1,23,0,97,96,23
4.663127,336.24686,264.067,67,37.8,14448.759,-4.41,-12.555,-5.28,14.32,23,0,97,96,23
4.6834207,335.67053,264.71674,68,39.7,13532.723,-2.766,-12.72,-5.32,14.06,23,0,97,96,23
4.805242,335.71143,264.31073,69,34.97,13566.23,-17.84,0.88,-4.562,18.44,23,0,97,96,23
4.724004,334.97427,264.46396,70,37.3,12309.761,-4.844,-16.66,-5.26,18.12,23,0,97,96,23
4.7537503,334.81485,264.60684,71,40.0,16045.761,-18.47,0.9985,-5.316,19.23,23,0,97,96,23
4.977916,334.20422,264.5444,72,38.7,17366.09,-18.45,-0.5537,-5.74,19.33,23,0,97,96,23
5.0452194,335.0351,264.44345,73,41.53,15780.821,-16.9,1.725,-5.13,17.75,23,0,97,96,23
5.0945644,334.6073,264.45944,74,39.7,17506.883,-20.03,-0.549,-5.094,20.67,23,0,97,96,23
5.299027,335.00897,264.27182,75,39.5,17740.648,-19.58,-0.00635,-4.617,20.11,23,0,97,96,23
5.167731,334.99545,265.16953,76,40.84,15398.677,-14.51,8.74,-4.207,17.45,23,0,97,96,23
5.2293577,334.91898,264.55505,77,39.03,17680.957,-18.48,1.787,-4.152,19.03,23,0,97,96,23
5.175878,334.96613,263.9799,78,40.84,16420.477,-19.44,2.646,-3.973,20.02,23,0,97,96,23
5.173433,335.28806,264.68536,79,37.6,11015.251,-22.14,7.785,-4.215,23.86,23,0,97,96,23
5.6161947,334.9785,264.16217,80,39.38,14884.659,-24.88,-0.8667,-4.15,25.23,23,0,97,96,23
5.2233124,335.26254,264.74088,81,40.3,13345.239,-22.52,0.9155,-3.74,22.84,23,0,97,96,23
5.084383,334.6872,264.2607,82,38.47,10966.386,-28.31,1.13,-3.27,28.52,23,0,97,96,23
4.9279084,334.53314,264.77872,83,38.62,13869.211,-26.8,-0.674,-3.748,27.06,23,0,97,96,23
5.175999,334.2416,264.8489,84,39.3,11868.835,-26.75,0.8687,-3.738,27.03,23,0,97,96,23
5.167023,333.87192,264.47546,85,41.72,12642.26,-24.86,0.3826,-4.38,25.23,23,0,97,96,23
5.0548825,333.5323,264.0995,86,39.25,13732.977,-22.83,0.08325,-4.906,23.34,23,0,97,96,23
5.149506,333.4728,263.7454,87,40.8,13222.305,-23.92,-0.564,-4.387,24.33,23,0,97,96,23
5.387681,333.61523,263.67856,88,39.84,15304.832,-21.14,0.2427,-4.418,21.6,23,0,97,96,23
5.3316565,333.5079,263.80435,89,41.22,12119.364,-20.06,4.035,-4.7,21.0,23,0,97,96,23
5.4437337,334.07544,263.22595,90,40.78,12154.612,-19.39,8.29,-4.273,21.52,23,0,97,96,23
5.2323847,334.27994,263.17465,91,39.62,12358.551,-25.44,1.602,-4.05,25.81,23,0,97,96,23
5.4775023,334.73853,263.00586,92,37.12,14259.258,-24.77,-0.51,-3.629,25.05,23,0,97,96,23
5.27018,336.03885,262.6078,93,45.16,14904.366,-20.7,0.06082,-5.004,21.3,23,0,97,96,23
5.345772,335.83405,262.4076,94,38.56,13614.72,-22.27,-0.2925,-4.125,22.66,23,0,97,96,23
5.1701455,335.85037,262.69846,95,39.5,11099.805,-19.58,3.07,-4.4,20.3,23,0,97,96,23
5.1505013,336.4245,262.50085,96,37.12,11139.55,-23.06,0.2566,-3.965,23.4,23,0,97,96,23
9.017522,640.7255,257.62604,0,188.2,109337.31,-25.44,20.94,6.41,33.56,143,0,97,96,143
8.979225,641.1337,258.4761,1,191.6,123575.91,-16.97,18.81,5.496,25.92,143,0,97,96,143
8.9830885,640.4503,258.83133,2,195.2,120837.734,-22.25,17.73,5.777,29.03,143,0,97,96,143
8.275547,640.37146,258.49063,3,151.9,90092.78,-18.38,16.61,5.305,25.33,143,0,97,96,143
8.822807,640.4987,258.68802,4,179.8,121888.26,-28.78,17.33,6.426,34.22,143,0,97,96,143
8.818487,640.49445,258.70663,5,169.5,106076.07,-21.81,19.69,5.9,29.97,143,0,97,96,143
8.384755,640.05237,258.5966,6,173.1,108516.305,-23.3,18.92,5.496,30.5,143,0,97,96,143
7.984122,639.825,258.5825,7,163.2,103671.43,-16.17,15.875,4.44,23.1,143,0,97,96,143
8.131421,640.4,258.30646,8,152.1,87163.05,-18.36,17.95,3.97,25.98,143,0,97,96,143
8.812939,638.7097,257.20715,9,106.2,35775.824,-14.41,15.76,4.56,21.83,143,0,97,96,143
8.3838415,638.6949,257.46506,10,97.0,31036.598,-13.83,14.56,3.875,20.45,143,0,97,96,143
8.431127,638.3692,257.34045,11,128.8,57276.895,-15.555,16.77,4.03,23.22,143,0,97,96,143
7.9367995,639.66797,257.06848,12,127.0,69588.26,-18.4,16.42,3.95,24.98,143,0,97,96,143
8.20205,639.46796,257.58344,13,120.7,68412.73,-14.1,16.78,3.83,22.25,143,0,97,96,143
7.6908073,639.5325,257.6106,14,130.8,78682.83,-14.89,16.11,3.477,22.2,143,0,97,96,143
7.672251,638.9322,257.44595,15,127.06,78137.48,-17.16,16.55,3.238,24.05,143,0,97,96,143
7.5132008,639.34906,256.96576,16,140.6,84375.37,-17.2,17.16,3.068,24.48,143,0,97,96,143
7.5396,639.51495,256.78152,17,141.5,86720.1,-14.78,16.1,3.041,22.06,143,0,97,96,143
7.3646536,639.13763,256.33847,18,156.4,90830.86,-13.02,15.02,3.012,20.11,143,0,97,96,143
7.1748424,639.0266,256.3094,19,146.9,78116.8,-16.34,14.42,2.502,21.94,143,0,97,96,143
6.8738756,638.3104,255.85474,20,138.4,79139.76,-19.12,12.94,2.22,23.19,143,0,97,96,143
7.102746,638.22064,255.6897,21,162.4,103737.984,-18.25,16.45,2.252,24.67,143,0,97,96,143
7.05294,638.75464,256.43283,22,143.5,89659.055,-17.58,14.63,1.722,22.94,143,0,97,96,143
7.0968504,638.3755,256.0421,23,99.7,57409.97,-18.23,15.12,1.418,23.73,143,0,97,96,143
7.1336155,639.87537,255.81264,24,97.8,44891.832,-15.88,15.02,2.531,22.02,143,0,97,96,143
6.646094,639.46545,255.81557,25,92.0,42418.98,-16.05,15.98,2.633,22.8,143,0,97,96,143
6.8634367,639.1397,255.66544,26,101.7,46974.5,-21.2,13.39,2.826,25.23,143,0,97,96,143
7.0981703,638.37695,255.2531,27,111.44,45692.12,-16.53,15.39,2.104,22.69,143,0,97,96,143
6.519272,639.0881,255.78148,28,103.1,46085.742,-23.88,9.04,1.154,25.55,143,0,97,96,143
6.0734067,638.61487,255.13034,29,102.4,45454.81,-18.17,15.14,0.6045,23.67,143,0,97,96,143
6.0759587,638.0325,254.89336,30,80.6,33868.867,-16.94,12.77,0.10956,21.22,143,0,97,96,143
6.496362,638.17,254.94257,31,83.6,37798.055,-21.48,5.89,0.5513,22.28,143,0,97,96,143
5.7083993,638.0925,254.919,32,79.1,32755.883,-20.61,3.283,-0.451,20.88,143,0,97,96,143
6.0631123,638.56274,254.7351,33,89.1,50794.8,-23.94,7.285,0.5166,25.03,143,0,97,96,143
5.823832,638.0711,254.94745,34,87.2,44118.418,-20.22,4.508,-0.2141,20.72,143,0,97,96,143
5.938933,638.01807,253.83133,35,83.56,36529.816,21.28,-0.7275,-0.1247,21.3,143,0,97,96,143
5.5614734,637.9534,253.33476,36,70.4,29413.535,20.95,-0.466,-1.723,21.03,143,0,97,96,143
6.036382,638.5689,253.74403,37,73.1,34218.453,20.33,-1.498,-0.8765,20.4,143,0,97,96,143
5.9376097,638.05035,253.71129,38,89.25,41959.055,23.97,-1.404,-1.175,24.05,143,0,97,96,143
5.7587404,638.15485,253.43005,39,79.4,37541.79,22.88,-2.363,-1.673,23.06,143,0,97,96,143
5.933778,638.82556,253.43915,40,69.5,24403.572,16.4,-1.717,-0.6934,16.52,143,0,97,96,143
5.7977,638.53314,253.5865,41,71.3,27028.426,21.34,-3.344,-1.652,21.67,143,0,97,96,143
5.9248757,638.68097,253.64894,42,73.25,31776.959,22.19,-2.768,-1.519,22.4,143,0,97,96,143
5.947884,639.1035,253.69481,43,92.56,49429.973,27.69,-5.81,-1.098,28.3,143,0,97,96,143
5.716898,638.8171,253.6076,44,86.94,40508.418,24.77,-3.88,-1.808,25.14,143,0,97,96,143
5.9634395,638.58734,253.77423,45,87.1,44794.254,21.72,-2.6,-1.312,21.92,143,0,97,96,143
6.147707,639.3646,253.89682,46,107.6,56385.37,24.58,-3.428,-1.582,24.88,143,0,97,96,143
5.7631297,638.95026,253.65268,47,104.2,52807.664,24.69,-0.4727,-1.708,24.75,143,0,97,96,143
6.2257304,639.1268,253.66743,48,103.56,58719.99,24.27,-3.389,-2.025,24.6,143,0,97,96,143
5.6921225,638.7174,253.16928,49,94.2,56780.41,35.88,-12.29,-1.447,37.94,143,0,97,96,143
5.9344296,639.26685,253.50436,50,106.25,56003.22,27.03,-6.03,-2.09,27.78,143,0,97,96,143
5.731786,639.3814,253.59354,51,117.3,72869.71,29.89,-9.07,-3.04,31.39,143,0,97,96,143
6.045791,638.97736,253.14735,52,104.75,58132.88,-21.44,7.664,-3.932,23.1,143,0,97,96,143
5.657835,638.67596,253.7589,53,100.6,57351.527,-21.94,1.704,-3.646,22.31,143,0,97,96,143
5.0693336,639.1117,254.12326,54,101.7,57035.38,23.23,-1.678,-3.934,23.62,143,0,97,96,143
5.1771507,638.9043,254.05495,55,93.75,52126.008,-14.37,12.266,-4.074,19.33,143,0,97,96,143
5.2431545,638.9587,253.63579,56,49.8,18777.553,-8.93,11.64,-3.537,15.09,143,0,97,96,143
5.223343,638.7209,253.23828,57,35.34,7883.61,-10.195,10.625,-3.4,15.11,143,0,97,96,143
4.434416,637.65424,252.0811,58,24.17,1184.3077,-8.09,7.254,-3.209,11.33,143,0,97,96,143
4.340492,637.5865,251.59612,59,27.6,2345.7095,-17.06,-3.404,-6.344,18.52,143,0,97,96,143
5.1078715,637.91815,252.48566,60,24.78,3295.2644,-9.67,10.22,-4.234,14.695,143,0,97,96,143
5.6008573,638.1807,253.0468,61,40.9,12309.513,19.16,-8.09,-3.63,21.11,143,0,97,96,143
5.9841537,640.19696,255.33247,62,56.47,27956.52,-5.73,15.8,-2.457,16.98,143,0,97,96,143
6.194447,639.56525,254.40483,63,68.9,39656.14,-8.42,17.42,-2.902,19.58,143,0,97,96,143
5.5312023,639.0909,253.94185,64,73.6,43581.55,-22.86,3.799,-4.742,23.66,143,0,97,96,143
5.381553,639.0629,254.37514,65,65.44,36047.867,17.27,-8.39,-4.145,19.64,143,0,97,96,143
6.056064,638.9604,254.2363,66,77.25,45422.883,-5.664,19.12,-3.203,20.2,143,0,97,96,143
5.6814494,638.9751,254.61806,67,80.44,52268.95,-4.465,18.48,-3.371,19.31,143,0,97,96,143
5.3095107,638.51324,252.83142,68,66.2,30923.12,-8.24,16.25,-3.436,18.55,143,0,97,96,143
5.745809,638.5591,252.34074,69,57.25,29656.035,18.22,-16.73,-5.438,25.33,143,0,97,96,143
5.584323,638.58215,252.4672,70,55.6,27181.205,-10.484,17.69,-4.207,20.98,143,0,97,96,143
5.59282,639.0248,253.1196,71,56.94,28926.4,19.48,-14.24,-4.26,24.5,143,0,97,96,143
5.8937535,638.88837,253.44688,72,62.1,34718.61,24.03,-12.234,-4.1,27.28,143,0,97,96,143
5.6879506,639.2808,253.52951,73,72.5,37711.406,18.34,-14.31,-4.06,23.62,143,0,97,96,143
5.7403398,639.1092,253.78062,74,87.7,58910.027,24.77,-14.305,-4.87,29.02,143,0,97,96,143
5.7332563,639.71875,253.97003,75,78.44,51613.918,23.23,-14.29,-4.28,27.61,143,0,97,96,143
6.130025,639.7484,254.63963,76,82.94,54419.504,12.03,-17.39,-2.984,21.36,143,0,97,96,143
6.011993,639.70715,254.16225,77,93.4,70053.61,22.61,-17.14,-4.312,28.7,143,0,97,96,143
5.9298553,639.56354,253.83054,78,79.56,58641.027,20.31,-17.48,-4.266,27.12,143,0,97,96,143
4.9179254,639.48425,254.15916,79,70.4,44389.367,11.15,-16.25,-4.92,20.31,143,0,97,96,143
5.616615,639.5889,253.0095,80,74.75,49396.027,24.47,-14.63,-6.043,29.14,143,0,97,96,143
5.091742,639.9813,254.5968,81,81.44,61561.72,21.47,-13.125,-5.715,25.8,143,0,97,96,143
5.3544865,638.90985,253.08096,82,89.3,55812.605,19.44,-15.43,-5.984,25.53,143,0,97,96,143
5.293019,639.2055,255.6322,83,83.7,74163.35,28.8,-14.1,-5.43,32.5,143,0,97,96,143
4.8577695,638.7017,253.7124,84,71.8,42800.91,21.27,-16.89,-6.363,27.89,143,0,97,96,143
5.07048,638.7773,253.62976,85,68.2,39414.83,21.25,-15.305,-5.824,26.83,143,0,97,96,143
4.6268425,638.77405,253.2836,86,76.9,45660.715,20.1,-17.48,-6.137,27.33,143,0,97,96,143
4.744582,638.7851,253.32167,87,71.2,43548.574,19.98,-15.87,-6.668,26.38,143,0,97,96,143
4.661557,638.37317,252.96405,88,64.6,42600.31,19.42,-17.2,-5.973,26.62,143,0,97,96,143
4.8274293,637.5948,253.01292,89,63.78,35206.766,13.26,-19.23,-5.793,24.08,143,0,97,96,143
4.8079276,638.0614,252.77187,90,67.7,40751.617,6.04,-21.92,-5.42,23.38,143,0,97,96,143
4.945475,637.77216,253.01836,91,72.25,47612.535,19.03,-19.9,-5.914,28.17,143,0,97,96,143
4.677841,637.58826,252.98074,92,73.94,50413.96,26.17,-18.88,-6.78,32.97,143,0,97,96,143
4.6423435,637.95276,251.8548,93,90.56,50523.57,22.73,-22.23,-7.785,32.75,143,0,97,96,143
4.7196407,637.54425,251.92303,94,92.25,51828.55,25.73,-22.86,-7.605,35.25,143,0,97,96,143
4.17681,637.408,251.7362,95,81.7,37263.414,13.61,-25.0,-7.63,29.47,143,0,97,96,143
4.2913513,637.2731,251.38174,96,71.3,32239.408,19.52,-23.34,-7.59,31.36,143,0,97,96,143
7.810414,75.564476,271.8346,0,100.56,44859.5,-45.97,-6.75,-12.55,48.16,146,0,97,96,146
7.70551,76.01161,271.92194,1,88.8,39970.04,-42.94,-0.8164,-12.33,44.7,146,0,97,96,146
7.241718,75.7142,271.58246,2,83.25,42038.527,-41.12,-6.94,-12.71,43.6,146,0,97,96,146
7.0077,76.00242,272.3156,3,105.56,59640.3,-43.75,-1.488,-11.625,45.3,146,0,97,96,146
6.9687834,76.03808,272.4025,4,109.5,78847.76,-44.47,-10.945,-11.15,47.12,146,0,97,96,146
7.0859227,75.8597,272.4443,5,106.3,73989.77,-44.5,0.3005,-10.805,45.78,146,0,97,96,146
7.347374,75.807526,272.5399,6,124.06,87093.52,-47.06,0.3286,-10.555,48.22,146,0,97,96,146
7.6603737,76.16291,272.77817,7,125.9,90390.78,-46.34,5.855,-8.98,47.56,146,0,97,96,146
7.655377,76.73917,273.01913,8,128.8,91266.96,-45.34,3.074,-9.59,46.47,146,0,97,96,146
7.558203,76.40086,272.8955,9,132.2,99424.414,-46.84,5.25,-9.28,48.03,146,0,97,96,146
7.3205132,76.654785,273.32388,10,144.4,112277.914,-46.94,6.58,-9.15,48.28,146,0,97,96,146
7.6100793,76.58962,273.36548,11,133.9,104988.08,-46.78,5.406,-8.87,47.9,146,0,97,96,146
7.600092,76.79331,273.34122,12,112.3,88491.39,-46.5,3.14,-8.65,47.4,146,0,97,96,146
7.8086605,76.883896,273.6965,13,124.3,95489.36,-46.16,8.75,-7.586,47.6,146,0,97,96,146
7.7247124,76.801155,273.68143,14,113.4,89660.54,-45.72,7.168,-8.375,47.03,146,0,97,96,146
7.9561844,76.54394,273.65677,15,114.4,84770.984,-45.7,3.314,-9.15,46.72,146,0,97,96,146
8.057398,77.03698,273.57736,16,125.0,93648.39,-47.03,4.145,-8.586,48.0,146,0,97,96,146
8.372477,77.63279,273.91345,17,129.4,97385.56,-47.72,9.734,-7.32,49.25,146,0,97,96,146
8.114988,77.81253,273.58258,18,123.75,97661.02,-46.62,9.47,-7.46,48.16,146,0,97,96,146
8.586696,78.31716,273.97742,19,139.1,119189.05,-48.3,7.37,-7.453,49.44,146,0,97,96,146
8.479827,78.5977,274.28738,20,129.9,102462.27,-48.56,0.3352,-8.38,49.28,146,0,97,96,146
8.623584,78.99549,274.2709,21,129.4,108452.08,-47.16,6.03,-7.492,48.12,146,0,97,96,146
8.745174,79.57032,274.95102,22,128.0,98685.54,-46.75,4.64,-7.027,47.53,146,0,97,96,146
8.519893,79.4754,274.73276,23,116.5,90505.48,-45.3,-0.672,-8.46,46.1,146,0,97,96,146
8.714255,80.493484,274.93533,24,116.0,84660.17,-45.03,-0.5728,-7.848,45.72,146,0,97,96,146
8.825886,80.18816,275.75275,25,103.2,72114.21,-43.75,2.238,-7.95,44.53,146,0,97,96,146
9.027396,80.434456,275.78613,26,81.9,45282.9,-39.8,-9.37,-8.98,41.88,146,0,97,96,146
8.849872,79.945366,274.63425,27,52.1,16984.408,-35.78,-7.37,-9.586,37.75,146,0,97,96,146
7.999642,80.358444,274.03726,28,40.06,9971.94,-23.03,-22.89,-10.12,34.0,146,0,97,96,146
7.834717,79.84297,273.7087,29,45.16,12919.032,-31.47,-10.77,-9.914,34.72,146,0,97,96,146
7.7450843,79.79236,273.64157,30,44.03,15899.149,-29.64,-13.5,-9.875,34.03,146,0,97,96,146
8.932922,80.49692,274.59146,31,50.6,23985.225,-22.78,-24.56,-10.19,35.0,146,0,97,96,146
8.902891,80.63988,275.08792,32,52.38,22465.715,-19.17,-26.98,-9.81,34.53,146,0,97,96,146
8.946547,80.91032,275.6447,33,51.7,23158.621,-23.62,-22.75,-9.41,34.12,146,0,97,96,146
8.7250805,80.39859,276.27954,34,53.88,27365.523,-24.72,-23.78,-9.516,35.6,146,0,97,96,146
9.462637,81.20569,276.56296,35,73.56,39050.742,20.78,-29.33,-9.516,37.2,146,0,97,96,146
9.902167,81.49677,276.9842,36,70.4,47780.41,29.38,-25.88,-8.87,40.12,146,0,97,96,146
9.464661,81.418465,277.55746,37,70.06,49673.355,23.66,-29.52,-9.56,39.0,146,0,97,96,146
9.866444,81.105484,277.32455,38,69.6,44289.113,22.77,-27.77,-9.555,37.16,146,0,97,96,146
9.583561,81.29312,277.43808,39,69.06,44875.926,21.6,-29.11,-9.37,37.44,146,0,97,96,146
9.576803,80.7407,277.1758,40,58.34,32026.48,17.34,-28.55,-9.0,34.6,146,0,97,96,146
10.261441,80.62881,277.73535,41,50.22,21399.014,12.08,-29.31,-9.1,33.0,146,0,97,96,146
10.618003,80.71177,278.07153,42,58.06,28970.004,15.305,-29.0,-9.58,34.16,146,0,97,96,146
10.692413,80.931305,278.44186,43,62.1,35573.93,10.21,-33.28,-8.945,35.94,146,0,97,96,146
10.620547,81.1293,278.48987,44,63.38,30805.375,14.875,-29.88,-9.195,34.62,146,0,97,96,146
10.84027,80.96991,279.52405,45,62.62,37569.832,18.66,-29.0,-8.71,35.56,146,0,97,96,146
11.479187,81.654106,279.19205,46,59.16,26379.27,13.28,-30.22,-8.66,34.12,146,0,97,96,146
11.10085,81.69771,279.20676,47,59.0,26485.342,17.88,-27.67,-9.23,34.22,146,0,97,96,146
11.376292,81.78399,279.3935,48,59.12,29497.152,15.336,-29.25,-8.734,34.16,146,0,97,96,146
10.804391,81.909256,279.61496,49,47.5,33492.15,6.344,-34.94,-8.38,36.47,146,0,97,96,146
11.300104,82.16946,279.77753,50,59.25,29440.922,14.68,-31.06,-8.46,35.38,146,0,97,96,146
10.915349,82.66596,279.69763,51,54.94,30054.34,16.56,-29.83,-7.96,35.03,146,0,97,96,146
10.88183,82.46371,279.422,52,56.7,35194.92,-33.75,-11.69,-7.715,36.56,146,0,97,96,146
11.222493,83.08534,280.2796,53,55.2,31338.96,-24.88,-24.12,-9.01,35.8,146,0,97,96,146
11.024759,83.45372,280.75955,54,61.66,39823.82,19.78,-27.42,-8.69,34.9,146,0,97,96,146
11.116507,83.7607,280.61563,55,59.62,36440.414,-33.94,-5.19,-8.28,35.3,146,0,97,96,146
11.277673,84.232376,280.59134,56,64.06,41050.684,-35.53,2.52,-7.465,36.38,146,0,97,96,146
11.927578,84.52327,280.8551,57,59.4,31374.117,-33.9,0.1044,-7.688,34.78,146,0,97,96,146
11.592432,85.29532,281.2698,58,46.34,19558.73,-32.12,1.867,-7.64,33.06,146,0,97,96,146
11.5033,85.271324,281.24014,59,44.3,18704.117,-21.77,-22.23,-8.48,32.25,146,0,97,96,146
