ID (CME),Missing Time Points,ID (Dino),x (CME),y (CME),z (CME),x (Dino),y (Dino),z (Dino),t,t_start (CME),t_start (Dino),FI (CME),FI (Dino),Track Length (CME),Track Length (Dino),Feature 0,Feature 1,Feature 2,Distance,Multi ID (Dino),Multi Distance (Dino)
2718.0,14,3001.0,364.06,14.064,62.97,360.2801,38.08363,62.356926,14.0,12.0,14.0,65.931,49.1,15.0,16.0,-26.28,-19.33,-9.055,24.322954776843535,,
2718.0,15,2210.0,363.2,14.668,63.150000000000006,363.58502,20.959352,64.18601,15.0,12.0,7.0,78.996,51.03,15.0,58.0,-23.88,-21.48,-9.46,6.38769654166539,,
2718.0,16,2210.0,362.42,15.425,62.14,363.36337,21.567778,64.25347,16.0,12.0,7.0,72.164,45.22,15.0,58.0,-22.81,-23.73,-7.832,6.564329665326375,,
2718.0,17,2210.0,362.12,15.659,62.09,363.03223,22.273733,63.9768,17.0,12.0,7.0,85.99,47.78,15.0,58.0,-21.44,-25.02,-7.598,6.938794598068818,,
2718.0,18,2210.0,362.4,15.776,61.21,362.96164,21.93589,63.83568,18.0,12.0,7.0,79.454,49.25,15.0,58.0,-25.73,-20.36,-8.49,6.719663664507329,,
2718.0,19,2210.0,360.97,16.805,61.13,361.86865,21.77932,63.59814,19.0,12.0,7.0,65.732,47.75,15.0,58.0,-29.22,-14.5,-9.34,5.6252241150464375,,
2718.0,20,2210.0,360.48,16.72,60.19,361.54446,22.002707,62.708214,20.0,12.0,7.0,95.269,50.75,15.0,58.0,-26.38,-16.69,-8.64,5.948232518088463,,
2718.0,21,2210.0,359.5,17.821,59.71,361.57416,21.644892,63.400288,21.0,12.0,7.0,87.219,38.44,15.0,58.0,-21.3,-23.23,-7.395,5.704604741453003,,
2718.0,25,2210.0,358.13,21.161,59.55,360.8013,22.733578,62.78271,25.0,12.0,7.0,79.029,46.1,15.0,58.0,-24.38,-18.44,-8.07,4.478756434567992,,
2719.0,13,2323.0,686.09,85.952,107.617,665.6329,72.66266,112.01965,13.0,13.0,8.0,54.218,44.28,15.0,11.0,12.81,-1.511,2.137,24.78876408916151,,
2719.0,14,2323.0,685.96,86.092,107.997,666.2495,72.45068,111.00434,14.0,13.0,8.0,57.583,40.84,15.0,11.0,12.65,-0.674,2.807,24.15850813829365,,
2719.0,15,2323.0,686.0,86.638,107.119,666.2397,71.69177,112.98079,15.0,13.0,8.0,83.916,42.75,15.0,11.0,13.41,-2.127,2.822,25.460161611957638,,
2719.0,16,2323.0,686.29,86.713,107.436,667.43976,71.07814,114.49182,16.0,13.0,8.0,72.588,39.94,15.0,11.0,12.766,-2.041,1.644,25.48656491466826,,
2719.0,17,2323.0,686.13,87.842,107.126,666.97217,73.36733,113.915184,17.0,13.0,8.0,83.437,36.88,15.0,11.0,11.48,0.365,0.4937,24.952585864067387,,
2719.0,18,3584.0,686.53,87.405,106.714,685.9926,86.99907,102.99889,18.0,13.0,18.0,87.317,3.322,15.0,5.0,13.21,-8.62,2.652,3.7756615628257646,,
2719.0,19,3584.0,686.26,87.452,106.917,685.42676,86.7354,103.28635,19.0,13.0,18.0,89.696,34.16,15.0,5.0,12.87,-6.617,0.7803,3.7933394100844833,,
2719.0,20,3584.0,686.74,88.145,106.979,685.87836,87.625946,103.41631,20.0,13.0,18.0,100.27,13.51,15.0,5.0,14.43,-8.78,2.46,3.701972525643048,,
2719.0,21,3584.0,687.2,88.308,107.237,686.214,87.53462,103.798706,21.0,13.0,18.0,92.135,20.39,15.0,5.0,14.93,-8.83,1.176,3.659532518619828,,
2719.0,22,3584.0,687.27,88.491,106.787,686.4782,87.71251,103.454735,22.0,13.0,18.0,106.13,29.86,15.0,5.0,14.79,-9.055,0.4778,3.5124042976748844,,
2719.0,23,3724.0,687.69,88.243,107.076,669.0369,106.95612,94.47965,23.0,13.0,19.0,95.306,20.38,15.0,10.0,15.24,-4.46,-0.1678,29.27092470467757,,
2719.0,24,3724.0,687.69,89.077,107.96,669.5892,106.88326,95.164955,24.0,13.0,19.0,92.164,24.45,15.0,10.0,14.23,-5.445,1.917,28.43264026395768,,
2719.0,25,3724.0,688.05,88.934,107.351,669.9365,107.324936,95.863014,25.0,13.0,19.0,93.78,30.05,15.0,10.0,14.5,-4.086,0.835,28.254189628129296,,
2719.0,26,2485.0,688.23,88.473,108.105,692.99817,74.9998,124.97777,26.0,13.0,9.0,80.764,28.95,15.0,32.0,14.0,-1.134,4.066,22.112280091881075,,
2719.0,27,966.0,688.25,89.765,108.222,701.28424,70.60072,128.36783,27.0,13.0,1.0,81.395,49.56,15.0,38.0,-20.38,-3.055,-1.167,30.708557548098845,,
2722.0,28,4514.0,391.61,249.77,37.03,382.32388,249.48413,30.859941,28.0,14.0,26.0,55.36,41.38,15.0,7.0,-6.938,-0.9946,-4.918,11.152729458512914,,
2723.0,14,1658.0,628.37,275.35,117.214,616.65094,294.68555,110.43078,14.0,14.0,2.0,20.705,47.78,15.0,23.0,-14.266,-13.96,-4.22,23.605336995147912,,
2723.0,15,1658.0,628.24,275.57,116.79,617.02966,295.22842,110.77158,15.0,14.0,2.0,22.79,42.72,15.0,23.0,-13.914,-11.58,-3.951,23.416801214264957,,
2723.0,16,1658.0,629.07,275.12,115.709,617.304,295.00357,110.84139,16.0,14.0,2.0,26.506,48.53,15.0,23.0,-13.62,-14.34,-3.463,23.611199441303327,,
2723.0,17,1658.0,628.91,276.65,115.73,617.36975,296.40506,110.819756,17.0,14.0,2.0,42.662,61.53,15.0,23.0,-14.86,-9.734,-4.16,23.39979191799869,,
2723.0,18,1658.0,628.71,276.46,116.323,617.5657,296.47824,109.576904,18.0,14.0,2.0,39.953,60.25,15.0,23.0,-17.22,-6.28,-3.402,23.88378459182755,,
2723.0,19,1658.0,629.01,276.7,114.564,617.8802,296.88657,110.024025,19.0,14.0,2.0,39.778,53.9,15.0,23.0,-18.12,-4.652,-3.635,23.49428503712183,,
2723.0,20,1658.0,629.25,277.68,114.453,617.90454,296.63876,108.92532,20.0,14.0,2.0,47.786,44.88,15.0,23.0,-15.65,-9.74,-3.346,22.775190219438333,,
2723.0,21,1658.0,629.37,278.02,114.474,617.9712,295.9101,108.474754,21.0,14.0,2.0,50.014,42.38,15.0,23.0,-12.984,-13.12,-3.576,22.04493755986888,,
2723.0,22,1658.0,629.26,278.2,114.735,618.42737,295.81546,109.93099,22.0,14.0,2.0,52.727,50.8,15.0,23.0,-14.22,-11.32,-3.135,21.23037483909786,,
2723.0,23,1658.0,630.04,277.73,114.313,618.1854,295.73404,108.74187,23.0,14.0,2.0,33.731,29.77,15.0,23.0,-11.24,-16.33,-3.59,22.26464657160538,,
2723.0,24,1658.0,629.36,278.0,115.646,618.211,296.43073,108.54319,24.0,14.0,2.0,38.802,37.53,15.0,23.0,-12.12,-14.77,-1.795,22.681312114359688,,
2723.0,25,1658.0,629.25,277.11,115.855,617.5014,294.99933,108.516106,25.0,14.0,2.0,37.717,39.8,15.0,23.0,-11.16,-18.88,-4.906,22.62558496375586,,
2723.0,26,1658.0,629.34,276.79,116.27,617.99817,293.9991,107.95738,26.0,14.0,2.0,40.096,48.78,15.0,23.0,-12.55,-17.36,-1.877,22.22363340732791,,
2723.0,27,4689.0,628.59,277.05,114.779,618.6557,315.69418,119.78925,27.0,14.0,27.0,39.163,39.5,15.0,6.0,-12.44,-13.08,-4.11,40.213997182882736,,
2723.0,28,4689.0,627.28,276.61,115.714,618.27625,315.28983,119.76736,28.0,14.0,27.0,43.867,43.5,15.0,6.0,-13.3,-12.36,-3.652,39.92025162973047,,
2724.0,18,3358.0,461.03,17.726,116.604,461.6408,19.670431,121.375,18.0,14.0,16.0,57.112,33.03,15.0,10.0,-5.82,-10.79,-0.3542,5.188094983109028,,
2724.0,19,3358.0,458.96,17.905,116.764,461.55588,19.539652,122.14951,19.0,14.0,16.0,63.135,29.08,15.0,10.0,-5.83,-10.14,-1.072,6.197934986397008,,
2724.0,20,3358.0,458.56,18.329,116.882,461.2667,19.93417,121.387726,20.0,14.0,16.0,80.143,26.7,15.0,10.0,-4.69,-11.03,-0.749,5.495849561803528,,
2724.0,21,3358.0,459.93,16.948,113.72,461.5245,20.930788,121.82417,21.0,14.0,16.0,61.808,33.8,15.0,10.0,-1.91,-16.72,-0.949,9.169656585273184,,
2724.0,22,3358.0,459.1,18.573,116.473,462.15048,19.828764,121.89505,22.0,14.0,16.0,27.271,26.11,15.0,10.0,-3.545,-11.86,-1.605,6.346731257631439,,
2724.0,23,3358.0,459.37,18.695,116.269,463.78494,19.735407,122.169395,23.0,14.0,16.0,64.12,32.75,15.0,10.0,-2.777,-12.32,-1.512,7.442365422718363,,
2724.0,24,3765.0,459.01,18.876,116.027,488.4566,45.174835,141.11188,24.0,14.0,19.0,65.392,28.67,15.0,23.0,-3.434,-12.96,-1.489,46.77587175597719,,
2724.0,25,3358.0,458.3,18.661,116.067,462.40137,20.854963,123.85725,25.0,14.0,16.0,59.742,48.12,15.0,10.0,-1.357,-17.4,-2.598,9.073186021721838,,
2724.0,26,3358.0,458.01,17.563,113.775,460.07108,35.999954,122.04623,26.0,14.0,16.0,64.641,44.6,15.0,10.0,-3.777,-12.625,-3.129,20.312128624972225,,
2724.0,27,4693.0,459.05,17.068,113.544,485.99997,18.598473,143.4489,27.0,14.0,27.0,62.037,50.44,15.0,7.0,1.304,-20.81,-2.436,40.28580735959788,,
2724.0,28,3765.0,458.08,17.914,114.763,488.60938,45.608627,143.20796,28.0,14.0,19.0,66.814,37.38,15.0,23.0,-1.21,-15.336,-1.531,50.08144523928128,,
2725.0,15,2017.0,445.01,159.11,105.519,458.60187,167.09843,119.90893,15.0,15.0,5.0,38.052,32.22,15.0,13.0,21.75,3.242,-0.851,21.34535146973927,,
2725.0,16,1912.0,446.17,158.3,106.063,460.9522,165.4334,124.36238,16.0,15.0,4.0,36.823,77.06,15.0,69.0,21.06,-2.365,1.274,24.581825416034494,,
2725.0,17,1912.0,443.07,157.4,105.322,460.35995,166.26672,124.352715,17.0,15.0,4.0,36.627,79.2,15.0,69.0,21.31,-3.383,0.909,27.19796330558827,,
2725.0,18,1912.0,444.0,158.95,106.225,460.48328,166.24895,124.699165,18.0,15.0,4.0,37.519,74.56,15.0,69.0,21.27,-2.922,0.994,25.81216695878369,,
2725.0,19,1912.0,442.63,157.83,105.472,460.23544,165.77168,124.52573,19.0,15.0,4.0,20.679,86.75,15.0,69.0,21.34,-1.404,0.4736,27.130544147305613,,
2725.0,20,1912.0,441.27,156.71,104.72,459.64212,165.96124,123.00981,20.0,15.0,4.0,30.443,79.7,15.0,69.0,20.98,-2.92,1.487,27.52521361712021,,
2725.0,21,1912.0,439.37,156.82,104.482,460.1458,166.5106,123.458534,21.0,15.0,4.0,33.106,79.44,15.0,69.0,21.44,-4.477,0.8716,29.759879647827148,,
2725.0,22,1912.0,440.49,157.11,104.54,460.54343,165.77522,123.20232,22.0,15.0,4.0,29.781,70.3,15.0,69.0,21.28,-3.475,1.049,28.731659892802902,,
2725.0,23,1912.0,440.34,157.17,104.422,460.2513,165.97958,124.52904,23.0,15.0,4.0,19.786,73.6,15.0,69.0,22.56,-3.738,0.586,29.63716627864415,,
2725.0,24,1912.0,440.2,157.23,104.303,460.00375,166.1583,123.97491,24.0,15.0,4.0,28.511,85.3,15.0,69.0,21.23,-3.814,0.9287,29.306775632959035,,
2725.0,25,1912.0,439.3,157.41,103.745,459.76895,165.96088,123.05652,25.0,15.0,4.0,29.921,87.75,15.0,69.0,21.81,-2.664,0.6772,29.411396899625498,,
2725.0,26,1912.0,440.99,157.04,104.617,460.19775,165.97725,123.90701,26.0,15.0,4.0,29.284,83.1,15.0,69.0,20.25,-4.484,0.655,28.651641897544003,,
2725.0,27,1912.0,439.79,158.5,103.979,459.80908,166.3296,124.24927,27.0,15.0,4.0,25.852,80.9,15.0,69.0,22.28,-5.043,0.713,29.54572805126485,,
2725.0,28,1912.0,440.58,157.67,103.453,459.28406,166.32959,124.60243,28.0,15.0,4.0,22.316,81.1,15.0,69.0,21.83,-5.332,0.4993,29.531826031869432,,
2725.0,29,1912.0,440.16,158.61,103.622,460.25427,166.29997,124.215515,29.0,15.0,4.0,24.113,86.56,15.0,69.0,22.86,-3.285,0.627,29.78268264426535,,
2726.0,16,701.0,434.17,555.9,93.302,431.90134,554.82465,90.28827,16.0,16.0,1.0,393.84,118.25,15.0,74.0,-17.33,15.18,0.729,3.922469162530155,,
2726.0,19,701.0,433.41,558.62,94.327,431.32144,557.87054,90.61238,19.0,16.0,1.0,381.16,109.1,15.0,74.0,-15.34,14.41,1.462,4.326912861336601,,
2726.0,24,701.0,433.97,562.84,96.204,431.55225,562.0965,91.43834,24.0,16.0,1.0,308.9,99.75,15.0,74.0,-14.57,15.516,1.29,5.395351939225104,,
2726.0,25,700.0,433.88,563.59,96.275,437.17477,561.4311,100.24575,25.0,16.0,1.0,333.43,119.3,15.0,60.0,-16.1,15.17,3.596,5.593139916487002,,
2726.0,26,701.0,433.88,564.26,96.439,430.88135,563.2865,92.8224,26.0,16.0,1.0,325.76,91.06,15.0,74.0,-14.65,15.15,0.509,4.797853648507822,,
2726.0,27,701.0,433.58,565.59,96.114,430.76984,564.50635,92.966896,27.0,16.0,1.0,406.85,109.7,15.0,74.0,-16.12,16.64,1.134,4.3560945966445725,,
2726.0,28,701.0,433.61,566.09,96.248,431.30762,565.3396,92.74074,28.0,16.0,1.0,323.88,106.5,15.0,74.0,-14.5,15.53,0.8516,4.262033145342745,,
2726.0,29,701.0,433.85,566.96,95.924,430.82666,566.29224,92.17112,29.0,16.0,1.0,298.01,96.44,15.0,74.0,-14.836,12.73,0.2499,4.865243721294978,,
2726.0,30,701.0,433.17,567.36,95.714,430.78842,566.72107,92.40408,30.0,16.0,1.0,344.62,100.2,15.0,74.0,-13.42,15.305,1.662,4.127435674568434,,
2727.0,18,823.0,413.85,413.01,103.562,416.70013,412.48065,106.028175,18.0,16.0,1.0,374.24,108.0,15.0,73.0,-5.465,7.22,1.107,3.8059783985231546,,
2727.0,29,3927.0,412.42,414.37,100.442,419.75125,412.04108,106.725204,29.0,16.0,20.0,85.411,80.7,15.0,53.0,-2.906,0.1309,-0.899,9.93225792227106,,
2728.0,19,3449.0,484.77,490.42,90.035,485.3972,490.08008,85.42804,19.0,16.0,17.0,73.392,23.88,15.0,10.0,-8.95,1.658,2.184,4.661867210464068,,
2728.0,24,3449.0,486.12,498.42,90.425,485.41455,497.74323,86.61457,24.0,16.0,17.0,133.05,40.12,15.0,10.0,-8.86,6.125,1.322,3.933834531382833,,
2728.0,26,3449.0,485.21,500.09,90.28,484.58328,499.13187,86.048904,26.0,16.0,17.0,90.919,31.62,15.0,10.0,-9.33,5.688,1.32,4.383259565268296,,
2728.0,27,2226.0,484.59,500.72,91.676,479.82675,499.60678,98.08602,27.0,16.0,7.0,49.848,55.38,15.0,22.0,-9.32,6.863,0.251,8.063260242067088,,
2728.0,28,2226.0,481.83,499.32,87.667,478.97382,499.71884,97.36547,28.0,16.0,7.0,45.92,41.0,15.0,22.0,-7.246,4.504,0.1343,10.11815980694612,,
2728.0,29,2637.0,481.31,499.42,84.271,488.4237,505.37286,101.29049,29.0,16.0,11.0,29.812,109.94,15.0,28.0,-15.46,13.35,1.086,19.38309339939577,,
2728.0,30,3450.0,481.92,502.43,88.137,487.073,489.00397,86.51019,30.0,16.0,17.0,53.765,29.1,15.0,18.0,-5.89,2.361,0.297,14.472670843247984,,
2729.0,16,473.0,343.64,384.49,52.040000000000006,339.19373,392.28763,53.377064,16.0,16.0,1.0,54.387,28.75,15.0,27.0,10.0,-12.6,0.2183,9.075246039083195,,
2729.0,17,473.0,345.45,383.56,54.06,339.5585,392.49362,53.598785,17.0,16.0,1.0,65.049,26.14,15.0,27.0,9.58,-12.01,-0.704,10.711305141327337,,
2729.0,18,473.0,345.92,384.39,53.8,339.0172,391.4402,53.528362,18.0,16.0,1.0,73.572,39.0,15.0,27.0,8.17,-11.14,-0.4917,9.87054988757184,,
2729.0,19,473.0,346.63,385.21,55.040000000000006,337.9811,391.02048,53.08081,19.0,16.0,1.0,57.125,56.06,15.0,27.0,6.703,-9.08,-3.045,10.602055201539931,,
2729.0,20,473.0,346.56,385.46,54.85,337.99896,390.9988,52.948696,20.0,16.0,1.0,63.209,35.75,15.0,27.0,7.223,-11.47,-4.63,10.372302937246689,,
2729.0,21,473.0,345.52,385.8,54.010000000000005,338.13696,391.8517,52.75958,21.0,16.0,1.0,72.245,40.5,15.0,27.0,9.29,-12.92,-0.8965,9.627871141015532,,
2729.0,22,473.0,346.81,387.56,54.18000000000001,338.5855,390.78656,53.032543,22.0,16.0,1.0,62.097,53.28,15.0,27.0,7.46,-8.81,-2.197,8.908970044312008,,
2729.0,23,473.0,346.3,388.58,54.3,338.98038,391.4199,53.51855,23.0,16.0,1.0,71.388,52.0,15.0,27.0,7.543,-7.844,-2.34,7.890027443355302,,
2729.0,24,473.0,346.09,389.29,54.28,338.9339,391.44498,53.236725,24.0,16.0,1.0,63.938,55.47,15.0,27.0,8.15,-7.81,-2.467,7.546000843892385,,
2729.0,25,473.0,345.55,388.62,53.46,338.64526,390.83963,52.717785,25.0,16.0,1.0,68.555,58.38,15.0,27.0,8.94,-7.277,-2.348,7.290615537163171,,
2729.0,26,473.0,346.06,389.67,53.81,338.89767,390.2584,52.787567,26.0,16.0,1.0,32.029,54.72,15.0,27.0,7.023,-7.23,-2.783,7.258825995186062,,
2729.0,27,3197.0,346.57,390.71,54.17,341.3548,396.00726,55.08262,27.0,16.0,15.0,25.262,67.1,15.0,82.0,7.516,-3.502,-2.56,7.489469261035774,,
2729.0,28,3197.0,347.09,391.76,54.53,340.90793,396.76562,55.083534,28.0,16.0,15.0,65.204,70.0,15.0,82.0,7.168,-4.84,-3.166,7.973745729483455,,
2729.0,29,3197.0,347.44,390.66,54.71,341.31818,396.42407,55.07522,29.0,16.0,15.0,72.059,64.25,15.0,82.0,9.266,-6.195,-3.422,8.416327508224686,,
2729.0,30,3197.0,347.04,389.82,56.31999999999999,340.77597,396.7283,55.117725,30.0,16.0,15.0,71.72,63.4,15.0,82.0,7.473,-6.91,-2.908,9.402560603714583,,
2730.0,16,626.0,428.22,443.94,93.366,430.4149,435.05487,79.81095,16.0,16.0,1.0,46.837,67.8,15.0,99.0,-15.04,5.04,-0.0983,16.355503710659594,,
2730.0,17,626.0,426.97,441.93,93.923,430.23285,435.02252,80.50388,17.0,16.0,1.0,11.919,67.75,15.0,99.0,-14.72,6.832,0.39,15.441251621785725,,
2730.0,18,2640.0,425.72,439.91,94.48,424.5141,445.7187,90.5886,18.0,16.0,11.0,15.459,15.2,15.0,4.0,-8.336,3.145,2.814,7.094940765080424,,
2730.0,20,884.0,424.27,438.89,96.039,419.1889,439.6823,108.47642,20.0,16.0,1.0,49.737,165.9,15.0,96.0,-16.56,14.37,2.855,13.458630419043388,,
2730.0,21,884.0,423.03,439.38,98.059,418.88477,439.41565,108.370316,21.0,16.0,1.0,50.697,161.0,15.0,96.0,-15.72,15.445,1.721,11.113390136554004,,
2730.0,22,884.0,424.81,436.78,96.749,419.28226,438.6256,108.3596,22.0,16.0,1.0,63.208,160.4,15.0,96.0,-15.86,13.84,2.016,12.991080833695102,,
2730.0,25,3722.0,424.5,436.4,95.869,422.511,433.9934,93.68372,25.0,16.0,19.0,62.352,19.56,15.0,7.0,-9.24,6.418,0.7725,3.8109438776239912,,
2730.0,26,3722.0,423.16,437.59,97.247,421.74603,433.64438,92.98692,26.0,16.0,19.0,66.521,14.83,15.0,7.0,-9.28,6.535,0.5005,5.976245472844949,,
2730.0,27,3722.0,424.49,436.46,95.804,423.35828,433.28406,94.38229,27.0,16.0,19.0,74.332,15.97,15.0,7.0,-8.93,7.535,0.5605,3.6590496534072727,,
2730.0,28,3722.0,424.54,435.18,94.742,421.8713,433.0579,93.49833,28.0,16.0,19.0,65.684,21.3,15.0,7.0,-7.68,5.844,-0.2443,3.629322687348148,,
2730.0,29,626.0,425.95,436.36,95.041,430.63525,440.66608,84.22808,29.0,16.0,1.0,53.9,45.78,15.0,99.0,-11.03,6.008,-0.826,12.546438995001724,,
2730.0,30,626.0,425.16,435.88,94.491,429.36502,440.78445,83.89357,30.0,16.0,1.0,58.466,46.7,15.0,99.0,-10.555,5.438,-0.428,12.411339396205388,,
2731.0,17,3158.0,312.91,451.87,36.66,317.9392,460.50354,42.380142,17.0,17.0,15.0,74.13,94.4,15.0,68.0,13.67,4.727,0.986,11.51307474447047,,
2731.0,18,3158.0,312.57,450.31,36.72999999999999,319.068,461.0818,42.643692,18.0,17.0,15.0,66.088,107.06,15.0,68.0,14.07,2.887,0.6016,13.900627047398393,,
2731.0,19,3158.0,312.47,450.13,37.1,319.14832,460.31192,42.884064,19.0,17.0,15.0,51.632,89.25,15.0,68.0,14.68,3.56,1.238,13.480610122130813,,
2731.0,20,3158.0,313.59,449.03,38.93000000000001,320.15195,461.15164,43.49384,20.0,17.0,15.0,68.729,75.7,15.0,68.0,12.9,-0.4028,0.4832,14.51971003972533,,
2731.0,21,3158.0,313.38,448.63,37.22999999999999,320.28104,460.3439,43.493065,21.0,17.0,15.0,81.543,87.0,15.0,68.0,12.57,-0.1772,-0.522,14.968827258199823,,
2731.0,22,3158.0,312.99,447.43,37.46000000000001,319.8791,459.58435,43.253605,22.0,17.0,15.0,77.047,86.6,15.0,68.0,12.29,3.059,-0.02617,15.12460847852016,,
2731.0,23,3158.0,312.41,447.77,35.78999999999999,320.15918,460.0451,43.77724,23.0,17.0,15.0,54.287,91.9,15.0,68.0,11.9,3.197,-0.3967,16.568761978494344,,
2731.0,24,316.0,312.22,447.72,35.78999999999999,301.50876,457.93372,29.508484,24.0,17.0,1.0,47.332,74.0,15.0,84.0,11.97,2.812,-0.1213,16.078189631742,,
2731.0,25,316.0,311.9,447.2,34.879999999999995,301.619,457.18588,28.951353,25.0,17.0,1.0,52.039,81.94,15.0,84.0,12.914,4.246,0.296,15.510177807652886,,
2731.0,26,316.0,313.03,446.62,34.53,301.33585,456.5902,29.214504,26.0,17.0,1.0,46.446,72.44,15.0,84.0,11.984,1.892,-0.002367,16.260766586742307,,
2731.0,27,316.0,312.0,445.98,34.19999999999999,301.11316,456.17664,29.28912,27.0,17.0,1.0,41.6,77.9,15.0,84.0,11.64,3.064,-0.621,15.703868786053969,,
2731.0,28,316.0,312.35,447.17,34.59,301.46838,455.75858,29.509617,28.0,17.0,1.0,44.191,88.4,15.0,84.0,11.88,2.623,-0.2651,14.764269425457144,,
2731.0,29,316.0,312.23,447.13,34.46000000000001,301.2152,455.116,29.364277,29.0,17.0,1.0,45.738,87.7,15.0,84.0,12.6,2.367,0.02777,14.52819355366419,,
2731.0,30,316.0,312.53,446.41,34.99000000000001,301.17328,454.51633,29.332756,30.0,17.0,1.0,41.9,85.2,15.0,84.0,11.45,1.9795,-0.329,15.056297184329065,,
2731.0,31,316.0,313.17,447.95,34.55000000000001,301.7364,454.6711,29.71763,31.0,17.0,1.0,49.065,82.94,15.0,84.0,11.01,1.873,0.1425,14.115671928282438,,
2732.0,17,2800.0,552.92,304.06,105.214,551.6232,312.06067,110.543564,17.0,17.0,12.0,33.217,53.25,15.0,21.0,-15.59,-5.664,-4.074,9.700343453661636,,
2732.0,18,2800.0,554.55,305.09,105.247,551.5518,311.8253,110.29252,18.0,17.0,12.0,51.198,55.5,15.0,21.0,-17.23,-2.586,-3.064,8.933685767945985,,
2732.0,19,2800.0,555.66,305.0,105.478,552.8134,312.02414,109.83583,19.0,17.0,12.0,61.21,31.5,15.0,21.0,-17.23,-5.594,-3.303,8.742560071769573,,
2732.0,20,2800.0,554.85,303.68,104.869,553.58826,312.46783,109.55033,20.0,17.0,12.0,60.824,34.5,15.0,21.0,-16.6,-7.184,-3.607,10.036572846614517,,
2732.0,21,2800.0,553.06,303.39,105.165,554.3139,313.21307,109.16506,21.0,17.0,12.0,63.424,40.03,15.0,21.0,-16.31,-6.246,-4.22,10.680142763020571,,
2732.0,22,2800.0,553.81,303.76,105.314,554.9254,313.26147,108.77763,22.0,17.0,12.0,61.365,32.56,15.0,21.0,-16.5,-5.465,-3.523,10.174418022560298,,
2732.0,23,2800.0,553.87,303.61,105.672,555.40643,313.7867,109.81743,23.0,17.0,12.0,66.321,42.22,15.0,21.0,-16.22,-5.094,-3.668,11.09551395473863,,
2732.0,24,2800.0,555.0,305.08,105.598,555.3785,313.92773,108.980194,24.0,17.0,12.0,51.159,36.6,15.0,21.0,-15.95,-7.84,-3.47,9.479705937239627,,
2732.0,25,2800.0,556.2,304.95,107.413,555.9514,313.5263,109.67626,25.0,17.0,12.0,73.104,42.28,15.0,21.0,-16.62,-7.758,-3.69,8.873391092338942,,
2732.0,26,2800.0,556.36,304.51,107.17,556.3863,312.99707,109.4663,26.0,17.0,12.0,67.499,39.5,15.0,21.0,-17.8,-5.348,-4.2,8.792271752220827,,
2732.0,27,2800.0,553.62,304.56,106.027,556.2299,313.1272,109.98841,27.0,17.0,12.0,46.833,39.78,15.0,21.0,-14.62,-9.38,-4.48,9.79291902540302,,
2732.0,28,2800.0,554.33,303.96,106.486,556.0233,312.12387,110.58749,28.0,17.0,12.0,54.947,26.89,15.0,21.0,-14.06,-10.77,-3.984,9.291838272753154,,
2732.0,29,4725.0,553.05,304.77,106.637,542.5777,306.6329,108.6562,29.0,17.0,27.0,13.981,42.44,15.0,10.0,-0.9463,-1.763,0.535,10.82666302883756,,
2732.0,30,4725.0,551.77,305.59,106.789,543.91437,306.9037,110.03914,30.0,17.0,27.0,22.861,40.34,15.0,10.0,-1.836,-1.906,1.336,8.602333428000824,,
2732.0,31,4725.0,550.49,306.41,106.94,544.9988,307.41486,109.50855,31.0,17.0,27.0,45.358,14.08,15.0,10.0,-0.2708,-1.582,2.184,6.144954854358203,,
2733.0,17,1412.0,663.38,308.24,140.85,653.72644,298.86746,132.72482,17.0,17.0,1.0,33.872,46.84,15.0,18.0,-13.04,-13.39,-4.164,15.717960324342332,,
2733.0,18,1412.0,663.18,308.76,141.96,653.5005,299.39514,131.90112,18.0,17.0,1.0,45.333,9.46,15.0,18.0,-14.625,-10.83,-2.744,16.809949135080657,,
2733.0,19,1412.0,663.52,309.03,142.152,653.0251,298.9581,133.93913,19.0,17.0,1.0,48.156,35.44,15.0,18.0,-15.58,-10.49,-3.553,16.704410473192393,,
2733.0,20,1412.0,663.39,308.75,142.353,653.1683,298.7425,131.69743,20.0,17.0,1.0,46.12,39.12,15.0,18.0,-13.03,-15.7,-2.676,17.837443179023694,,
2733.0,21,1412.0,663.48,308.65,142.10399999999998,652.7328,299.07867,133.55507,21.0,17.0,1.0,41.201,36.03,15.0,18.0,-11.26,-16.56,-3.336,16.73908211204545,,
2733.0,22,1412.0,663.87,309.09,142.963,652.79395,299.04916,133.26933,22.0,17.0,1.0,9.1294,28.45,15.0,18.0,-12.72,-14.15,-3.613,17.817536013068704,,
2733.0,23,1412.0,664.26,309.53,143.822,652.49994,299.01056,135.32921,23.0,17.0,1.0,12.085,28.56,15.0,18.0,-13.164,-11.58,-3.682,17.918847928962915,,
2733.0,24,1412.0,664.65,309.97,144.68,651.37585,299.11856,135.20544,24.0,17.0,1.0,25.569,39.94,15.0,18.0,-13.25,-13.79,-3.584,19.588876830734826,,
2733.0,25,1412.0,665.23,309.26,147.337,651.31757,298.38083,133.54315,25.0,17.0,1.0,28.83,32.9,15.0,18.0,-11.805,-17.2,-3.967,22.40942538790985,,
2733.0,26,1412.0,662.39,308.83,143.038,650.4673,298.18674,132.78085,26.0,17.0,1.0,19.809,47.22,15.0,18.0,-13.66,-15.43,-4.527,18.99049459177142,,
