ID (GT),Track Length (GT),Track Coverage,Missing Time Points,Dino Data
1392,24.0,24,[],"216,1,32.0;5596,8,4.0;5474,9,22.0"
1393,52.0,52,[],"2396,1,17.0;5014,3,22.0;4525,4,15.0;1550,9,15.0;5014,10,22.0;5644,26,30.0;4416,27,13.0;7246,28,22.0;6487,29,36.0"
1394,6.0,6,[],"3574,1,23.0"
1395,17.0,17,[],"4818,1,20.0"
1396,8.0,8,[],"4894,1,34.0"
1397,7.0,7,[],"335,1,31.0"
1398,6.0,6,[],"2265,1,17.0"
1399,8.0,8,[],"1677,1,23.0"
1400,24.0,24,[],"4939,1,16.0;4809,5,6.0;5489,7,26.0;6386,17,11.0"
1401,28.0,28,[],"3915,1,28.0;5066,2,9.0;5291,7,35.0"
1402,5.0,4,[35.0],"4629,1,8.0;530,3,37.0;5145,5,42.0"
1403,9.0,8,[45.0],"4092,1,10.0;4420,2,47.0"
1404,10.0,10,[],"2785,1,19.0;4260,2,20.0;4862,10,12.0"
1405,18.0,18,[],"4817,1,15.0;5052,2,4.0;4209,5,28.0"
1406,13.0,10,"[36.0, 37.0, 45.0]","3908,1,30.0;2691,2,31.0;3908,4,30.0"
1407,16.0,16,[],"4307,1,7.0;1950,2,15.0;4307,3,7.0;4230,6,9.0;3372,7,11.0;2975,8,58.0;5397,10,22.0;5900,13,7.0;4652,14,14.0;4585,15,14.0;4652,16,14.0"
1408,9.0,9,[],"4943,1,12.0"
1409,6.0,6,[],"4956,1,7.0;4650,2,4.0;2995,3,18.0;4545,4,19.0"
1410,10.0,10,[],"4860,1,11.0;3992,9,12.0"
1411,7.0,6,[93.0],"8092,1,18.0;9010,2,9.0;8092,3,18.0"
1412,14.0,14,[],"4240,1,22.0;2985,2,20.0;4906,3,7.0;4240,4,22.0;5109,6,22.0;4598,8,19.0"
1413,63.0,63,[],"566,1,51.0;3112,24,30.0;6916,25,5.0;7177,29,18.0;8164,42,26.0"
1414,23.0,23,[],"3984,1,5.0;3303,2,35.0;3016,16,36.0;6452,17,6.0;6582,19,4.0;26,20,51.0;6582,23,4.0"
1415,37.0,36,[54.0],"4811,1,21.0;1446,15,36.0;5396,19,9.0;6863,21,7.0;6530,22,12.0;6330,23,6.0;7075,24,32.0;7203,25,8.0;5520,26,23.0;2995,27,18.0;6918,28,20.0"
1416,22.0,22,[],"3731,1,22.0;1684,13,40.0;6002,14,7.0;4997,19,17.0"
1417,14.0,14,[],"3384,1,30.0"
1418,58.0,58,[],"5081,1,6.0;2919,5,37.0;3441,7,29.0;5926,24,43.0;7214,56,14.0"
1419,8.0,8,[],"5873,1,19.0;5890,6,34.0"
1420,7.0,7,[],"4828,1,14.0"
1421,8.0,8,[],"5041,1,9.0"
1422,5.0,5,[],"4621,1,22.0;4151,2,26.0;4621,4,22.0;5982,5,9.0"
1423,17.0,17,[],"4545,1,19.0;4546,2,22.0"
1424,61.0,60,[75.0],"4242,1,66.0;7896,38,4.0;7562,39,6.0;6469,40,12.0;7899,41,24.0;10435,60,4.0"
1425,20.0,20,[],"4233,1,10.0;4732,2,30.0"
1426,4.0,4,[],"3728,1,16.0;4527,2,4.0;5256,3,6.0;2453,4,28.0"
1427,4.0,3,[37.0],"1979,1,44.0"
1428,39.0,39,[],"233,1,31.0;2948,2,21.0;5308,3,11.0;4296,12,31.0;2342,23,33.0;7523,32,13.0;4296,33,31.0;7523,34,13.0;7811,35,23.0;7523,36,13.0"
1429,12.0,12,[],"5068,1,46.0"
1430,9.0,9,[],"2953,1,33.0;1977,9,56.0"
1431,18.0,18,[],"4360,1,21.0"
1432,22.0,21,[56.0],"1174,1,42.0;2372,18,39.0"
1433,7.0,7,[],"4255,1,15.0"
1434,5.0,5,[],"9403,1,11.0;9452,2,9.0;9538,3,17.0"
1435,25.0,25,[],"777,1,73.0"
1436,28.0,28,[],"312,1,20.0;3195,2,29.0;3379,17,24.0;3374,21,34.0;3195,22,29.0;6966,23,8.0;5898,24,16.0;7245,25,5.0"
1437,23.0,23,[],"4834,1,26.0"
1438,13.0,13,[],"593,1,26.0;2358,2,45.0"
1439,16.0,16,[],"5382,1,34.0"
1440,27.0,27,[],"3852,1,38.0;6229,27,12.0"
1441,8.0,8,[],"4789,1,9.0"
1442,31.0,31,[],"3606,1,30.0;7644,2,15.0;5572,14,38.0;8844,15,23.0"
1443,23.0,23,[],"4061,1,11.0;4530,2,29.0"
1444,4.0,4,[],"2395,1,47.0"
1445,8.0,8,[],"4483,1,26.0"
1446,21.0,21,[],"5180,1,31.0;4421,2,32.0;4414,3,28.0"
1447,20.0,19,[38.0],"2448,1,26.0;1885,2,45.0;5363,3,19.0"
1448,16.0,16,[],"6608,1,4.0;5063,2,12.0;4952,3,24.0"
1449,6.0,6,[],"4847,1,18.0;448,5,61.0"
1450,4.0,4,[],"4177,1,22.0"
1451,6.0,6,[],"4868,1,9.0"
1452,5.0,5,[],"5133,1,29.0"
1453,25.0,23,"[37.0, 40.0]","2484,1,13.0;4997,2,17.0;4908,4,5.0;1709,5,17.0;2963,6,16.0;4908,7,5.0;2696,8,33.0"
1454,5.0,5,[],"4669,1,5.0;1276,2,16.0;4669,4,5.0;4666,5,8.0"
1455,35.0,34,[68.0],"4089,1,31.0;5309,4,9.0;3810,8,8.0;3166,9,14.0;696,10,34.0;5634,11,11.0;3166,12,14.0;163,14,47.0;2741,15,47.0;6601,16,19.0;7832,32,27.0;7824,33,15.0"
1456,44.0,44,[],"1242,1,62.0"
1457,23.0,23,[],"4567,1,37.0"
1458,29.0,28,[55.0],"4293,1,30.0;5844,15,9.0;4544,16,37.0;2491,17,44.0;6835,18,4.0;6042,19,6.0;6999,20,13.0"
1459,11.0,11,[],"4327,1,14.0;5703,5,21.0"
1460,15.0,13,"[38.0, 39.0]","4335,1,15.0;5275,3,19.0;5071,9,8.0;5275,11,19.0"
1461,5.0,5,[],"4630,1,9.0"
1462,13.0,13,[],"5288,1,16.0;3915,10,28.0"
1463,4.0,4,[],"4556,1,37.0"
1464,13.0,13,[],"3423,1,23.0"
1465,8.0,7,[42.0],"4365,1,31.0;2278,5,50.0;3767,6,13.0"
1466,9.0,9,[],"4878,1,19.0;4004,2,22.0"
1467,9.0,9,[],"2146,1,22.0"
1468,5.0,3,"[40.0, 41.0]","5212,1,7.0;1258,2,23.0;5474,3,22.0;5593,4,10.0;1158,5,58.0"
1469,18.0,18,[],"4414,1,28.0;4155,2,29.0;5104,3,11.0;4155,9,29.0;4413,10,32.0"
1470,32.0,29,"[51.0, 55.0, 69.0]","4366,1,8.0;5018,5,4.0;3112,6,30.0;4310,7,7.0;5945,8,6.0;4311,9,36.0;4564,10,8.0;4311,12,36.0;5511,13,12.0;6064,15,19.0;4311,19,36.0;7170,22,8.0;4311,25,36.0"
1471,27.0,27,[],"5270,1,13.0;5219,6,17.0;4607,7,9.0;5219,9,17.0;6123,19,14.0"
1472,9.0,9,[],"5249,1,6.0;1057,6,39.0"
1473,7.0,6,[39.0],"3576,1,17.0;2344,2,49.0;3576,3,17.0;4521,5,21.0"
1474,8.0,8,[],"5268,1,9.0"
1475,6.0,6,[],"5452,1,42.0;4483,6,26.0"
1476,27.0,27,[],"5294,1,12.0;2014,4,46.0"
1477,13.0,13,[],"5259,1,14.0"
1478,9.0,9,[],"5127,1,13.0;4237,2,18.0"
1479,28.0,28,[],"4745,1,31.0"
1480,48.0,48,[],"5400,1,9.0;3850,8,13.0;2239,13,71.0;4131,14,37.0;8165,42,17.0;7175,43,23.0"
1481,13.0,13,[],"4075,1,23.0;26,7,51.0;3389,8,24.0;26,10,51.0"
1482,45.0,44,[71.0],"1886,1,34.0;5364,2,4.0;3459,4,37.0;1599,33,75.0;6247,34,23.0"
1483,31.0,31,[],"4766,1,24.0;4765,2,48.0;5484,30,18.0;5158,31,34.0"
1484,24.0,23,[62.0],"5104,1,11.0;4503,2,15.0;4985,3,12.0;5180,4,31.0;4985,7,12.0;4155,9,29.0;5446,22,9.0;6652,23,6.0;5977,24,48.0"
1485,12.0,12,[],"4907,1,13.0;4165,9,8.0;5429,10,5.0;4907,11,13.0;5429,12,5.0"
1486,38.0,38,[],"5037,1,51.0"
1487,36.0,35,[45.0],"4163,1,6.0;3848,2,9.0;4355,3,10.0;3848,4,9.0;5782,5,7.0;2559,6,26.0;4355,7,10.0;4039,8,37.0;5511,23,12.0;4039,27,37.0"
1488,14.0,14,[],"4836,1,41.0;3648,6,12.0;4836,7,41.0;5889,11,20.0;4836,12,41.0"
1489,29.0,29,[],"5398,1,20.0;5183,9,34.0;3042,10,13.0;1077,11,63.0;4855,12,41.0;6091,15,14.0;4918,16,10.0;5955,17,17.0;6747,18,24.0"
1490,4.0,4,[],"5038,1,22.0;4198,2,8.0"
1491,12.0,12,[],"5292,1,28.0;5286,5,17.0;5344,11,6.0;2790,12,37.0"
1492,31.0,31,[],"4114,1,55.0;2802,6,23.0;5055,10,29.0;5042,18,38.0;6989,19,12.0;5042,24,38.0;6989,25,12.0;5664,28,28.0"
1493,14.0,14,[],"447,1,27.0;5200,2,4.0;5021,3,13.0;6092,10,25.0"
1494,9.0,9,[],"1333,1,33.0"
1495,16.0,16,[],"5169,1,49.0;5474,2,22.0;1158,3,58.0;5169,4,49.0;6515,13,7.0"
1496,11.0,11,[],"5322,1,20.0;5475,5,4.0;3958,6,9.0;5769,7,9.0"
1497,19.0,18,[42.0],"1977,1,56.0;4533,5,32.0;682,6,53.0;5706,15,12.0;6013,16,26.0;5706,17,12.0;5916,18,10.0"
1498,7.0,5,"[39.0, 41.0]","4939,1,16.0;5498,3,24.0;4939,4,16.0;4809,5,6.0;4226,6,13.0;5501,7,16.0"
1499,4.0,4,[],"5047,1,11.0;4020,3,28.0;5050,4,12.0"
1500,10.0,10,[],"4827,1,26.0"
1501,21.0,21,[],"4688,1,28.0"
1502,7.0,7,[],"4040,1,17.0"
1503,17.0,17,[],"5368,1,21.0;3459,17,37.0"
1504,19.0,19,[],"4826,1,17.0;4466,14,8.0;6400,16,22.0"
1505,56.0,56,[],"3293,1,42.0;7895,32,17.0;4106,33,32.0;8524,34,12.0;8259,45,15.0;5718,54,35.0;7357,55,24.0;5890,56,34.0"
1506,20.0,18,"[39.0, 54.0]","4028,1,6.0;4657,2,7.0;5578,3,18.0;6104,13,5.0;4999,14,5.0;6104,15,5.0;1909,16,47.0;5239,17,18.0;6812,18,5.0"
1507,14.0,14,[],"5365,1,22.0"
1508,46.0,46,[],"4531,1,32.0;4354,16,24.0;6411,19,32.0"
1509,21.0,21,[],"717,1,65.0;5145,7,42.0;5809,17,25.0;5145,20,42.0"
1510,18.0,18,[],"4183,1,25.0;6246,2,35.0;6595,18,18.0"
1511,22.0,22,[],"5790,1,19.0;6987,2,16.0;4733,15,28.0"
1512,5.0,4,[44.0],"1416,1,41.0;5150,4,6.0"
1513,8.0,8,[],"4548,1,12.0;4391,5,26.0;1004,6,33.0"
1514,25.0,25,[],"5497,1,21.0;5885,21,13.0;4563,23,18.0"
1515,11.0,11,[],"5324,1,22.0;4319,2,13.0"
1516,11.0,11,[],"5506,1,41.0;307,4,32.0"
1517,51.0,49,"[65.0, 66.0]","4211,1,52.0;4745,22,31.0;4211,23,52.0;4745,26,31.0;4211,28,52.0"
1518,4.0,4,[],"4742,1,12.0;4745,4,31.0"
1519,27.0,26,[44.0],"4277,1,10.0;1592,2,51.0;4492,3,32.0;5814,4,5.0;5247,5,9.0;6038,6,30.0;4700,7,31.0;6422,10,18.0;4700,26,31.0"
1520,60.0,60,[],"24,1,21.0;4994,7,39.0;5332,17,34.0;7718,30,7.0;8217,31,8.0;5332,32,34.0;8217,34,8.0;7718,36,7.0;46,37,44.0;9275,43,12.0;7717,46,25.0"
1521,7.0,7,[],"254,1,37.0"
1522,5.0,5,[],"4342,1,17.0"
1523,8.0,8,[],"4604,1,8.0;3995,2,16.0"
1524,9.0,9,[],"4998,1,7.0;3023,4,26.0"
1525,11.0,10,[41.0],"4394,1,4.0;5472,2,15.0;2952,3,37.0"
1526,23.0,23,[],"1599,1,75.0;4492,13,32.0"
1527,5.0,5,[],"5417,1,5.0;4478,4,9.0;55,5,27.0"
1528,17.0,17,[],"2484,1,13.0;4690,2,10.0;5221,3,4.0;4339,4,35.0;2467,5,18.0;4339,7,35.0"
1529,4.0,4,[],"4521,1,21.0"
1530,9.0,9,[],"3555,1,32.0;27,3,59.0"
1531,31.0,31,[],"5926,1,43.0;6972,5,9.0;7199,6,5.0;7422,7,32.0"
1532,10.0,9,[49.0],"270,1,14.0;4466,2,8.0;3663,3,13.0;2164,4,21.0;5188,5,24.0;2164,8,21.0;4144,9,14.0;3953,10,50.0"
1533,25.0,25,[],"6038,1,30.0;4700,2,31.0;6156,3,14.0;5854,4,6.0;2573,5,26.0;6423,6,14.0;5208,14,26.0"
1534,12.0,12,[],"4917,1,18.0"
1535,32.0,32,[],"569,1,38.0;6624,13,7.0;5397,14,22.0;6624,17,7.0;5397,18,22.0;7030,26,10.0;6821,27,18.0;7743,28,5.0;8143,29,5.0;7821,30,7.0;8472,31,4.0;8563,32,23.0"
1536,6.0,5,[60.0],"7311,1,28.0"
1537,17.0,17,[],"5610,1,12.0;335,12,31.0;3784,13,22.0;6167,14,9.0;5797,15,28.0;2279,16,21.0;4817,17,15.0"
1538,10.0,10,[],"3194,1,31.0"
1539,14.0,14,[],"5134,1,20.0"
1540,11.0,11,[],"4573,1,8.0;3908,5,30.0"
1541,5.0,5,[],"5568,1,9.0"
1542,16.0,16,[],"5110,1,16.0;3301,10,36.0"
1543,9.0,7,"[47.0, 48.0]","5080,1,7.0;3823,2,48.0;4321,9,23.0"
1544,19.0,19,[],"4327,1,14.0;4924,8,5.0;6141,9,34.0;6380,12,24.0"
1545,22.0,22,[],"4823,1,11.0;4069,2,46.0"
1546,5.0,5,[],"5372,1,22.0"
1547,5.0,5,[],"5260,1,22.0"
1548,15.0,13,"[77.0, 79.0]","8422,1,16.0;9005,2,11.0;5866,3,20.0;9015,4,4.0;9375,5,11.0"
1549,21.0,21,[],"2728,1,49.0"
1550,7.0,7,[],"5569,1,18.0;5220,2,25.0;5569,7,18.0"
1551,10.0,10,[],"5314,1,48.0;3323,6,42.0;3677,7,21.0;5832,8,11.0;5314,10,48.0"
1552,11.0,11,[],"2704,1,29.0"
1553,12.0,12,[],"6671,1,22.0"
1554,30.0,29,[49.0],"5805,1,4.0;4420,2,47.0"
1555,20.0,20,[],"5644,1,30.0;5923,14,15.0"
1556,12.0,12,[],"5708,1,25.0"
1557,17.0,17,[],"1638,1,69.0;5566,14,20.0;1638,16,69.0"
1558,10.0,10,[],"3630,1,17.0"
1559,26.0,26,[],"4779,1,38.0;4767,15,46.0;4610,16,15.0;4767,18,46.0;5001,19,19.0"
1560,20.0,20,[],"5551,1,11.0;2921,2,15.0;4114,3,55.0"
1561,14.0,14,[],"1977,1,56.0;4336,2,24.0;2316,3,34.0"
1562,23.0,23,[],"4665,1,10.0;5554,2,11.0;5840,3,21.0;5413,5,5.0;5016,6,18.0;4270,20,29.0;7105,21,5.0;4140,22,34.0"
1563,31.0,31,[],"5253,1,17.0;1170,16,56.0"
1564,6.0,6,[],"5535,1,11.0"
1565,7.0,7,[],"5117,1,27.0"
1566,10.0,10,[],"4136,1,37.0;4984,2,7.0;5803,3,8.0;6206,9,15.0;6445,10,14.0"
1567,6.0,6,[],"3992,1,12.0;4860,2,11.0;3992,4,12.0"
1568,7.0,7,[],"5198,1,10.0"
1569,8.0,8,[],"124,1,28.0;4897,2,19.0;3546,5,19.0"
1570,30.0,29,[42.0],"4254,1,36.0;5613,2,29.0;4254,23,36.0"
1571,14.0,14,[],"2946,1,29.0;2491,7,44.0;2946,8,29.0"
1572,51.0,51,[],"2329,1,65.0"
1573,54.0,53,[68.0],"5520,1,23.0;6676,16,43.0;6296,28,40.0;6676,53,43.0"
1574,13.0,12,[46.0],"4076,1,24.0;4875,2,47.0;4613,4,11.0;4231,6,29.0;6016,7,15.0;3473,11,63.0;3712,12,32.0;4235,13,23.0"
1575,24.0,21,"[63.0, 64.0, 65.0]","5684,1,21.0;5545,22,41.0;5683,23,33.0"
1576,4.0,4,[],"980,1,23.0;5781,2,4.0"
1577,6.0,6,[],"5690,1,16.0"
1578,8.0,6,"[45.0, 48.0]","5699,1,43.0;5460,5,7.0;5699,6,43.0;5460,8,7.0"
1579,9.0,8,[49.0],"3303,1,35.0"
1580,25.0,25,[],"5475,1,4.0;276,2,70.0"
1581,46.0,46,[],"6038,1,30.0;4700,24,31.0;8721,25,24.0"
1582,16.0,16,[],"4986,1,11.0;5332,6,34.0;4994,13,39.0;5332,14,34.0"
1583,13.0,13,[],"5353,1,4.0;4142,4,21.0"
1584,12.0,12,[],"5418,1,16.0"
1585,35.0,35,[],"4247,1,42.0;6722,21,9.0;716,22,53.0"
1586,47.0,46,[44.0],"5079,1,31.0;4321,2,23.0;5088,3,38.0;5080,4,7.0;5778,5,19.0;3823,6,48.0;2834,28,37.0;3823,29,48.0;5534,41,26.0;8627,42,18.0"
1587,26.0,26,[],"5723,1,36.0;6678,18,23.0;6325,24,12.0"
1588,8.0,8,[],"2915,1,22.0"
1589,10.0,10,[],"4886,1,26.0;6577,10,17.0"
1590,36.0,35,[70.0],"4900,1,37.0;4046,9,43.0;2344,27,49.0;4046,28,43.0;8048,29,11.0"
1591,29.0,27,"[58.0, 60.0]","1182,1,78.0;1828,5,63.0"
1592,15.0,15,[],"5239,1,18.0;4012,14,15.0"
1593,4.0,4,[],"5309,1,9.0"
1594,20.0,20,[],"6155,1,21.0;7199,15,5.0;6155,16,21.0"
1595,15.0,15,[],"4392,1,15.0;3405,2,48.0;4392,3,15.0;3405,5,48.0"
1596,17.0,17,[],"5747,1,25.0"
1597,13.0,13,[],"626,1,52.0"
1598,18.0,18,[],"3016,1,36.0;5866,5,20.0;3016,6,36.0"
1599,18.0,18,[],"5740,1,29.0;4598,15,19.0;6794,16,36.0"
1600,26.0,26,[],"4424,1,12.0;3621,7,33.0"
1601,10.0,10,[],"2395,1,47.0"
1602,8.0,8,[],"5316,1,10.0;5217,3,22.0;27,6,59.0"
1603,11.0,11,[],"3112,1,30.0"
1604,54.0,54,[],"3499,1,21.0;520,4,63.0;727,5,54.0;6720,20,30.0;727,21,54.0;6720,22,30.0;10022,44,12.0;4374,54,23.0"
1605,8.0,8,[],"5184,1,20.0"
1606,11.0,11,[],"6595,1,18.0;2953,8,33.0"
1607,9.0,9,[],"3038,1,28.0;2716,3,21.0;3038,4,28.0;2716,6,21.0;3038,8,28.0"
1608,12.0,12,[],"5094,1,44.0"
1609,52.0,52,[],"4372,1,8.0;3409,4,16.0;5514,8,31.0;6607,9,33.0;5506,40,41.0;835,41,57.0;8253,42,11.0;9418,43,14.0"
1610,13.0,13,[],"4232,1,21.0;5977,2,48.0"
1611,8.0,8,[],"4963,1,7.0;4390,2,33.0"
1612,12.0,12,[],"4111,1,23.0"
1613,13.0,13,[],"5661,1,14.0"
1614,14.0,14,[],"5492,1,38.0;2741,13,47.0"
1615,4.0,4,[],"4555,1,36.0"
1616,17.0,17,[],"5507,1,23.0;4149,8,26.0"
1617,26.0,26,[],"5886,1,15.0;5262,10,24.0"
1618,27.0,27,[],"3267,1,36.0;1637,18,32.0;7571,19,17.0;1504,20,44.0;5027,21,33.0;7578,26,23.0"
1619,14.0,14,[],"1504,1,44.0;5027,4,33.0;7578,14,23.0"
1620,7.0,7,[],"4521,1,21.0;3576,3,17.0"
1621,19.0,19,[],"4548,1,12.0;4391,2,26.0"
1622,33.0,33,[],"5078,1,36.0;5931,24,13.0;8171,25,17.0"
1623,17.0,16,[49.0],"5889,1,20.0"
1624,28.0,28,[],"5848,1,6.0;233,2,31.0;4914,7,31.0;5038,16,22.0;4914,22,31.0;7089,23,19.0;6486,24,18.0;7723,25,19.0;8281,26,17.0"
1625,24.0,24,[],"4864,1,28.0;6116,7,13.0;5863,11,12.0;6116,15,13.0;2632,17,26.0;2872,18,57.0;7058,20,13.0;7125,22,21.0;7647,23,9.0"
1626,10.0,8,"[54.0, 59.0]","4819,1,14.0;2379,5,54.0;4819,6,14.0;2379,9,54.0"
1627,24.0,24,[],"5986,1,37.0;3301,10,36.0;5986,11,37.0;7168,17,11.0"
1628,14.0,14,[],"781,1,61.0"
1629,48.0,48,[],"4776,1,55.0"
1630,32.0,32,[],"5506,1,41.0"
1631,7.0,7,[],"1637,1,32.0"
1632,20.0,18,"[63.0, 64.0]","5409,1,27.0;5903,2,13.0;5656,3,17.0;5903,5,13.0;6970,12,18.0;298,14,40.0;5063,15,12.0;298,16,40.0;6970,20,18.0"
1633,6.0,6,[],"7766,1,8.0"
1634,44.0,44,[],"4610,1,15.0;5835,2,27.0;2358,13,45.0;4610,15,15.0;4767,16,46.0;8210,41,13.0;549,42,49.0"
1635,6.0,6,[],"5824,1,11.0"
1636,55.0,55,[],"5434,1,33.0;1599,24,75.0"
1637,55.0,53,"[51.0, 52.0]","4352,1,8.0;5678,2,8.0;4066,3,12.0;5970,4,5.0;4943,5,12.0;4067,6,13.0;6048,7,5.0;6567,8,27.0;4948,10,16.0;6567,11,27.0;6398,12,33.0;4944,17,19.0;6922,18,19.0;4322,30,40.0;5427,49,28.0;10450,53,5.0;5427,55,28.0"
1638,11.0,10,[69.0],"6077,1,29.0"
1639,30.0,29,[47.0],"1258,1,23.0;5169,3,49.0;1258,4,23.0;5169,5,49.0"
1640,33.0,33,[],"1735,1,37.0;4938,7,50.0;7123,20,23.0;7643,33,7.0"
1641,22.0,22,[],"5552,1,32.0;6451,18,13.0"
1642,6.0,6,[],"7041,1,10.0;5790,2,19.0;5739,6,22.0"
1643,7.0,7,[],"5650,1,5.0;5741,4,5.0;4272,5,25.0"
1644,5.0,5,[],"4827,1,26.0"
1645,28.0,28,[],"1062,1,70.0;4426,16,21.0;1062,17,70.0"
1646,20.0,20,[],"5882,1,4.0;5718,2,35.0"
1647,18.0,18,[],"1250,1,55.0;6042,2,6.0;1250,5,55.0"
1648,5.0,5,[],"5488,1,38.0;5743,2,6.0;4441,3,38.0;5488,4,38.0;3913,5,10.0"
1649,33.0,33,[],"4377,1,11.0;4032,2,33.0;7103,25,15.0;8351,26,4.0;6521,27,23.0;4743,28,27.0;6747,29,24.0;7630,30,28.0;6747,33,24.0"
1650,18.0,18,[],"5907,1,18.0;5093,11,38.0;5907,15,18.0"
1651,8.0,8,[],"1037,1,32.0;1398,2,46.0;6140,3,5.0;1037,5,32.0;3706,6,13.0;3261,7,36.0;6106,8,14.0"
1652,5.0,5,[],"3088,1,17.0;4390,2,33.0"
1653,8.0,8,[],"5985,1,8.0"
1654,24.0,24,[],"5700,1,37.0"
1655,6.0,6,[],"5540,1,24.0"
1656,12.0,12,[],"5482,1,43.0"
1657,36.0,36,[],"6034,1,25.0;7948,22,19.0;4029,23,18.0;7948,24,19.0"
1658,49.0,49,[],"3105,1,33.0;6666,21,10.0;7383,25,15.0;9220,34,9.0;8433,35,20.0;7380,36,18.0;8433,38,20.0"
1659,42.0,42,[],"3225,1,32.0;4106,7,32.0;6231,23,26.0;7670,28,19.0;5065,38,39.0;7670,41,19.0"
1660,10.0,10,[],"3300,1,24.0"
1661,26.0,26,[],"3379,1,24.0;3374,12,34.0"
1662,5.0,4,[46.0],"5460,1,7.0;5699,2,43.0"
1663,8.0,8,[],"5111,1,8.0;5560,5,9.0"
1664,24.0,24,[],"6429,1,12.0;6468,2,26.0"
1665,5.0,5,[],"4550,1,22.0"
1666,30.0,28,"[68.0, 73.0]","5572,1,38.0;7468,25,4.0;7694,27,9.0;4727,28,24.0;4797,30,35.0"
1667,16.0,16,[],"5027,1,33.0;7627,3,24.0;9451,10,12.0"
1668,9.0,8,[47.0],"4644,1,29.0;6236,3,28.0"
1669,24.0,24,[],"3267,1,36.0;7570,2,29.0;5131,9,38.0"
1670,18.0,18,[],"4545,1,19.0;6221,11,8.0;4545,13,19.0;7208,14,29.0"
1671,13.0,13,[],"3532,1,35.0;5199,13,13.0"
1672,11.0,11,[],"4463,1,12.0;5876,4,9.0;4463,7,12.0;276,9,70.0"
1673,11.0,11,[],"1885,1,45.0"
1674,17.0,17,[],"4492,1,32.0;821,8,47.0"
1675,5.0,5,[],"5127,1,13.0"
1676,35.0,35,[],"4586,1,37.0;537,4,60.0;7888,22,16.0;537,23,60.0;7887,24,19.0;7546,29,17.0;8864,30,7.0;7546,33,17.0;7889,34,21.0"
1677,46.0,45,[53.0],"6007,1,13.0;5565,7,9.0;6115,8,27.0;6123,9,14.0;2271,12,70.0;5282,13,33.0;4138,14,24.0;6832,15,4.0;7439,17,25.0;6277,35,35.0;7124,37,29.0"
1678,35.0,34,[65.0],"4550,1,22.0;7344,2,22.0;3009,17,78.0"
1679,21.0,21,[],"5542,1,40.0;3185,17,74.0;1155,18,56.0;5870,19,13.0;7104,20,26.0"
1680,43.0,43,[],"1439,1,34.0;4138,8,24.0;5990,9,4.0;5282,10,33.0;6951,11,8.0;4995,16,51.0"
1681,15.0,15,[],"5314,1,48.0;5832,2,11.0;3677,3,21.0;6287,4,8.0;5142,10,29.0"
1682,21.0,21,[],"5183,1,34.0;3042,2,13.0;1077,3,63.0;5955,7,17.0;4918,8,10.0;5955,9,17.0;1077,12,63.0;6913,20,17.0;6466,21,17.0"
1683,53.0,52,[47.0],"3823,1,48.0;6504,9,43.0;6940,10,9.0;6504,11,43.0;10631,51,5.0"
1684,27.0,27,[],"4935,1,36.0"
1685,7.0,7,[],"5116,1,22.0"
1686,53.0,53,[],"5292,1,28.0;5709,2,13.0;4876,11,29.0;6556,12,44.0;5343,17,17.0;6556,18,44.0"
1687,11.0,11,[],"4620,1,18.0;5292,8,28.0;4620,10,18.0"
1688,21.0,21,[],"3839,1,41.0"
1689,21.0,21,[],"5019,1,11.0;3467,4,16.0;6465,5,36.0;6074,10,6.0;6465,11,36.0;6319,17,28.0;7693,18,25.0"
1690,15.0,15,[],"3920,1,17.0;6212,2,7.0;5708,6,25.0"
1691,6.0,5,[80.0],"7301,1,21.0;7564,6,26.0"
1692,19.0,18,[63.0],"5753,1,31.0;5848,2,6.0;5305,3,4.0;716,4,53.0;5489,5,26.0;716,9,53.0;6722,18,9.0"
1693,16.0,16,[],"5398,1,20.0;5183,2,34.0;3042,3,13.0;5750,4,11.0;5183,9,34.0"
1694,35.0,35,[],"3874,1,30.0;5065,8,39.0;1814,14,54.0;6971,15,21.0;2755,16,49.0"
1695,13.0,13,[],"2678,1,17.0;3446,2,42.0;4060,3,29.0;5925,4,8.0;5439,5,7.0;6586,6,7.0;2288,11,50.0;569,13,38.0"
1696,16.0,16,[],"5322,1,20.0;4826,6,17.0;6309,7,19.0"
1697,12.0,12,[],"335,1,31.0;5610,7,12.0;3784,8,22.0"
1698,7.0,7,[],"4938,1,50.0;5471,4,9.0;4181,5,22.0"
1699,4.0,4,[],"1308,1,33.0"
1700,8.0,8,[],"5755,1,10.0"
1701,31.0,29,"[51.0, 57.0]","6091,1,14.0;5750,5,11.0;5183,7,34.0;3043,22,44.0;6577,23,17.0;3043,25,44.0;6577,27,17.0;5955,28,17.0;8457,29,5.0"
1702,11.0,11,[],"6699,1,7.0;7411,2,8.0;6445,3,14.0;7621,4,8.0;7686,5,8.0"
1703,53.0,52,[80.0],"3704,1,38.0;6132,13,26.0;1304,33,57.0;6132,34,26.0;7717,35,25.0;1304,38,57.0;5330,39,30.0"
1704,43.0,43,[],"3492,1,32.0;5721,4,15.0;3492,13,32.0;7313,16,4.0;7080,17,29.0;7744,18,24.0;7207,21,8.0;7744,22,24.0;7311,37,28.0"
1705,30.0,30,[],"4900,1,37.0;6759,17,40.0"
1706,39.0,39,[],"4046,1,43.0;2344,5,49.0;5626,6,34.0;8042,33,18.0"
1707,5.0,5,[],"3060,1,18.0"
