ID (GT),t,x (GT),y (GT),z (GT),ID (Dino),x (Dino),y (Dino),z (Dino),Distance,Multi ID (Dino),Multi Distance (Dino)
4301.0,75.0,192.545,79.364,4.727,781.0,193.57323,80.58916,3.2091653,2.205016130331956,75,2.21
4301.0,76.0,186.182,80.0,4.727,769.0,185.61612,79.93716,4.000427,0.9230803672102399,76,0.92
4301.0,77.0,185.818,79.091,4.455,710.0,184.94507,79.158356,3.4099631,1.3633215827520866,77,1.36
4301.0,78.0,185.545,78.727,4.545,881.0,185.34962,78.83271,3.7400422,0.8350479077758596,78,0.84
4302.0,81.0,439.182,230.0,9.818,1324.0,439.37375,230.39879,7.286117,2.5702593356097307,81,2.57
4302.0,82.0,438.727,229.818,9.909,1336.0,439.05566,229.76303,7.3452415,2.585323334289594,82,2.59
4302.0,83.0,438.727,229.455,9.636,1404.0,439.15338,229.68318,7.069447,2.611715972040036,83,2.61
4302.0,84.0,438.364,229.727,9.545,1375.0,438.2591,229.43805,6.9392867,2.6237831301951933,84,2.62
4302.0,85.0,437.636,229.545,9.364,1362.0,437.55533,229.5496,7.0778627,2.2875647670287487,85,2.29
4302.0,86.0,437.182,229.909,9.182,1357.0,437.39526,229.60007,7.1390057,2.077196014422445,86,2.08
4302.0,87.0,436.364,229.545,9.0,1234.0,436.227,229.58688,6.8523765,2.1523962535165895,87,2.15
4302.0,88.0,434.818,229.455,8.818,1358.0,434.638,229.55196,6.91724,1.9117243052281367,88,1.91
4302.0,89.0,429.455,230.455,8.727,1329.0,429.3756,230.45076,6.694572,2.0339827710145424,89,2.03
4302.0,90.0,423.727,233.0,8.727,1312.0,423.4495,233.10707,6.711149,2.0376764927487843,90,2.04
4303.0,65.0,166.545,351.818,3.455,750.0,164.47804,352.29202,3.2908278,2.126962884784973,65,2.13
4303.0,66.0,165.818,352.636,3.727,684.0,165.80702,352.19296,2.2229626,1.5679711421447646,66,1.57
4303.0,67.0,165.091,353.0,3.909,793.0,164.87196,352.72992,2.9589503,1.0116897550485011,67,1.01
4303.0,68.0,159.636,354.545,3.909,761.0,159.80676,354.60593,2.891973,1.0330611604493694,68,1.03
4303.0,69.0,154.636,357.455,3.727,758.0,154.60066,357.62192,2.549706,1.1895933609582732,69,1.19
4303.0,70.0,148.909,359.818,3.727,695.0,148.74219,360.27795,2.721756,1.117987065281165,70,1.12
4303.0,71.0,143.455,363.273,3.636,759.0,143.56503,363.3445,2.8533745,0.7935499506333819,71,0.79
4303.0,72.0,137.636,367.636,3.818,738.0,137.89122,367.89117,2.6725113,1.2009968106234403,72,1.20
4303.0,73.0,132.364,368.818,3.727,876.0,131.7109,369.82928,4.246294,1.3110656378824028,73,1.31
4303.0,74.0,128.182,370.364,3.727,875.0,128.9513,370.38458,4.0386763,0.8302940096024515,74,0.83
4303.0,75.0,124.455,372.727,3.636,750.0,124.51946,372.91006,2.7911446,0.8668602552367735,75,0.87
4303.0,76.0,124.545,373.0,3.545,728.0,124.680435,373.27795,2.8003204,0.8063166551554959,76,0.81
4303.0,77.0,124.091,373.455,3.636,858.0,122.89506,372.96597,3.690307,1.2932022559325134,77,1.29
4303.0,78.0,124.182,374.091,3.636,846.0,124.12804,374.14774,2.476838,1.1618036199995248,78,1.16
4303.0,79.0,123.909,373.909,3.636,799.0,123.87164,373.80844,2.6122577,1.0293475506403489,79,1.03
4303.0,80.0,123.545,374.273,3.636,790.0,123.331764,374.3364,3.1342242,0.5488789531049978,80,0.55
4303.0,81.0,123.273,374.909,3.545,770.0,122.74773,374.86783,3.0395622,0.7301170532653161,81,0.73
4303.0,82.0,123.182,374.727,3.273,695.0,122.78292,374.72336,2.0693064,1.2681310573757583,82,1.27
4303.0,83.0,123.727,374.455,3.364,743.0,123.52983,374.49234,2.7808433,0.6167187537726513,83,0.62
4303.0,84.0,123.273,375.0,3.364,723.0,123.36673,375.10477,2.2573528,1.1155402686894973,84,1.12
4303.0,85.0,116.545,379.273,3.182,786.0,115.844,378.89832,3.5607252,0.8804651495176057,85,0.88
4303.0,86.0,109.818,383.364,3.273,668.0,109.72265,383.22626,2.1156695,1.1693920712619168,86,1.17
4303.0,87.0,102.182,386.273,3.182,643.0,102.26919,386.58557,2.7627707,0.5301464957712018,87,0.53
4303.0,88.0,96.455,390.909,2.727,481.0,97.65225,389.80615,1.8972036,1.8270872312106308,88,1.83
4303.0,89.0,89.364,395.0,2.636,659.0,89.51427,395.15012,1.9818145,0.6878050273953021,89,0.69
4303.0,90.0,84.545,398.273,2.545,473.0,86.203545,400.76672,2.3679807,3.0001244620844454,90,3.00
4303.0,91.0,79.273,402.0,2.364,486.0,79.08228,401.92365,1.6403639,0.752231776863493,91,0.75
4303.0,92.0,74.818,404.727,2.0,480.0,74.7922,404.74023,1.9356351,0.07059400294650216,92,0.07
4303.0,93.0,68.909,405.909,1.364,477.0,68.80842,405.64795,1.2657287,0.29651422782675646,93,0.30
4303.0,94.0,65.0,408.636,1.182,488.0,64.960724,408.42792,1.2304891,0.2172350878537623,94,0.22
4303.0,95.0,62.909,412.0,0.545,470.0,63.23051,411.86343,0.86038435,0.47062440780831416,95,0.47
4303.0,96.0,60.636,413.091,0.455,467.0,60.16573,413.7233,0.62216985,0.8055451083887264,96,0.81
4303.0,97.0,58.455,414.182,0.091,459.0,58.093174,414.25842,0.873703,0.8656685606425811,97,0.87
4303.0,98.0,56.0,414.182,-0.364,464.0,55.935627,414.00034,0.56354,0.947351408047198,98,0.95
4303.0,99.0,53.636,413.818,-0.818,454.0,53.831707,413.52914,0.44747078,1.3126909859075013,99,1.31
4304.0,65.0,485.727,298.909,4.909,909.0,485.74545,298.75482,3.8956356,1.0251923146841084,65,1.03
4304.0,66.0,486.091,298.909,4.909,845.0,486.31918,298.82776,4.1574993,0.7895690926704839,66,0.79
4304.0,67.0,486.909,299.273,5.0,888.0,487.0124,299.1897,4.087461,0.9221485110984052,67,0.92
4304.0,68.0,486.364,299.545,5.0,838.0,486.1043,299.55222,4.1332235,0.9048744218687061,68,0.90
4304.0,69.0,487.636,299.727,4.909,913.0,487.41867,299.3103,4.112188,0.92508409468761,69,0.93
4304.0,70.0,487.273,299.091,5.091,775.0,487.20993,298.91568,4.0358124,1.0715109885081744,70,1.07
4304.0,71.0,487.364,298.364,5.273,925.0,487.5294,298.42972,4.125327,1.161391231811662,71,1.16
4304.0,72.0,488.0,298.091,5.091,831.0,487.83466,298.03836,3.8113134,1.2913969488192099,72,1.29
4304.0,73.0,482.455,300.545,5.0,857.0,482.52505,300.62372,3.9795709,1.0258554425584587,73,1.03
4304.0,74.0,476.909,301.909,5.091,864.0,476.8169,301.85675,3.899858,1.1958393440023642,74,1.20
4304.0,75.0,470.636,302.273,5.091,821.0,470.88947,302.2604,4.0203996,1.1002686114672895,75,1.10
4304.0,76.0,465.545,304.0,5.273,810.0,465.22458,304.21808,4.106954,1.2287762761853769,76,1.23
4304.0,77.0,461.727,305.818,5.182,842.0,461.86685,306.21017,4.46732,0.8271171826289333,77,0.83
4304.0,78.0,461.636,304.636,5.091,923.0,461.6983,304.48434,4.303836,0.8040579633931958,78,0.80
4304.0,79.0,462.091,305.091,4.818,886.0,461.94696,304.99182,3.6466951,1.184288547088087,79,1.18
4304.0,80.0,462.273,305.0,4.909,870.0,462.2501,305.22726,3.780638,1.1512481577157907,80,1.15
4304.0,81.0,461.545,304.909,5.0,854.0,461.719,304.93588,3.9725072,1.0424682193965593,81,1.04
4304.0,82.0,460.909,304.455,4.909,854.0,461.07196,304.55588,3.8615162,1.0648732540835282,82,1.06
4304.0,83.0,461.455,304.636,5.0,909.0,461.44473,304.53085,3.8814304,1.1235479275243079,83,1.12
4304.0,84.0,463.545,305.909,5.0,878.0,463.52396,305.7632,3.9268513,1.0832121001501476,84,1.08
4304.0,85.0,464.636,305.545,4.909,860.0,464.6102,305.95978,3.9107952,1.0812589473123662,85,1.08
4305.0,65.0,388.727,366.182,2.091,475.0,388.78473,365.79782,1.8514324,0.4564204862511949,65,0.46
4305.0,66.0,388.636,366.182,1.909,449.0,388.79214,366.14307,1.4882454,0.4504771669254253,66,0.45
4305.0,67.0,389.273,366.545,1.818,456.0,389.78946,368.4101,1.8222802,1.935289968379926,67,1.94
4305.0,68.0,389.455,366.182,1.818,439.0,389.88004,368.6695,1.7797148,2.523842508584701,68,2.52
4305.0,69.0,389.0,366.364,1.545,481.0,389.7598,368.54703,1.8542897,2.332075500370046,69,2.33
4305.0,70.0,389.455,366.727,1.364,383.0,389.3575,366.57593,1.0954314,0.32319883633134866,70,0.32
4305.0,71.0,383.091,369.0,1.545,487.0,382.8204,369.01477,1.6327536,0.28485646773938783,71,0.28
4305.0,72.0,377.091,370.636,2.0,416.0,377.13217,371.25986,1.4697421,0.819798578318102,72,0.82
4305.0,73.0,370.636,373.727,2.364,704.0,371.10608,373.6446,3.300967,1.0515094509746397,73,1.05
4305.0,74.0,366.091,375.727,2.545,467.0,365.82605,376.1183,1.6016638,1.0550816929178706,74,1.06
4305.0,75.0,359.909,378.364,2.636,443.0,359.93292,378.55014,1.6513051,1.0024192297068228,75,1.00
4305.0,76.0,354.455,380.545,3.182,654.0,354.76782,380.72687,2.3929067,0.8681021169222451,76,0.87
4305.0,77.0,350.818,381.909,3.818,752.0,351.31482,382.11548,3.15765,0.8517782723807961,77,0.85
4305.0,78.0,348.0,382.091,4.455,849.0,347.02298,381.12967,3.6604962,1.5842852449967673,78,1.58
4305.0,79.0,345.545,381.818,5.455,899.0,345.20294,382.04318,4.2888975,1.2359231839019216,79,1.24
4305.0,80.0,346.091,380.455,5.545,791.0,344.7223,378.21335,4.048813,3.0227321997604983,80,3.02
4305.0,81.0,346.182,380.364,5.455,867.0,345.52246,380.26627,3.8326154,1.7540455965616009,81,1.75
4305.0,82.0,345.182,380.455,5.364,870.0,344.7815,380.6387,4.107872,1.33116621516023,82,1.33
4305.0,83.0,345.364,379.364,5.455,1000.0,344.23813,375.76712,4.611716,3.862157026320384,,
4305.0,84.0,345.455,379.273,5.727,902.0,344.99265,379.08792,4.241732,1.5665385921591504,84,1.57
4305.0,85.0,344.636,379.545,5.818,787.0,344.20782,379.42114,3.8757489,1.9927415154633616,85,1.99
4305.0,86.0,344.455,380.091,5.727,965.0,342.0514,379.2566,4.3535175,2.891361357182149,86,2.89
4305.0,87.0,344.818,380.455,5.818,946.0,344.89026,380.2384,5.4549203,0.42891017259104625,87,0.43
4305.0,88.0,337.727,382.727,5.727,948.0,337.91895,382.69254,4.618232,1.1257880670552545,88,1.13
4305.0,89.0,330.364,386.636,5.727,953.0,330.36542,386.28683,4.761721,1.0264917209315483,89,1.03
4305.0,90.0,324.091,388.364,5.545,754.0,323.89975,388.93057,3.29095,2.3320204823071395,90,2.33
4305.0,91.0,324.818,388.273,5.636,770.0,324.5259,389.2341,3.3797336,2.469771991048757,91,2.47
4305.0,92.0,325.091,388.818,5.636,746.0,324.01685,389.69614,3.4394476,2.5980320490798188,92,2.60
4306.0,65.0,489.818,375.636,2.182,489.0,489.84692,375.64343,1.5844721,0.5982734847696425,65,0.60
4306.0,66.0,490.364,376.0,2.091,460.0,490.5651,375.95844,1.4544829,0.6688216968612856,66,0.67
4306.0,67.0,490.636,375.273,1.909,470.0,490.54263,375.29044,1.6706805,0.256550764138909,67,0.26
4306.0,68.0,491.273,376.0,2.0,454.0,491.29102,375.72107,1.6708196,0.43184071258296236,68,0.43
4306.0,69.0,492.273,375.909,2.182,499.0,492.12177,375.97498,1.5121177,0.68990301430947,69,0.69
4306.0,70.0,493.182,376.636,2.0,396.0,493.2893,376.55957,1.490628,0.5261317983965657,70,0.53
4306.0,71.0,492.818,375.909,2.0,501.0,492.9054,375.66483,1.9297154,0.2686962483868334,71,0.27
4306.0,72.0,492.818,375.636,2.273,424.0,492.80017,375.52765,1.8093873,0.4764392584593515,72,0.48
4306.0,73.0,491.909,375.818,2.091,465.0,491.86517,375.78735,1.7076503,0.3870626356161107,73,0.39
4306.0,74.0,491.273,375.455,2.273,469.0,491.4858,375.476,1.6115122,0.6951913042816512,74,0.70
4307.0,66.0,275.727,22.182,3.182,650.0,275.68555,22.075386,2.4326675,0.7580130889715884,66,0.76
4307.0,67.0,275.909,22.545,3.273,685.0,275.85364,22.594286,2.3494723,0.9264973027825235,67,0.93
4307.0,68.0,275.636,22.909,3.455,658.0,275.9234,22.801653,2.6340222,0.876428369293141,68,0.88
4307.0,69.0,275.909,22.455,3.455,779.0,275.90692,22.51778,2.76876,0.6891088392989893,69,0.69
4307.0,70.0,275.818,22.182,3.545,643.0,276.1843,22.323523,2.884991,0.7679950062402869,70,0.77
4307.0,71.0,275.818,21.545,3.636,719.0,275.6692,21.649294,2.67915,0.9739510259432959,71,0.97
4308.0,66.0,66.818,22.273,4.364,712.0,66.79936,22.452618,3.6054535,0.7797453867681748,66,0.78
4308.0,67.0,67.455,21.818,4.727,832.0,66.89812,21.928043,3.7955418,1.090797494769873,67,1.09
4308.0,68.0,67.636,22.091,4.818,787.0,67.83071,22.200943,4.069182,0.7814907833576796,68,0.78
4308.0,69.0,68.727,23.909,4.636,862.0,68.874115,24.02147,3.8440485,0.8133139015639967,69,0.81
4308.0,70.0,68.364,23.182,4.455,721.0,68.00091,23.320354,3.8878217,0.6875081100662667,70,0.69
4308.0,71.0,67.818,22.636,4.545,790.0,67.57309,22.816048,3.2957728,1.2856775597418826,71,1.29
4308.0,72.0,67.818,23.091,4.545,772.0,68.11043,23.07637,3.9473937,0.6654792495635663,72,0.67
4308.0,73.0,67.818,24.364,4.455,723.0,67.954506,23.938417,3.4154801,1.1315283471575113,73,1.13
4308.0,74.0,68.091,25.909,4.273,818.0,67.47698,24.109158,4.564274,1.9238743016215976,74,1.92
4308.0,75.0,68.909,24.091,4.273,695.0,69.19561,24.030642,3.2095265,1.1030703810121307,75,1.10
4308.0,76.0,69.182,24.182,4.091,670.0,69.144684,23.864464,3.2163281,0.9312746790295592,76,0.93
4308.0,77.0,63.636,25.455,3.727,697.0,63.39263,25.25646,3.3985438,0.45445633873722324,77,0.45
4308.0,78.0,62.182,24.818,3.636,793.0,61.74601,25.028074,3.1302376,0.7000099790929861,78,0.70
4308.0,79.0,62.545,25.091,3.545,749.0,62.181915,24.858067,2.6588452,0.9855753798046322,79,0.99
4308.0,80.0,62.364,24.727,3.545,736.0,62.347725,23.864927,3.5301151,0.8623550853343465,80,0.86
4308.0,81.0,61.545,23.818,3.727,710.0,61.64326,23.663458,3.2784035,0.4845380038513491,81,0.48
4308.0,82.0,62.364,24.0,3.727,716.0,62.625244,23.740158,3.5780401,0.39743596252479724,82,0.40
4308.0,83.0,62.636,23.455,3.818,766.0,62.660236,23.00635,3.9082289,0.4582744380730909,83,0.46
4308.0,84.0,62.455,23.273,4.0,745.0,62.26559,22.948513,4.2708583,0.46317618672368,84,0.46
4308.0,85.0,63.455,22.727,4.091,728.0,63.69203,22.93496,3.4918303,0.6770782169720807,85,0.68
4308.0,86.0,63.273,22.364,3.909,737.0,63.529522,22.35694,3.723111,0.3168723724230283,86,0.32
4308.0,87.0,62.909,23.636,3.909,663.0,62.989594,23.371294,3.4053862,0.5746229362133394,87,0.57
4308.0,88.0,62.636,23.636,3.909,729.0,62.692276,23.493866,3.181628,0.7432624627384321,88,0.74
4308.0,89.0,61.818,22.818,4.091,723.0,61.822086,22.64233,3.4945858,0.6217608400805252,89,0.62
4308.0,90.0,61.818,23.364,4.182,708.0,61.712524,23.397064,3.5855677,0.6065887430172848,90,0.61
4308.0,91.0,61.455,24.091,4.182,796.0,61.53961,23.947342,3.458582,0.7423813546877388,91,0.74
4308.0,92.0,61.182,23.364,4.091,689.0,61.28601,23.073826,3.2534502,0.8924733597458466,92,0.89
4308.0,93.0,60.818,22.545,3.909,699.0,60.92451,22.425095,3.3362978,0.5947347299509592,93,0.59
4308.0,94.0,60.0,22.909,3.909,781.0,59.59486,22.656736,4.051453,0.4980646569522904,94,0.50
4308.0,95.0,60.273,24.0,3.909,673.0,60.192154,23.772339,3.1562192,0.7905975837843426,95,0.79
4308.0,96.0,59.636,24.636,3.909,681.0,59.34646,24.574833,2.9426227,1.0106729933288467,96,1.01
4308.0,97.0,59.909,25.182,4.0,661.0,59.152134,23.174927,3.2961283,2.2575702734014476,97,2.26
4308.0,98.0,60.636,24.909,3.818,655.0,60.823708,25.16443,3.118202,0.7682421616703944,98,0.77
4308.0,99.0,60.364,25.545,3.727,614.0,60.396854,25.430342,2.723335,1.0107271018949675,99,1.01
4309.0,66.0,350.364,509.091,4.909,888.0,350.47095,508.73517,3.8575182,1.11519830843275,66,1.12
4309.0,67.0,350.455,509.727,4.636,924.0,350.5811,509.3885,3.7574146,0.9499451379385709,67,0.95
4309.0,68.0,350.636,510.091,4.636,782.0,350.81506,509.8191,3.476621,1.2042224708254725,68,1.20
4309.0,69.0,350.636,510.636,4.727,944.0,351.18668,510.15485,3.8099666,1.1729041058908327,69,1.17
4309.0,70.0,351.182,510.364,4.818,815.0,350.26035,508.20212,4.1235423,2.45059897861508,70,2.45
4309.0,71.0,351.364,510.727,4.909,966.0,350.6581,508.36328,4.5483646,2.493095453474083,71,2.49
4309.0,72.0,349.636,510.636,4.818,880.0,349.7508,510.4675,3.225585,1.6054148442770226,72,1.61
4310.0,66.0,322.909,42.455,0.182,66.0,323.1282,42.89167,1.4929723,1.3990631509218194,66,1.40
4310.0,67.0,322.545,42.273,0.091,57.0,322.4899,42.04216,1.0407122,0.9789159199996926,67,0.98
4310.0,68.0,322.545,42.182,0.0,57.0,322.8731,42.24166,0.7502217,0.8210003195802631,68,0.82
4310.0,69.0,322.818,43.636,0.182,61.0,323.48688,43.544212,0.9075117,0.9910563647850167,69,0.99
4311.0,66.0,298.636,88.0,3.0,659.0,298.34943,87.89823,2.256481,0.8033056710624067,66,0.80
4311.0,67.0,299.0,87.909,3.182,692.0,299.085,87.65129,2.3232777,0.9005794982217219,67,0.90
4311.0,68.0,299.273,88.0,3.091,627.0,299.31982,87.78541,2.1805637,0.9365549833606609,68,0.94
4311.0,69.0,298.545,88.727,2.909,729.0,298.7758,88.70616,2.283193,0.667336007457259,69,0.67
4311.0,70.0,298.091,89.818,2.818,564.0,298.11325,89.60723,2.227176,0.6276878638113038,70,0.63
4311.0,71.0,297.909,89.091,2.818,730.0,297.79623,88.69404,2.3610995,0.6156723003353709,71,0.62
4311.0,72.0,298.364,87.818,2.909,637.0,298.50034,87.8091,2.309431,0.6149396648135529,72,0.61
4311.0,73.0,297.727,88.091,2.727,638.0,297.7912,88.062996,2.1263843,0.6046859375762706,73,0.60
4311.0,74.0,297.909,89.273,2.636,662.0,298.21445,89.18535,2.0995123,0.6235393149203134,74,0.62
4311.0,75.0,297.455,89.273,2.545,609.0,297.5895,89.250565,2.2820182,0.29623133925403766,75,0.30
4311.0,76.0,297.545,90.273,2.545,599.0,297.77203,90.22887,2.145559,0.4615660194175692,76,0.46
4311.0,77.0,297.091,89.0,2.455,109.0,297.01685,89.07191,1.821604,0.6417630118789998,77,0.64
4311.0,78.0,297.364,88.727,2.727,739.0,297.15558,89.12091,2.2925072,0.6224049949605389,78,0.62
4311.0,79.0,297.182,88.545,2.909,697.0,297.2208,88.65718,2.1876,0.7311003709477905,79,0.73
4311.0,80.0,296.273,88.182,2.909,116.0,296.88138,86.93573,1.8545285,1.7421897949454828,80,1.74
4311.0,81.0,296.273,88.0,3.0,665.0,296.10983,87.98015,2.569953,0.46038993647669163,81,0.46
4312.0,66.0,193.636,502.0,9.545,1653.0,194.38806,499.6428,6.4304194,3.977762989105341,,
4312.0,67.0,193.636,501.364,9.545,1671.0,194.57346,499.57953,6.407426,3.729280766847144,,
4312.0,68.0,192.727,501.182,9.273,1609.0,193.7157,499.2662,6.342411,3.638154644448329,,
4312.0,69.0,192.636,501.545,9.545,1771.0,190.5371,500.67828,6.2090883,4.035454328647136,,
4312.0,70.0,192.364,501.636,9.727,1500.0,191.74712,501.3411,7.5588326,2.2734240297011903,70,2.27
4312.0,71.0,192.091,502.273,9.545,1756.0,192.30873,501.9666,7.344345,2.2325254179796015,71,2.23
4312.0,72.0,185.818,504.364,9.727,1557.0,186.37372,504.23065,7.104445,2.68410165025935,72,2.68
4312.0,73.0,179.909,507.091,9.909,1655.0,180.05272,507.0315,7.3313107,2.582378325446234,73,2.58
4313.0,66.0,173.818,358.182,7.909,1487.0,173.4765,357.77753,6.3150964,1.679507938949078,66,1.68
4313.0,67.0,173.909,358.727,7.909,1510.0,173.8883,358.5712,6.2877975,1.6288031421894573,67,1.63
4313.0,68.0,174.182,357.727,8.0,1444.0,173.90402,358.21152,6.357988,1.7344266830696602,68,1.73
4313.0,69.0,174.182,357.364,8.091,1610.0,173.43604,358.16086,6.3437796,2.0601507972418456,69,2.06
4313.0,70.0,174.0,357.636,7.909,1353.0,174.1782,357.61105,6.3237743,1.5954053599134272,70,1.60
4313.0,71.0,174.0,356.091,8.273,1566.0,174.1585,356.1979,6.3049297,1.9773342068912099,71,1.98
4313.0,72.0,173.0,356.0,8.273,1399.0,173.61635,355.6892,6.3434486,2.0493053866473767,72,2.05
4314.0,66.0,100.727,492.0,2.727,1017.0,99.886604,489.96692,4.5921593,2.884180808755308,66,2.88
4314.0,67.0,100.545,491.909,2.636,817.0,100.40169,492.41574,3.4009788,0.9287172595303029,67,0.93
4314.0,68.0,96.545,495.091,2.364,650.0,96.856415,494.93826,2.3573177,0.3469199662145236,68,0.35
4314.0,69.0,95.545,494.818,2.455,716.0,95.41612,495.03992,2.0296142,0.49680138852628397,69,0.50
4314.0,70.0,95.364,494.364,2.545,581.0,95.2281,494.3862,2.0983272,0.46741655967652845,70,0.47
4314.0,71.0,95.273,494.455,2.455,651.0,95.28527,494.3971,1.6454809,0.8116798236772956,71,0.81
4314.0,72.0,95.545,494.818,2.455,627.0,95.456375,494.97696,1.9058462,0.5785262036238745,72,0.58
4314.0,73.0,96.545,494.455,2.273,600.0,96.50638,494.4605,1.6887425,0.5855583495316682,73,0.59
4314.0,74.0,96.545,494.636,2.273,622.0,96.485855,494.86368,1.7132285,0.6071906172177184,74,0.61
4314.0,75.0,96.455,494.818,2.182,574.0,96.225784,495.2192,1.6769707,0.684511510870709,75,0.68
4314.0,76.0,97.727,494.364,2.273,559.0,97.47061,494.4524,1.7952981,0.5493173011690254,76,0.55
4314.0,77.0,97.545,494.909,2.364,568.0,97.08259,495.2403,1.4652143,1.0636721452705689,77,1.06
4314.0,78.0,97.727,494.182,2.455,722.0,97.445885,494.53915,1.9426358,0.6849079056096761,78,0.68
4315.0,66.0,443.455,455.182,6.455,1014.0,442.46222,454.4005,5.2289934,1.760524513218579,66,1.76
4315.0,67.0,442.818,456.636,6.364,1003.0,442.21695,456.59213,4.7441087,1.7283615082544728,67,1.73
4315.0,68.0,443.545,455.727,6.455,952.0,443.41034,455.65427,5.2828603,1.182089017297803,68,1.18
4315.0,69.0,436.818,458.273,6.545,1086.0,437.06705,458.34714,5.4839478,1.0924076222843033,69,1.09
4315.0,70.0,430.545,461.818,6.636,955.0,430.578,461.9022,5.509216,1.1304073702236723,70,1.13
4315.0,71.0,424.636,463.727,6.909,1118.0,424.8169,463.67224,5.5557294,1.366405790541134,71,1.37
4315.0,72.0,419.727,466.273,7.0,1004.0,419.47916,466.07257,5.9116497,1.1340649126086675,72,1.13
4315.0,73.0,414.091,468.545,7.0,1038.0,414.25946,468.44727,6.016902,1.002203373624334,73,1.00
4315.0,74.0,415.182,468.182,6.909,1040.0,415.4431,468.2374,5.675281,1.262261835342016,74,1.26
4315.0,75.0,415.091,467.818,6.909,1004.0,415.43613,467.5902,5.6064143,1.3666517708415993,75,1.37
4315.0,76.0,415.091,467.182,7.0,983.0,415.28305,466.80234,5.809934,1.2638362245386063,76,1.26
4315.0,77.0,408.091,468.909,6.727,1011.0,407.94818,468.92294,5.257579,1.476411172824498,77,1.48
4315.0,78.0,400.364,470.273,6.182,1037.0,399.92,470.33026,5.2062335,1.0735618147653232,78,1.07
4315.0,79.0,392.545,471.273,5.818,996.0,392.64362,471.4314,5.0040073,0.8351051311381565,79,0.84
4315.0,80.0,384.818,473.091,5.364,901.0,384.5865,473.06738,4.058,1.3265693176008526,80,1.33
4315.0,81.0,384.727,473.364,5.364,882.0,384.74606,473.07913,4.3897552,1.0152177750744003,81,1.02
4315.0,82.0,384.818,472.364,5.273,883.0,384.5171,472.21313,4.3926325,0.9425229450555681,82,0.94
4315.0,83.0,384.727,472.909,5.545,1018.0,384.96384,473.0721,4.4673176,1.1153896856568868,83,1.12
4315.0,84.0,385.091,472.636,5.545,914.0,385.1257,472.8482,4.5671372,1.0012235442816135,84,1.00
4316.0,66.0,314.909,440.455,2.909,527.0,314.905,440.55048,1.9451603,0.968565639332767,66,0.97
4316.0,67.0,315.273,440.0,2.818,678.0,315.45895,440.4229,2.0895903,0.8625557973569652,67,0.86
4316.0,68.0,315.364,439.909,2.545,526.0,315.22983,440.0905,1.7047269,0.8700590333325754,68,0.87
4316.0,69.0,315.273,440.455,2.455,578.0,315.0721,440.53253,1.9359637,0.5619345082994215,69,0.56
4316.0,70.0,315.273,439.364,2.364,465.0,315.55234,439.6904,1.7235484,0.7711978005301736,70,0.77
4316.0,71.0,315.0,439.091,2.091,574.0,315.15967,439.14478,1.6572759,0.46529925018294827,71,0.47
4316.0,72.0,315.273,439.091,2.273,497.0,315.24442,439.23615,1.5163679,0.7709588015260039,72,0.77
4316.0,73.0,314.636,440.091,2.182,536.0,314.95685,440.1842,1.5972652,0.6734580527627552,73,0.67
4316.0,74.0,314.636,440.182,2.091,547.0,314.7022,439.9907,1.65311,0.4824166063683985,74,0.48
4316.0,75.0,314.636,439.818,1.818,509.0,314.35715,439.87756,1.5622281,0.383045664287736,75,0.38
4316.0,76.0,308.455,442.909,1.636,497.0,308.5312,442.6181,1.4851182,0.33644400361906285,76,0.34
4316.0,77.0,301.727,445.273,1.455,508.0,301.37317,445.24393,1.2802316,0.39570788144606633,77,0.40
4316.0,78.0,295.727,448.364,1.091,590.0,295.85007,448.4614,0.9083839,0.24079373928578346,78,0.24
4317.0,66.0,147.636,2.818,6.818,892.0,146.66725,4.197231,4.527471,2.843813955536121,66,2.84
4317.0,67.0,147.455,3.182,6.818,925.0,146.89552,4.527028,4.8334146,2.4618483708541365,67,2.46
4317.0,68.0,148.182,2.545,6.727,874.0,146.77904,4.1763597,4.4961724,3.09939074872882,68,3.10
4317.0,69.0,149.182,2.273,6.818,1030.0,148.89478,2.661887,5.568774,1.339512607721552,69,1.34
4317.0,70.0,144.636,5.545,7.0,819.0,144.6716,5.6720834,4.8440404,2.1599952192974228,70,2.16
4317.0,71.0,141.909,7.364,7.182,969.0,143.56665,7.0038085,4.8376718,2.8936855648960123,71,2.89
4317.0,72.0,139.364,9.182,7.273,1012.0,139.354,8.79276,6.0342383,1.2985138917188714,72,1.30
4317.0,73.0,138.545,10.818,7.364,1095.0,138.25154,10.606988,6.2871013,1.1359382227065342,73,1.14
4317.0,74.0,136.545,13.727,7.545,1091.0,136.73882,13.439078,6.2062635,1.3829969945434644,74,1.38
4317.0,75.0,135.364,16.182,7.909,1053.0,135.09457,15.871564,6.7182894,1.259664545801127,75,1.26
4317.0,76.0,135.545,18.273,8.182,1042.0,135.80087,19.686531,6.189328,2.456477364936426,76,2.46
4317.0,77.0,137.091,21.273,8.545,1065.0,137.33865,21.25114,6.2964873,2.262215229407071,77,2.26
4317.0,78.0,138.455,24.545,9.0,1170.0,138.65138,24.580267,6.8122964,2.1967830814948366,78,2.20
4317.0,79.0,141.273,27.182,9.273,1128.0,141.29253,27.134686,6.6884856,2.5850212222152757,79,2.59
4317.0,80.0,140.455,27.091,9.182,1109.0,140.46866,26.971275,6.8818727,2.3032816300726866,80,2.30
