z,y,x,t,intensity_raw,total_intensity,feature_0,feature_1,feature_2,norm,particle,t_starting,track_length,t_end,ID
4.8145413,338.6621,265.93344,39,64.44,15460.831,9.305,-13.84,-3.8,17.11,17,0,99,98,17
4.5902023,338.85922,265.8044,40,57.56,10590.505,10.3,-15.68,-3.672,19.12,17,0,99,98,17
4.8932815,338.46677,265.64197,41,57.84,13012.719,10.68,-13.63,-4.344,17.86,17,0,99,98,17
4.566147,338.27893,265.4169,42,62.12,17204.432,7.01,-14.34,-4.33,16.53,17,0,99,98,17
4.56842,337.64615,265.4792,43,64.0,17403.977,19.23,-6.57,-3.244,20.58,17,0,99,98,17
4.8758545,336.88614,265.4594,44,63.97,19701.82,8.375,-16.36,-3.604,18.73,17,0,99,98,17
4.94423,336.25424,265.7739,45,64.8,19961.186,8.44,-13.77,-3.885,16.61,17,0,99,98,17
4.824511,336.7427,265.67606,46,72.44,23393.375,9.41,-16.06,-3.46,18.94,17,0,99,98,17
4.8068585,336.237,265.55103,47,64.3,21354.32,7.01,-15.414,-4.336,17.48,17,0,99,98,17
5.0458426,335.93954,265.63312,48,64.3,22197.188,7.477,-16.56,-3.322,18.47,17,0,99,98,17
4.987517,335.7293,265.40845,49,72.7,24565.482,-24.28,-1.3125,-2.758,24.47,17,0,99,98,17
5.3440733,336.54315,265.47232,50,62.2,18096.135,17.6,-9.94,-3.115,20.44,17,0,99,98,17
4.7809563,336.9331,265.36893,51,57.12,19935.01,8.92,-17.47,-3.709,19.97,17,0,99,98,17
4.8669825,336.81772,264.99094,52,59.1,21925.494,1.624,-13.51,-3.898,14.16,17,0,99,98,17
4.9094367,336.7598,265.37393,53,54.1,16715.92,3.367,-15.37,-4.12,16.27,17,0,99,98,17
4.816414,336.71298,265.2014,54,62.03,21217.254,4.402,-15.44,-4.383,16.64,17,0,99,98,17
5.1041336,336.3012,265.02344,55,65.1,21685.598,2.213,-12.57,-3.764,13.305,17,0,99,98,17
4.900829,336.20572,264.90347,56,60.03,20886.564,1.674,-12.52,-4.008,13.26,17,0,99,98,17
4.904435,336.36282,264.44638,57,55.84,17422.797,1.605,-13.08,-3.133,13.55,17,0,99,98,17
4.7447658,335.9018,264.87997,58,56.34,17464.307,0.588,-11.85,-3.588,12.4,17,0,99,98,17
4.8530126,335.94202,264.83673,59,55.3,15711.273,2.12,-15.484,-3.61,16.03,17,0,99,98,17
4.833003,335.8533,264.9708,60,54.78,16982.777,0.336,-11.8,-3.857,12.414,17,0,99,98,17
4.799798,336.052,264.9327,61,53.75,14999.343,3.086,-18.0,-3.576,18.61,17,0,99,98,17
4.747208,336.40106,264.53625,62,51.9,15725.693,-0.3958,-11.82,-4.176,12.54,17,0,99,98,17
4.4962444,335.61493,264.01944,63,48.88,12509.5625,0.5444,-15.21,-3.273,15.57,17,0,99,98,17
4.935269,336.14816,264.27826,64,51.78,14549.026,0.1244,-13.695,-3.781,14.2,17,0,99,98,17
4.6915703,336.38455,264.39453,65,44.7,10862.188,0.2466,-15.375,-2.926,15.66,17,0,99,98,17
4.7412753,336.73196,263.99854,66,42.06,9672.004,-2.016,-14.52,-3.787,15.15,17,0,99,98,17
4.7691474,336.21368,264.08142,67,41.75,9520.429,-0.557,-11.34,-4.863,12.35,17,0,99,98,17
4.782648,335.61664,264.7644,68,43.03,10583.389,-1.115,-12.42,-4.484,13.25,17,0,99,98,17
4.9857097,335.64697,264.33313,69,39.44,9149.014,-0.2206,-18.58,-2.475,18.75,17,0,99,98,17
4.8365936,334.95773,264.45358,70,39.72,9611.945,-1.719,-17.14,-3.646,17.61,17,0,99,98,17
4.910583,334.78467,264.55353,71,42.22,12033.642,-4.06,-20.95,-2.734,21.52,17,0,99,98,17
5.015679,334.2832,264.45877,72,42.66,10792.973,-1.179,-22.47,-3.084,22.72,17,0,99,98,17
5.081867,335.0973,264.44458,73,42.94,11589.767,-1.545,-19.16,-2.797,19.42,17,0,99,98,17
5.1726933,334.59952,264.45096,74,42.6,11589.5625,-1.907,-24.3,-1.95,24.45,17,0,99,98,17
5.3230424,335.02014,264.2515,75,42.22,11696.45,-3.062,-22.5,-1.8545,22.78,17,0,99,98,17
5.310641,335.0138,265.15503,76,42.22,11103.665,-1.121,-18.16,-2.422,18.34,17,0,99,98,17
5.3208327,334.95847,264.52744,77,42.47,12694.78,-5.87,-20.94,-2.2,21.86,17,0,99,98,17
5.4637766,335.13684,264.1867,78,43.75,11071.031,-1.524,-19.16,-2.186,19.34,17,0,99,98,17
5.182675,334.97504,263.96005,79,44.56,12078.865,-3.158,-22.39,-1.515,22.66,17,0,99,98,17
5.390527,335.30743,264.82098,80,37.88,7837.877,-4.56,-22.7,-2.217,23.27,17,0,99,98,17
5.6133766,334.98135,264.2451,81,42.28,7820.1025,-28.36,9.58,-1.012,29.95,17,0,99,98,17
5.3134766,335.29156,264.8058,82,41.3,9707.867,-7.383,-24.34,-1.309,25.47,17,0,99,98,17
5.1386094,334.64346,264.37872,83,47.5,12488.567,-12.46,26.56,-1.001,29.36,17,0,99,98,17
5.3041315,334.80267,264.49472,84,40.4,6261.8374,-6.1,-26.72,-1.866,27.47,17,0,99,98,17
5.0655046,334.5188,265.05032,85,40.88,7602.7705,-30.22,9.37,-0.538,31.64,17,0,99,98,17
5.326348,334.2399,264.95428,86,43.7,6507.9077,-15.14,24.69,-1.409,29.0,17,0,99,98,17
5.366135,333.88998,264.62305,87,41.47,6759.6025,-22.42,16.84,-2.057,28.11,17,0,99,98,17
5.1836343,333.53476,264.14963,88,44.12,6796.455,-6.434,-24.08,-3.312,25.16,17,0,99,98,17
5.223764,333.50836,263.91385,89,45.0,8009.3096,-17.61,20.77,-1.873,27.28,17,0,99,98,17
5.384982,333.59753,263.7577,90,44.06,9382.832,-4.645,-23.64,-2.3,24.2,17,0,99,98,17
5.4571543,333.45587,263.8363,91,43.47,8083.2026,-4.344,-20.83,-3.44,21.55,17,0,99,98,17
5.6179605,334.0782,263.32098,92,42.72,8931.165,-8.41,-19.89,-2.875,21.78,17,0,99,98,17
5.4161086,334.1999,263.31207,93,42.06,7447.0234,-12.734,24.81,-2.188,27.97,17,0,99,98,17
5.4557953,334.7254,263.0261,94,41.97,5665.817,-26.45,15.68,-1.818,30.81,17,0,99,98,17
5.399392,335.9499,262.63757,95,47.75,8403.066,-21.58,10.664,-3.986,24.39,17,0,99,98,17
5.399325,335.83624,262.43365,96,43.16,6902.6826,-22.03,14.086,-2.057,26.23,17,0,99,98,17
5.282603,335.86194,262.81604,97,41.62,7616.3164,-11.07,18.52,-2.992,21.78,17,0,99,98,17
5.3402886,336.3401,262.58035,98,40.38,6419.1396,-25.14,10.19,-2.316,27.23,17,0,99,98,17
8.870878,640.717,257.61282,0,189.8,107181.59,-17.62,21.9,3.578,28.36,118,0,99,98,118
8.936493,641.28156,258.3307,1,192.9,125596.41,-13.78,17.38,4.816,22.69,118,0,99,98,118
8.90691,640.45715,258.8384,2,198.2,118976.195,-15.305,18.08,4.625,24.14,118,0,99,98,118
8.11974,640.3628,258.45953,3,155.0,87592.67,-13.08,16.5,4.016,21.44,118,0,99,98,118
8.742743,640.47986,258.67593,4,183.8,118548.555,-15.88,20.47,4.32,26.27,118,0,99,98,118
8.720807,640.4696,258.6836,5,172.0,102184.82,-13.96,19.16,4.484,24.12,118,0,99,98,118
8.386823,640.1718,258.5252,6,174.9,109848.52,-15.12,19.53,3.668,24.97,118,0,99,98,118
7.859621,639.83386,258.58093,7,161.9,105691.13,-12.31,14.48,3.287,19.28,118,0,99,98,118
7.989014,640.39435,258.27734,8,152.5,90312.44,-13.37,16.92,2.467,21.7,118,0,99,98,118
8.695215,638.6883,257.2015,9,108.9,34503.684,-9.65,13.63,3.607,17.1,118,0,99,98,118
8.206479,638.6602,257.43152,10,97.56,30150.898,-9.766,12.66,3.031,16.27,118,0,99,98,118
8.328943,638.3729,257.32446,11,127.8,57123.086,-11.48,15.22,2.768,19.27,118,0,99,98,118
7.6110992,640.8024,256.7636,12,131.9,85877.695,-12.42,15.49,2.96,20.08,118,0,99,98,118
7.8536,640.4067,257.05408,13,125.2,85876.84,-10.63,14.914,2.777,18.53,118,0,99,98,118
7.455551,640.4691,257.20074,14,130.6,94461.98,-10.32,14.8,2.582,18.23,118,0,99,98,118
7.529455,639.31036,257.30988,15,125.4,82758.63,-11.43,15.016,2.033,18.98,118,0,99,98,118
7.410545,640.10223,256.76385,16,137.0,92653.13,-10.69,16.14,2.098,19.47,118,0,99,98,118
7.3678446,639.3519,256.80658,17,142.1,84447.66,-10.93,13.1,2.08,17.19,118,0,99,98,118
7.2687078,639.1187,256.36145,18,154.2,92219.97,-10.164,13.5,1.954,17.0,118,0,99,98,118
7.044906,639.00476,256.2933,19,142.6,79610.7,-11.73,12.734,1.191,17.34,118,0,99,98,118
6.7576666,638.3281,255.8679,20,139.6,79883.62,-11.97,13.445,0.8853,18.02,118,0,99,98,118
6.966389,638.1852,255.68506,21,159.8,104760.4,-12.63,14.76,0.891,19.45,118,0,99,98,118
6.9346266,638.73035,256.44135,22,143.2,90707.945,-12.52,13.336,1.176,18.34,118,0,99,98,118
6.853826,638.3621,256.0514,23,99.56,56049.734,-10.58,13.84,0.7075,17.44,118,0,99,98,118
6.7691145,639.6902,255.84396,24,99.9,41648.9,-8.62,13.445,1.639,16.05,118,0,99,98,118
6.4382677,639.37213,255.78221,25,90.75,43207.16,-10.1,14.64,1.493,17.86,118,0,99,98,118
6.5522823,638.92163,255.63466,26,105.5,42836.035,-10.41,14.06,2.055,17.61,118,0,99,98,118
6.977693,638.3332,255.22371,27,108.56,46669.547,-9.48,14.44,0.776,17.28,118,0,99,98,118
6.4135385,639.11633,255.84862,28,103.9,43013.906,-11.01,14.05,-0.00457,17.84,118,0,99,98,118
5.9306,638.54395,255.1442,29,101.8,45091.117,-11.24,14.14,-0.755,18.08,118,0,99,98,118
5.9583645,637.9452,254.85245,30,81.44,31681.434,-7.96,11.625,-0.715,14.11,118,0,99,98,118
6.476732,638.1549,254.9409,31,86.3,36330.848,-8.266,12.58,-0.1465,15.05,118,0,99,98,118
5.588579,638.0435,254.95319,32,78.4,32223.273,-8.02,9.695,-0.9194,12.62,118,0,99,98,118
5.854679,638.5473,254.8777,33,90.0,50141.656,-9.55,13.29,-0.599,16.38,118,0,99,98,118
5.7840595,638.05646,255.00682,34,86.5,44801.496,-7.957,10.766,-0.9395,13.42,118,0,99,98,118
5.9505987,637.99255,253.89586,35,86.7,35357.914,-8.4,11.12,-0.4033,13.94,118,0,99,98,118
5.415898,637.89856,253.38953,36,71.8,28586.92,-9.664,8.03,-2.135,12.74,118,0,99,98,118
5.987149,638.58105,253.73615,37,76.0,32685.027,-9.62,8.35,-1.296,12.805,118,0,99,98,118
5.9279284,638.0097,253.66872,38,88.8,40759.617,-12.48,8.664,-2.148,15.34,118,0,99,98,118
5.60002,638.11084,253.36334,39,81.3,36185.88,-11.93,7.51,-2.895,14.39,118,0,99,98,118
5.91647,638.7663,253.41986,40,73.0,21683.783,-7.324,6.207,-0.7583,9.63,118,0,99,98,118
5.735577,638.4646,253.51324,41,73.2,24741.793,-10.18,6.312,-2.295,12.195,118,0,99,98,118
5.87343,638.6128,253.61523,42,74.44,28514.63,-9.58,8.64,-1.957,13.055,118,0,99,98,118
5.7835393,639.02435,253.58621,43,93.5,43568.5,-13.75,1.931,-1.899,14.016,118,0,99,98,118
5.603699,638.77893,253.59424,44,86.2,37661.33,-9.984,9.75,-2.406,14.16,118,0,99,98,118
5.915812,638.5489,253.76553,45,91.3,41901.02,-9.4,8.88,-1.748,13.05,118,0,99,98,118
6.144329,639.35547,253.85971,46,108.75,54161.37,-11.32,10.266,-2.615,15.51,118,0,99,98,118
5.6886597,638.91284,253.61304,47,101.8,52233.797,-10.86,11.49,-3.0,16.1,118,0,99,98,118
6.155341,639.1057,253.63715,48,102.9,57213.79,-11.57,9.98,-3.123,15.59,118,0,99,98,118
5.9831266,638.9579,253.43187,49,106.25,52168.793,16.12,-3.129,-3.633,16.83,118,0,99,98,118
5.813665,639.2613,253.421,50,107.75,56016.242,-16.28,2.002,-3.904,16.86,118,0,99,98,118
5.7211823,639.41907,253.68144,51,120.7,72900.234,-16.36,12.25,-4.184,20.86,118,0,99,98,118
5.9919915,638.9697,253.17326,52,105.44,59893.785,-13.39,11.79,-4.945,18.52,118,0,99,98,118
5.593793,638.67993,253.7313,53,100.7,58111.535,-10.52,11.836,-4.562,16.48,118,0,99,98,118
4.986887,639.1295,254.18414,54,101.75,57898.59,-11.04,11.13,-4.613,16.34,118,0,99,98,118
5.0952086,638.9262,254.07129,55,93.06,53144.82,-9.734,9.81,-4.527,14.55,118,0,99,98,118
4.9991994,639.08276,253.42424,56,53.34,20266.902,-7.746,7.074,-4.188,11.29,118,0,99,98,118
4.764662,638.52704,253.25867,57,35.78,9768.937,-9.26,4.79,-4.145,11.22,118,0,99,98,118
4.3122168,637.64746,252.61888,58,23.73,1684.6536,-6.43,2.541,-2.605,7.39,118,0,99,98,118
3.9903266,637.6179,251.52692,59,26.23,3068.7285,-15.07,0.777,-7.293,16.77,118,0,99,98,118
4.6136007,637.9352,252.69507,60,23.3,4473.073,-10.1,5.04,-4.727,12.234,118,0,99,98,118
5.362325,638.1531,252.96143,61,40.72,12052.063,-10.7,7.22,-4.3,13.61,118,0,99,98,118
4.0263515,638.9725,252.37222,62,52.16,14026.352,-12.86,6.53,-6.426,15.79,118,0,99,98,118
5.659907,638.99347,253.93073,63,68.2,39760.824,-11.3,10.5,-5.117,16.25,118,0,99,98,118
5.3802104,639.03046,253.76944,64,73.2,44875.72,-14.22,12.055,-6.24,19.66,118,0,99,98,118
5.3119407,639.0709,254.54338,65,64.9,37232.4,-9.51,10.9,-4.707,15.2,118,0,99,98,118
5.894442,638.9349,254.20624,66,76.4,46669.676,-9.48,13.34,-4.43,16.95,118,0,99,98,118
5.438963,638.88196,254.28154,67,77.75,50627.77,-9.34,12.31,-4.508,16.1,118,0,99,98,118
5.1719627,638.3955,252.75578,68,64.4,32244.846,-11.06,11.664,-4.453,16.69,118,0,99,98,118
5.5253778,638.49335,252.4221,69,55.4,29535.266,-13.266,11.83,-6.184,18.83,118,0,99,98,118
5.363122,638.36664,252.3074,70,52.06,28319.582,-14.52,11.24,-5.73,19.23,118,0,99,98,118
5.499558,638.98004,253.19116,71,56.28,29151.492,-8.305,15.47,-5.297,18.34,118,0,99,98,118
5.654948,638.7192,253.5068,72,63.66,31513.262,-9.375,14.13,-5.242,17.75,118,0,99,98,118
5.6245313,639.2533,253.6181,73,70.0,36747.42,-8.96,14.15,-5.004,17.48,118,0,99,98,118
5.6347613,639.0808,253.8386,74,87.7,57678.766,-10.56,16.27,-6.1,20.33,118,0,99,98,118
5.490913,639.35535,253.84131,75,80.56,47041.89,-9.35,15.82,-5.96,19.31,118,0,99,98,118
5.9021096,639.3231,254.51453,76,83.44,48902.684,-7.934,13.234,-4.15,15.98,118,0,99,98,118
5.8544483,639.32825,254.10907,77,92.5,61149.04,-7.227,18.48,-5.543,20.61,118,0,99,98,118
5.964103,639.6367,253.73885,78,79.0,47573.91,-8.37,16.6,-5.004,19.23,118,0,99,98,118
5.6137323,639.2075,253.687,79,76.9,54049.383,-10.78,16.17,-5.863,20.3,118,0,99,98,118
4.8397713,639.42053,254.38487,80,68.8,44577.21,-7.77,12.4,-5.78,15.734,118,0,99,98,118
5.246946,639.5376,253.65384,81,70.06,46926.156,6.844,-13.89,-7.383,17.16,118,0,99,98,118
4.9964685,640.03815,254.65945,82,79.0,62112.68,-5.64,17.02,-6.65,19.12,118,0,99,98,118
5.6665473,639.27954,253.1772,83,90.7,58956.785,-5.656,-20.64,-6.035,22.23,118,0,99,98,118
5.285541,638.8541,253.15598,84,91.75,53846.94,-10.01,15.55,-6.566,19.62,118,0,99,98,118
5.1346307,639.1839,255.45776,85,83.5,68469.86,12.266,-15.48,-7.297,21.05,118,0,99,98,118
4.782457,638.69305,253.63643,86,71.7,41588.152,-5.977,-17.08,-7.555,19.61,118,0,99,98,118
4.927541,638.69495,253.14688,87,70.5,39974.94,0.8516,-18.17,-7.125,19.53,118,0,99,98,118
4.4885187,638.7414,253.0773,88,76.56,41962.953,-11.0,13.7,-7.496,19.11,118,0,99,98,118
4.6413774,638.7152,253.13483,89,72.2,44616.098,-5.22,-16.4,-7.5,18.78,118,0,99,98,118
4.5933867,638.26306,252.72514,90,66.4,42275.004,-13.305,13.34,-7.19,20.17,118,0,99,98,118
4.8035474,637.4758,252.87573,91,64.44,36420.938,-13.266,14.35,-6.816,20.7,118,0,99,98,118
4.7599196,637.98846,252.64677,92,68.94,42265.402,-11.74,15.74,-6.17,20.58,118,0,99,98,118
4.793503,637.6899,252.83337,93,73.7,48410.633,-10.375,-18.58,-7.223,22.48,118,0,99,98,118
4.7353244,637.3688,252.15923,94,83.44,43378.844,1.389,-20.53,-8.01,22.08,118,0,99,98,118
4.72408,637.9156,251.82582,95,95.4,50256.32,3.518,-23.17,-8.445,24.92,118,0,99,98,118
4.683068,637.4996,251.88147,96,93.9,49196.863,1.16,-24.17,-9.164,25.89,118,0,99,98,118
4.2027235,637.37,251.71242,97,82.5,38366.27,-11.73,-20.3,-8.445,24.92,118,0,99,98,118
4.275033,637.16064,251.0885,98,69.9,30251.24,0.58,-24.19,-8.63,25.69,118,0,99,98,118
11.010729,164.94164,275.05835,0,103.9,54726.516,-10.02,0.581,-2.463,10.336,147,0,99,98,147
10.540363,165.28722,275.44952,1,110.0,61385.46,-9.82,1.92,-1.513,10.125,147,0,99,98,147
10.658362,164.87561,275.56357,2,115.56,62967.48,-9.5,1.942,-1.745,9.85,147,0,99,98,147
9.584613,165.25803,275.55167,3,113.3,69586.6,-9.13,2.95,-2.318,9.875,147,0,99,98,147
9.361063,165.48003,275.7387,4,106.44,64392.047,-9.1,2.38,-2.848,9.83,147,0,99,98,147
9.893216,165.69063,275.80637,5,83.2,36933.883,-6.734,0.1984,-2.145,7.07,147,0,99,98,147
10.269877,165.53148,276.43365,6,64.3,20837.297,-5.754,-2.047,-1.88,6.387,147,0,99,98,147
10.903567,165.88124,276.43195,7,64.56,21045.564,-6.023,-1.591,-2.033,6.55,147,0,99,98,147
11.066701,166.31203,276.57355,8,62.2,18158.273,-4.25,-4.582,-2.197,6.625,147,0,99,98,147
11.4080515,165.90556,276.48987,9,64.0,16259.131,-5.58,-3.543,-1.979,6.9,147,0,99,98,147
10.569839,165.7804,276.99164,10,62.84,23253.793,-6.375,-0.4697,-1.954,6.684,147,0,99,98,147
10.472306,165.91536,277.10242,11,56.1,16771.818,-6.723,-1.597,-2.053,7.207,147,0,99,98,147
13.972395,164.50874,280.5288,12,51.25,717.6199,-5.312,-3.959,-4.164,7.824,147,0,99,98,147
13.5983515,164.60513,280.06018,13,52.0,7070.575,-6.984,-1.068,-2.988,7.67,147,0,99,98,147
12.752046,164.83585,278.60037,14,45.3,4576.5103,-5.145,-4.29,-3.02,7.348,147,0,99,98,147
12.11629,164.92928,277.8426,15,47.56,5280.9043,-5.258,-3.244,-3.912,7.312,147,0,99,98,147
12.628072,164.98024,278.42914,16,42.47,3950.8936,-4.78,-4.504,-3.666,7.52,147,0,99,98,147
11.459642,165.68617,277.49966,17,52.75,12558.112,-6.68,-2.014,-2.656,7.465,147,0,99,98,147
11.698981,165.63205,277.53696,18,51.06,11745.621,-6.586,-2.014,-2.523,7.336,147,0,99,98,147
12.190199,165.65651,277.77505,19,59.6,23125.74,-6.85,-1.597,-3.498,7.86,147,0,99,98,147
12.747279,165.53488,277.75497,20,68.4,18455.041,-6.99,-3.959,-3.34,8.695,147,0,99,98,147
10.448759,165.46153,277.59946,21,56.78,27885.863,-7.63,0.3838,-2.93,8.18,147,0,99,98,147
12.181362,165.44109,277.941,22,74.1,33292.51,-9.445,2.02,-3.592,10.305,147,0,99,98,147
10.4531555,165.2954,277.92938,23,72.2,44377.46,-9.51,1.984,-3.951,10.484,147,0,99,98,147
10.373132,165.87186,277.93958,24,82.8,57897.926,-9.32,2.639,-3.459,10.28,147,0,99,98,147
11.338867,165.29,277.93073,25,92.9,57842.484,-11.516,6.043,-3.564,13.484,147,0,99,98,147
11.833784,165.48235,277.906,26,102.5,63854.215,-11.93,5.773,-3.936,13.83,147,0,99,98,147
11.839511,165.64401,277.76562,27,98.94,67380.59,-11.336,4.715,-4.2,12.98,147,0,99,98,147
10.430424,165.99063,278.97278,28,100.4,93425.664,-12.68,3.92,-6.188,14.64,147,0,99,98,147
11.094263,165.66254,277.30658,29,110.0,83290.695,-12.484,7.043,-4.246,14.95,147,0,99,98,147
10.7819195,165.39833,278.73996,30,106.06,102979.22,-12.484,7.973,-5.03,15.64,147,0,99,98,147
11.125056,165.84807,278.55707,31,113.75,107841.58,-13.5,7.438,-5.97,16.52,147,0,99,98,147
10.714564,165.76201,278.7876,32,104.7,103947.266,-13.81,5.727,-6.863,16.45,147,0,99,98,147
10.856489,165.7598,278.52774,33,102.9,104200.93,-13.31,7.316,-5.777,16.25,147,0,99,98,147
10.428457,165.37708,278.86224,34,99.25,109983.12,-13.66,7.617,-5.78,16.67,147,0,99,98,147
10.830242,166.30563,278.8813,35,98.06,88465.47,-12.875,4.945,-5.582,14.875,147,0,99,98,147
11.197175,166.5265,279.6099,36,96.1,90553.19,-13.25,5.297,-5.42,15.26,147,0,99,98,147
12.39718,166.4653,279.47433,37,94.0,64207.863,-15.24,4.395,-6.49,17.14,147,0,99,98,147
12.926088,166.2739,279.37964,38,99.2,71920.47,-14.26,2.783,-6.395,15.87,147,0,99,98,147
12.288743,166.68263,278.9884,39,105.3,79215.16,-15.26,2.602,-6.36,16.73,147,0,99,98,147
12.391031,166.72212,279.0008,40,101.2,78542.27,-15.516,3.81,-5.89,17.03,147,0,99,98,147
12.167554,166.93384,279.02365,41,105.44,83627.33,-16.34,3.371,-6.89,18.05,147,0,99,98,147
12.256694,167.21255,278.92566,42,104.8,83114.62,-16.08,5.914,-6.453,18.31,147,0,99,98,147
12.1572275,167.24606,278.8129,43,115.2,96421.82,-16.03,-7.168,-7.457,19.08,147,0,99,98,147
12.006881,167.20822,278.87756,44,114.3,100588.32,-17.16,6.06,-6.242,19.23,147,0,99,98,147
12.289269,167.10402,279.35376,45,115.5,110974.984,-17.62,7.285,-6.16,20.05,147,0,99,98,147
11.886918,167.36197,278.71115,46,117.7,117466.1,-19.75,5.605,-7.484,21.86,147,0,99,98,147
11.600532,167.55923,278.81024,47,118.2,123711.34,-17.45,9.305,-6.16,20.72,147,0,99,98,147
11.82969,167.51279,278.54337,48,121.3,129576.06,-20.42,8.5,-6.707,23.11,147,0,99,98,147
11.402391,167.60466,278.34894,49,121.5,120761.98,13.98,-16.89,-12.43,25.2,147,0,99,98,147
11.186945,167.53647,278.14417,50,124.0,128815.83,-22.67,-5.5,-8.24,24.73,147,0,99,98,147
10.734702,167.5544,278.01587,51,127.44,131894.33,-22.12,8.08,-7.645,24.77,147,0,99,98,147
10.565186,167.39792,277.513,52,119.5,124616.766,-17.2,10.85,-5.812,21.16,147,0,99,98,147
10.466984,166.52681,277.74603,53,108.8,95634.56,-16.55,8.53,-6.766,19.81,147,0,99,98,147
10.810467,166.48354,277.5693,54,98.25,71626.83,-16.28,3.857,-6.848,18.08,147,0,99,98,147
11.07828,166.63171,277.52505,55,105.1,81238.54,-15.47,4.78,-5.574,17.12,147,0,99,98,147
