z,y,x,idx
96.107895,184.9936,658.1947,697
94.34178,192.50934,639.5378,698
96.61282,295.50705,416.2878,699
98.527214,436.8207,474.58438,700
96.6077,448.6303,405.19388,701
95.39909,516.1236,400.80707,702
96.85562,563.252,442.52072,703
96.89801,578.9032,441.19455,704
96.00678,584.22516,426.5366,705
96.04617,591.87964,402.9533,706
97.143814,159.85439,627.867,707
97.03707,302.73584,551.6681,708
97.18666,340.82785,409.97223,709
97.925606,529.78235,403.4752,710
99.01766,580.90753,433.02145,711
97.30191,669.69257,404.5852,712
97.40431,687.27924,403.14658,713
95.71689,693.6065,398.8677,714
97.82895,6.464562,418.45,715
97.57762,173.43451,616.64215,716
98.08087,172.76878,679.49146,717
99.19501,192.86273,641.51666,718
97.6786,202.43843,626.14844,719
97.84412,301.79294,526.29895,720
99.720924,585.7077,407.30774,721
98.41441,681.7926,406.52814,722
98.700005,73.14297,431.32526,723
99.012474,141.1356,656.7988,724
98.56693,200.48882,646.6102,725
98.19285,214.32146,679.6283,726
99.82525,461.98502,475.99725,727
98.917694,552.3467,445.11627,728
98.67231,567.8693,480.01315,729
99.36309,591.8743,469.93967,730
100.195206,640.52246,428.02905,731
100.27429,0.0,545.645,732
99.43965,123.03735,421.0905,733
100.14023,130.0264,652.6789,734
100.29983,192.09843,680.93024,735
100.08606,197.49207,634.62067,736
99.99892,267.9971,506.99448,737
100.27176,494.62317,488.8771,738
100.56627,617.9306,410.1659,739
100.09171,624.8397,409.53287,740
99.923584,653.0832,408.01804,741
100.225464,500.43903,408.49545,742
101.40908,532.7789,452.74167,743
100.87487,549.5859,459.53253,744
100.5768,594.01263,416.52567,745
100.999405,601.4061,447.99738,746
102.040215,248.9993,499.50833,747
101.77831,251.63892,433.3066,748
102.39944,288.4582,507.403,749
102.71721,302.075,519.48663,750
103.25542,317.75443,537.0626,751
101.24741,445.9754,480.04706,752
103.99758,570.1655,445.46207,753
102.46568,577.2582,460.4132,754
101.7782,579.5504,416.58734,755
102.252625,628.5143,424.72174,756
102.62394,632.7006,415.93158,757
101.71871,665.9559,410.95145,758
101.245636,702.9996,407.85065,759
101.3145,164.56178,646.73395,760
103.06156,412.58743,466.88336,761
103.047966,575.81165,413.1517,762
103.80978,12.605837,496.65195,763
104.233215,162.23355,600.53784,764
104.05617,205.64517,612.6624,765
