ID (Dino),Missing Time Points,ID (CME),x (Dino),y (Dino),z (Dino),x (CME),y (CME),z (CME),t,t_start (Dino),FI (Dino),FI (CME),Track Length (Dino),Track Length (CME),Distance,Multi ID (CME),Multi Distance (CME)
6626.0,72,559.0,476.99734,644.99634,127.999275,476.23,637.87,120.989,72.0,47.0,306.5,203.41,23.0,42.0,10.0258410144399,,
6626.0,76,3892.0,468.0442,636.72504,116.54992,469.31,637.82,121.581,76.0,47.0,282.0,121.87,23.0,11.0,5.302164935948343,,
6626.0,77,3892.0,468.26495,636.45856,116.17312,469.45,637.69,120.844,77.0,47.0,281.0,142.18,23.0,11.0,4.973721740357013,,
6626.0,78,3892.0,469.2844,636.2316,116.565605,470.31,637.45,121.74,78.0,47.0,292.2,159.81,23.0,11.0,5.41393734134643,,
6626.0,79,3892.0,469.2762,636.4612,117.3745,470.25,637.95,121.688,79.0,47.0,302.5,151.63,23.0,11.0,4.665950506595656,,
6626.0,80,3892.0,469.0631,636.636,117.23192,471.32,638.26,121.153,80.0,47.0,290.2,165.2,23.0,11.0,4.806853646243026,,
6626.0,81,3892.0,469.38086,636.5844,117.35601,470.89,638.04,121.156,81.0,47.0,308.0,151.14,23.0,11.0,4.340068997112843,,
6626.0,87,559.0,474.80676,639.03864,117.40205,477.82,639.98,124.798,87.0,47.0,296.5,158.6,23.0,42.0,8.04150796490932,,
6626.0,92,429.0,477.81293,638.5729,119.504944,472.49,651.29,120.887,92.0,47.0,262.0,279.18,23.0,47.0,13.855262357026476,,
6626.0,93,429.0,477.5444,639.8495,118.54918,472.53,651.75,121.568,93.0,47.0,257.8,235.63,23.0,47.0,13.261952412914146,,
6626.0,94,429.0,477.22504,640.16077,119.09032,471.72,650.69,123.799,94.0,47.0,257.8,130.01,23.0,47.0,12.78052491632881,,
6626.0,95,429.0,477.94376,641.62213,119.743385,471.4,651.19,123.331,95.0,47.0,273.0,147.0,23.0,47.0,12.134080627007837,,
6626.0,96,3919.0,477.37152,641.0538,118.53036,462.28,640.57,118.451,96.0,47.0,282.5,171.9,23.0,11.0,15.099481327515855,,
6626.0,97,9396.0,477.56494,640.93445,119.395035,478.27,642.5,124.252,97.0,47.0,285.8,142.06,23.0,3.0,5.151520689789109,,
6626.0,98,9396.0,478.08273,640.3298,120.89374,478.77,642.04,124.401,98.0,47.0,301.0,167.62,23.0,3.0,3.962069762195008,,
6626.0,99,9396.0,477.81976,641.25415,119.83776,478.77,642.41,124.083,99.0,47.0,299.8,156.12,23.0,3.0,4.501222938013617,,
6627.0,47,7794.0,562.9975,604.4508,136.4529,566.47,595.12,148.60399999999998,47.0,47.0,256.0,110.41,12.0,4.0,15.708956556690817,,
6627.0,49,503.0,564.52686,607.3311,140.10782,561.83,597.6,152.01,49.0,47.0,272.0,255.0,12.0,44.0,15.608627416336107,,
6627.0,50,503.0,564.30524,609.187,141.75587,561.04,598.8,151.13,50.0,47.0,316.0,405.04,12.0,44.0,14.367528476202915,,
6627.0,51,503.0,567.9976,609.9974,141.52383,561.02,600.33,150.995,51.0,47.0,295.2,528.36,12.0,44.0,15.22657498221118,,
6627.0,52,10166.0,575.3031,607.34204,144.99965,565.79,613.69,150.075,52.0,47.0,296.8,151.52,12.0,2.0,12.512187873993131,,
6627.0,53,5059.0,579.62,607.54816,147.66008,579.31,601.94,153.839,53.0,47.0,318.2,78.573,12.0,8.0,8.35024616116196,,
6627.0,56,5059.0,579.46875,610.56836,145.47699,575.17,608.29,151.79,56.0,47.0,325.0,74.074,12.0,8.0,7.970211484785102,,
6627.0,57,6990.0,577.34863,615.61926,147.8097,585.55,617.62,146.644,57.0,47.0,291.0,117.69,12.0,5.0,8.521988436656066,,
6627.0,58,5059.0,574.06647,616.87524,149.68384,572.49,609.19,154.169,58.0,47.0,332.2,87.187,12.0,8.0,9.03685961737254,,
6627.0,66,503.0,554.41406,610.7581,156.79288,560.84,625.46,154.827,66.0,47.0,350.2,636.49,12.0,44.0,16.164877131237397,,
6627.0,68,503.0,551.9631,613.6148,162.3581,560.19,627.13,154.636,68.0,47.0,324.5,606.39,12.0,44.0,17.606059839157695,,
6628.0,47,5022.0,512.78094,573.4676,145.22914,520.71,584.41,142.554,47.0,47.0,334.5,158.09,14.0,8.0,13.775430456548396,,
6628.0,48,6205.0,508.48132,573.5548,139.08118,514.47,574.89,140.849,48.0,47.0,324.2,86.013,14.0,6.0,6.38531398874014,,
6628.0,53,6205.0,511.18375,595.5688,144.5989,515.09,586.59,141.869,53.0,47.0,365.0,96.992,14.0,6.0,10.165136128576927,,
6628.0,55,1128.0,517.7214,596.28827,154.42268,523.36,586.08,143.633,55.0,47.0,376.5,130.41,14.0,29.0,15.887724218883568,,
6628.0,56,1828.0,515.9227,600.1133,151.86884,523.61,608.14,139.557,56.0,47.0,345.8,348.17,14.0,21.0,16.586256309535354,,
6628.0,65,1450.0,439.26917,672.3255,119.86559,436.96,671.18,112.442,65.0,47.0,269.2,180.46,14.0,25.0,7.85837927482506,,
6628.0,66,1450.0,439.6671,671.1953,120.14415,437.45,670.86,113.357,66.0,47.0,282.2,189.11,14.0,25.0,7.147962200690488,,
6628.0,67,1450.0,439.2088,670.26624,118.51299,439.39,671.41,114.593,67.0,47.0,288.5,157.82,14.0,25.0,4.087461556724396,,
6628.0,68,1450.0,439.982,669.924,119.181274,439.52,671.95,113.769,68.0,47.0,281.2,177.62,14.0,25.0,5.797484786618786,,
6628.0,69,1450.0,439.37424,669.601,119.33598,440.14,671.62,113.881,69.0,47.0,267.2,151.68,14.0,25.0,5.866818232909563,,
6628.0,83,371.0,452.21542,666.2211,127.2918,449.69,667.71,125.092,83.0,47.0,386.5,467.26,14.0,50.0,3.665199779875599,,
6628.0,88,371.0,451.25726,665.6206,127.59174,449.3,668.6,125.352,88.0,47.0,453.0,594.12,14.0,50.0,4.21000312769482,,
6628.0,89,371.0,450.81195,665.6975,127.75944,448.62,668.58,125.598,89.0,47.0,458.0,695.61,14.0,50.0,4.217259053710166,,
6628.0,90,371.0,451.55606,665.52203,126.65056,449.24,668.62,125.452,90.0,47.0,472.2,651.29,14.0,50.0,4.049456521324827,,
6629.0,47,6918.0,590.6899,604.58203,150.52771,577.39,596.53,152.138,47.0,47.0,304.5,32.088,11.0,5.0,15.630596950052816,,
6629.0,48,10093.0,592.2499,606.70776,152.27841,583.31,621.85,155.291,48.0,47.0,292.0,216.81,11.0,2.0,17.8405421087954,,
6629.0,50,5032.0,583.4618,613.4885,143.3653,560.56,619.39,154.192,50.0,47.0,287.0,325.73,11.0,8.0,26.010335991294,,
6629.0,53,8969.0,604.37634,610.5171,153.04697,613.61,598.89,148.97,53.0,47.0,267.2,25.201,11.0,3.0,15.397130115268254,,
6629.0,69,9099.0,535.30396,579.913,154.16286,521.28,582.63,155.781,69.0,47.0,276.8,57.532,11.0,3.0,14.376088485439968,,
6629.0,70,9099.0,531.98444,580.98474,159.56683,520.24,581.56,155.598,70.0,47.0,358.2,11.156,11.0,3.0,12.410254088861295,,
6629.0,73,3578.0,527.6546,600.4392,154.27287,533.54,601.28,143.6,73.0,47.0,327.2,204.68,11.0,12.0,12.216997660509731,,
6629.0,76,2827.0,517.25037,618.928,153.44739,517.98,617.89,136.547,76.0,47.0,316.0,330.75,11.0,15.0,16.947949318103376,,
6629.0,80,811.0,511.4376,619.1725,150.78857,515.66,624.88,135.176,80.0,47.0,326.8,270.43,11.0,35.0,17.15099297460354,,
6629.0,81,2251.0,516.9991,620.9989,157.47122,526.74,625.09,141.336,81.0,47.0,384.2,191.57,11.0,18.0,19.286460444270205,,
6629.0,89,971.0,521.99756,622.99713,155.99928,535.68,622.91,144.578,89.0,47.0,349.5,313.09,11.0,32.0,17.823085951341255,,
6630.0,47,325.0,533.93005,583.1914,157.5449,533.14,587.61,145.966,47.0,47.0,349.2,228.74,9.0,53.0,12.418499513729504,,
6630.0,49,3794.0,519.69885,581.93066,155.76015,521.88,591.8,155.455,49.0,47.0,358.8,73.242,9.0,11.0,10.112091963614615,,
6630.0,51,7864.0,518.65607,583.25995,157.6287,524.41,577.5,158.014,51.0,47.0,375.2,58.271,9.0,4.0,8.150655834802476,,
6630.0,52,7864.0,524.01166,584.45514,154.6185,526.14,577.3,157.791,52.0,47.0,367.8,42.843,9.0,4.0,8.1111414625317,,
6630.0,62,503.0,549.5994,609.5138,166.99994,563.14,618.94,154.655,62.0,47.0,349.8,415.89,9.0,44.0,20.6057913801825,,
6630.0,67,503.0,553.0491,614.3544,156.56934,560.1,626.26,154.508,67.0,47.0,357.2,637.07,9.0,44.0,13.989554130335945,,
6630.0,78,1550.0,540.8847,523.81433,159.19518,539.14,557.38,155.873,78.0,47.0,262.8,169.89,9.0,24.0,33.77476958605783,,
6630.0,80,9204.0,542.72,522.02966,153.18352,522.85,506.43,146.707,80.0,47.0,222.9,25.039,9.0,3.0,26.0789494310258,,
6630.0,98,8334.0,508.03024,539.4668,142.51933,518.14,533.44,148.559,98.0,47.0,292.8,161.19,9.0,4.0,13.229027901040183,,
6631.0,47,399.0,512.4433,681.1305,151.5414,496.47,680.48,156.348,47.0,47.0,304.2,430.7,2.0,48.0,16.69349773714304,,
6631.0,89,539.0,548.4393,688.5164,166.99974,546.47,686.0,156.762,89.0,47.0,285.2,119.65,2.0,43.0,10.724818495321951,,
6632.0,47,1276.0,517.7314,659.04553,163.69345,515.12,662.6,138.221,47.0,47.0,306.0,188.78,16.0,27.0,25.85148691939016,,
6632.0,48,874.0,520.77313,660.8477,165.57495,539.1,659.49,146.46,48.0,47.0,305.0,333.13,16.0,33.0,26.51601076311064,,
6632.0,49,874.0,520.20166,661.9977,166.11118,539.4,660.68,146.448,49.0,47.0,323.2,386.47,16.0,33.0,27.512783206320663,,
6632.0,50,874.0,519.11743,662.3845,165.94516,539.19,662.02,146.339,50.0,47.0,339.8,421.14,16.0,33.0,28.061404751018813,,
6632.0,51,2407.0,521.88245,663.17865,166.53859,525.22,669.81,144.477,51.0,47.0,328.8,105.59,16.0,17.0,23.27719476554467,,
6632.0,54,874.0,526.94507,659.40906,166.99995,539.23,668.22,146.899,54.0,47.0,309.2,338.79,16.0,33.0,25.151547858750213,,
6632.0,55,2407.0,526.35004,660.53687,166.4815,525.51,673.85,146.008,55.0,47.0,301.5,55.684,16.0,17.0,24.43582001588038,,
6632.0,57,507.0,530.0265,658.8583,166.69267,541.67,654.77,149.747,57.0,47.0,279.0,152.72,16.0,44.0,20.96284858717672,,
6632.0,61,172.0,523.623,691.3487,145.9679,520.5,685.46,141.026,61.0,47.0,272.0,120.26,16.0,67.0,8.297728140882883,,
6632.0,75,172.0,530.0822,700.84894,161.07405,526.88,689.33,144.21,75.0,47.0,249.5,118.4,16.0,67.0,20.67211276009537,,
6632.0,77,539.0,536.2465,702.99786,162.6011,545.31,684.82,153.59,77.0,47.0,197.4,204.61,16.0,43.0,22.221195954304434,,
6632.0,78,539.0,538.23694,702.9988,162.64757,545.34,685.45,153.723,78.0,47.0,229.4,222.38,16.0,43.0,20.92992576404649,,
6632.0,79,539.0,537.7284,702.43616,162.83563,545.61,684.66,153.969,79.0,47.0,213.0,184.26,16.0,43.0,21.371209850228443,,
6632.0,80,172.0,534.9977,702.9969,161.52756,528.64,688.44,145.939,80.0,47.0,220.5,109.32,16.0,67.0,22.25594055019015,,
6632.0,81,172.0,530.5662,702.99915,162.56865,528.53,688.55,145.851,81.0,47.0,214.9,119.9,16.0,67.0,22.19017502601096,,
6632.0,92,3922.0,543.9549,702.3546,152.88579,533.03,693.54,150.255,92.0,47.0,264.5,87.921,16.0,11.0,14.281865046068049,,
6633.0,47,1121.0,545.5962,645.28815,157.65251,552.53,651.28,155.268,47.0,47.0,347.8,219.89,5.0,29.0,9.469199374952472,,
6633.0,48,1423.0,544.88477,638.00824,157.76817,554.0,636.12,156.422,48.0,47.0,318.2,136.03,5.0,25.0,9.40558567657538,,
6633.0,50,5586.0,537.7802,621.04315,163.62949,550.85,620.89,149.56,50.0,47.0,364.2,303.58,5.0,7.0,19.20400155755565,,
6633.0,57,5059.0,574.0342,599.45575,131.32191,573.83,608.74,152.98,57.0,47.0,254.4,25.643,5.0,8.0,23.56505586988073,,
6633.0,58,5059.0,573.1495,601.4348,129.80945,572.49,609.19,154.169,58.0,47.0,269.8,87.187,5.0,8.0,25.5727539285956,,
6634.0,47,2541.0,527.10754,642.3608,147.16605,534.02,649.48,144.391,47.0,47.0,339.8,248.46,5.0,16.0,10.303689358385178,,
6634.0,48,1621.0,526.9956,643.9947,139.99884,518.91,644.78,137.912,48.0,47.0,256.5,174.79,5.0,23.0,8.387402734792218,,
6634.0,66,539.0,540.8342,677.884,158.85132,543.65,680.33,153.443,66.0,47.0,321.5,156.07,5.0,43.0,6.569746636088767,,
6634.0,70,539.0,541.48254,678.4132,163.99968,544.71,682.07,153.808,70.0,47.0,244.4,148.76,5.0,43.0,11.298629364396438,,
6635.0,47,1621.0,523.51544,640.99805,149.99954,518.71,643.04,139.941,47.0,47.0,340.0,196.07,2.0,23.0,11.332962557411868,,
6635.0,48,1621.0,520.3572,640.77594,156.26396,518.91,644.78,137.912,48.0,47.0,324.8,174.79,2.0,23.0,18.83935561969145,,
6636.0,47,6170.0,546.17584,570.58716,147.58553,554.2,570.52,158.59,47.0,47.0,348.0,107.26,8.0,6.0,13.61947187493336,,
6636.0,52,503.0,548.26184,586.98535,153.52126,560.78,602.29,150.762,52.0,47.0,327.8,531.41,8.0,44.0,19.96372102479137,,
6636.0,53,503.0,544.8898,589.4712,161.54471,560.58,604.03,150.833,53.0,47.0,344.0,524.06,8.0,44.0,23.93494860249549,,
6636.0,73,10440.0,526.4215,579.2979,158.13408,522.2,577.42,143.112,73.0,47.0,333.8,101.43,8.0,2.0,15.71656636121264,,
6636.0,75,9157.0,513.2299,580.1064,150.01334,524.66,576.39,145.95499999999998,75.0,47.0,343.0,106.16,8.0,3.0,12.6857770170218,,
6636.0,76,9157.0,514.84973,577.1597,150.44885,526.65,575.99,146.527,76.0,47.0,331.8,119.56,8.0,3.0,12.48981495400949,,
6636.0,77,9157.0,514.7993,575.6173,151.41295,526.82,576.85,147.322,77.0,47.0,330.2,130.21,8.0,3.0,12.757454670995338,,
6636.0,97,3091.0,591.28735,616.3925,166.34015,552.78,613.86,154.459,97.0,47.0,292.8,550.11,8.0,14.0,40.37810403665578,,
6637.0,47,8894.0,506.87524,611.4838,135.03136,504.13,610.1,139.016,47.0,47.0,292.2,135.03,9.0,3.0,5.03275282794614,,
6637.0,56,1135.0,508.28766,633.2805,136.55014,509.76,638.21,133.761,56.0,47.0,383.8,300.5,9.0,29.0,5.852098535158195,,
6637.0,61,800.0,521.5367,639.99915,147.49568,521.55,642.06,138.115,61.0,47.0,275.5,184.8,9.0,35.0,9.604396747058065,,
6637.0,62,800.0,517.1872,635.57306,145.793,521.77,643.92,138.792,62.0,47.0,330.5,162.78,9.0,35.0,11.818945139207589,,
6637.0,63,1134.0,511.9971,634.9964,142.99919,508.38,635.66,133.679,63.0,47.0,277.5,196.69,9.0,29.0,10.019467002096462,,
6637.0,64,1134.0,503.71054,631.7656,137.32362,507.84,636.98,134.096,64.0,47.0,348.2,186.91,9.0,29.0,7.393235970534194,,
6637.0,68,1134.0,504.08618,634.53644,141.44719,508.4,640.0,134.373,68.0,47.0,342.0,179.1,9.0,29.0,9.924902771417976,,
6637.0,69,1134.0,502.78693,646.665,143.1176,507.68,640.33,133.971,69.0,47.0,302.2,163.72,9.0,29.0,12.15461437417491,,
6637.0,81,722.0,496.39136,618.86566,137.44159,504.71,629.98,135.117,81.0,47.0,338.8,116.46,9.0,37.0,14.07593846794233,,
6638.0,47,6190.0,485.7941,609.16547,142.97253,496.89,619.48,134.26,47.0,47.0,297.5,162.43,11.0,6.0,17.476175351941265,,
6638.0,51,7849.0,472.39877,590.6506,124.49654,478.53,599.84,124.643,51.0,47.0,289.5,130.92,11.0,4.0,11.048009060663333,,
6638.0,56,303.0,466.84293,609.3347,132.46078,462.52,621.77,132.334,56.0,47.0,274.5,253.55,11.0,55.0,13.165883299015675,,
6638.0,66,2252.0,475.26498,609.6749,133.70653,476.18,595.26,137.542,66.0,47.0,311.8,165.87,11.0,18.0,14.944478369327577,,
6638.0,67,2252.0,483.99902,597.9988,139.48595,475.61,594.65,139.451,67.0,47.0,344.2,198.09,11.0,18.0,9.032792453217288,,
6638.0,69,531.0,484.44043,589.3228,134.60663,482.16,584.13,126.25,69.0,47.0,302.2,175.79,11.0,43.0,10.099445419516863,,
6638.0,71,2252.0,471.27948,593.8699,127.460915,474.64,595.44,140.652,71.0,47.0,286.5,291.84,11.0,18.0,13.702665147978504,,
6638.0,73,3872.0,475.09375,598.4667,127.80921,472.63,605.51,121.168,73.0,47.0,334.8,148.5,11.0,11.0,9.98918461219936,,
6638.0,75,531.0,478.73892,600.1684,129.69876,482.83,590.37,125.848,75.0,47.0,311.8,246.37,11.0,43.0,11.294863022808205,,
6638.0,76,531.0,477.99713,597.9964,123.99925,482.74,590.92,126.671,76.0,47.0,295.2,200.07,11.0,43.0,8.92796174159591,,
6638.0,78,531.0,478.1949,599.13855,122.24133,481.82,591.19,127.349,78.0,47.0,257.8,188.07,11.0,43.0,10.119737641925257,,
6639.0,47,4527.0,546.5812,539.10065,166.83638,538.34,539.88,152.678,47.0,47.0,325.8,186.2,8.0,9.0,16.40074657102227,,
6639.0,54,2225.0,537.3941,565.9868,158.65338,529.0,564.25,159.2115,54.0,47.0,316.0,42.574,8.0,18.0,8.590045808050137,,
6639.0,55,2225.0,530.7448,582.1743,161.66135,528.52,564.62,159.511,55.0,47.0,357.5,60.905,8.0,18.0,17.824903608505174,,
6639.0,56,7903.0,526.4573,595.4691,166.9998,530.82,583.32,158.182,56.0,47.0,330.5,58.254,8.0,4.0,15.632894131925786,,
6639.0,61,9028.0,495.90942,589.08234,148.80933,506.79,593.47,144.809,61.0,47.0,298.5,67.454,8.0,3.0,12.395209619885415,,
6639.0,82,1659.0,489.19287,600.2975,133.88492,485.66,596.32,145.909,82.0,47.0,337.5,148.86,8.0,23.0,13.148390644230938,,
6639.0,83,1659.0,486.30627,600.4591,137.25467,486.21,595.8,147.619,83.0,47.0,338.2,145.79,8.0,23.0,11.363794131882214,,
6639.0,91,2269.0,481.534,579.2097,128.2643,482.23,578.9,134.147,91.0,47.0,290.0,36.594,8.0,18.0,5.931820073131016,,
6640.0,47,8894.0,500.30157,613.4435,154.76727,504.13,610.1,139.016,47.0,47.0,292.5,135.03,14.0,3.0,16.551083805231595,,
6640.0,49,1134.0,492.5099,611.5339,149.43289,503.74,613.01,136.259,49.0,47.0,282.5,186.4,14.0,29.0,17.3736983671324,,
6640.0,50,1134.0,489.18805,608.4745,145.54489,503.06,614.43,138.121,50.0,47.0,331.5,161.69,14.0,29.0,16.82299378186296,,
6640.0,54,406.0,483.4274,607.57434,143.53722,487.57,619.42,147.862,54.0,47.0,281.0,201.99,14.0,48.0,13.273451610037196,,
6640.0,56,406.0,483.02997,609.5253,142.36264,486.54,619.39,149.082,56.0,47.0,295.2,307.21,14.0,48.0,12.44115812537159,,
6640.0,57,406.0,479.50476,611.2038,142.9063,486.64,619.29,148.13,57.0,47.0,251.1,257.32,14.0,48.0,11.982709292459685,,
6640.0,58,406.0,476.3205,607.895,140.85115,486.69,619.39,148.586,58.0,47.0,261.2,249.7,14.0,48.0,17.305763773162422,,
6640.0,59,5670.0,471.99832,599.5787,138.9995,477.91,598.35,124.938,59.0,47.0,236.0,112.32,14.0,7.0,15.303053497991858,,
6640.0,63,9048.0,444.5217,624.7499,109.556984,446.43,626.08,113.884,63.0,47.0,244.4,102.82,14.0,3.0,4.912620722613953,,
6640.0,64,9048.0,445.36417,625.10846,110.744,447.13,626.11,114.549,64.0,47.0,255.4,103.7,14.0,3.0,4.31268628125209,,
6640.0,65,9048.0,446.20062,625.26245,110.40485,447.74,626.37,114.04,65.0,47.0,262.5,123.63,14.0,3.0,4.100082110080246,,
6640.0,66,6287.0,443.99866,628.5166,113.99966,441.89,633.58,115.629,66.0,47.0,280.2,48.727,14.0,6.0,5.72181923789977,,
6640.0,76,481.0,475.01352,628.5802,130.20648,469.41,625.33,119.978,76.0,47.0,312.5,218.77,14.0,45.0,12.10723087831398,,
6641.0,47,2790.0,527.17633,631.80774,165.74336,541.41,631.3,147.742,47.0,47.0,345.2,219.38,9.0,15.0,22.9543922469339,,
6641.0,50,2790.0,524.0775,646.0019,162.19736,540.43,636.83,148.504,50.0,47.0,310.0,208.12,9.0,15.0,23.21715128842464,,
6641.0,53,399.0,511.5215,664.5211,166.52242,495.87,681.4,156.429,53.0,47.0,323.5,567.81,9.0,48.0,25.134515009373025,,
6641.0,54,399.0,511.94446,664.9559,164.75192,495.85,681.64,156.707,54.0,47.0,308.8,486.44,9.0,48.0,24.537961881704792,,
6641.0,81,1549.0,514.85425,672.5,156.62701,525.76,672.85,141.191,81.0,47.0,319.0,248.36,9.0,24.0,18.90312904739849,,
6641.0,82,172.0,514.9984,679.39435,158.9995,529.37,687.73,145.536,82.0,47.0,326.0,134.57,9.0,67.0,21.384381677581928,,
6641.0,83,172.0,518.3485,687.5603,158.57256,529.15,687.38,146.209,83.0,47.0,283.8,111.49,9.0,67.0,16.418359425155757,,
6641.0,87,5193.0,517.94556,687.3775,156.07777,512.11,690.98,137.958,87.0,47.0,319.2,101.35,9.0,8.0,19.3741537006523,,
6641.0,98,3646.0,512.99506,693.99335,156.99847,499.5,693.05,157.767,98.0,47.0,211.6,247.1,9.0,12.0,13.54980413094592,,
6642.0,47,6170.0,558.6717,577.8999,166.59416,554.2,570.52,158.59,47.0,47.0,369.5,107.26,11.0,6.0,11.769689979162557,,
6642.0,48,503.0,561.0151,578.49646,166.7603,562.45,596.61,153.045,48.0,47.0,337.5,173.35,11.0,44.0,22.765516102904467,,
6642.0,49,503.0,564.3425,580.4157,166.8534,561.83,597.6,152.01,49.0,47.0,332.2,255.0,11.0,44.0,22.84599190886664,,
6642.0,50,503.0,565.22144,580.8784,166.22215,561.04,598.8,151.13,50.0,47.0,331.0,405.04,11.0,44.0,23.800024761669828,,
6642.0,54,5059.0,581.30365,588.17444,165.78041,577.93,604.05,153.156,54.0,47.0,311.5,8.2767,11.0,8.0,20.56187363749223,,
6642.0,57,5059.0,578.43176,587.6778,166.92143,573.83,608.74,152.98,57.0,47.0,328.8,25.643,11.0,8.0,25.67403229690456,,
6642.0,61,503.0,573.31104,586.91,166.82474,562.96,617.48,153.739,61.0,47.0,314.2,310.9,11.0,44.0,34.82679314018451,,
6642.0,63,503.0,570.9984,587.5624,166.99953,563.13,620.88,155.261,63.0,47.0,254.9,477.85,11.0,44.0,36.190707023777485,,
6642.0,81,5149.0,563.6275,599.9788,159.9794,548.25,620.18,150.681,81.0,47.0,325.8,107.39,11.0,8.0,27.03731181626606,,
6642.0,82,2298.0,567.9964,592.9962,156.99901,573.46,591.75,154.821,82.0,47.0,305.5,78.387,11.0,18.0,6.012292986881176,,
6642.0,83,2298.0,576.34705,587.18713,153.62543,571.25,590.36,154.268,83.0,47.0,237.5,29.925,11.0,18.0,6.038204943880226,,
6643.0,47,2541.0,523.9032,643.182,156.57208,534.02,649.48,144.391,47.0,47.0,300.0,248.46,7.0,16.0,17.040925919867163,,
6643.0,80,2616.0,564.4275,572.4784,164.52992,558.56,572.73,155.606,80.0,47.0,357.5,306.72,7.0,16.0,10.683033603635296,,
6643.0,81,2616.0,564.4987,572.5062,164.23541,558.43,573.67,155.536,81.0,47.0,360.8,374.36,7.0,16.0,10.670674040476555,,
6643.0,82,2616.0,563.7816,573.3214,163.63223,559.16,575.18,156.165,82.0,47.0,417.5,417.14,7.0,16.0,8.976252246505789,,
6643.0,96,2298.0,558.3073,581.4446,166.16658,558.99,595.58,152.316,96.0,47.0,337.0,443.98,7.0,18.0,19.80187311307696,,
6643.0,97,2298.0,554.12897,583.0859,166.44632,558.38,596.75,151.776,97.0,47.0,340.0,366.49,7.0,18.0,20.49383257893209,,
6643.0,98,1550.0,549.9997,585.77423,166.4374,545.42,568.82,155.461,98.0,47.0,333.0,230.95,7.0,24.0,20.70992332054606,,
6644.0,47,800.0,519.78156,628.9133,150.26427,520.62,619.22,142.556,47.0,47.0,366.2,155.05,10.0,35.0,12.412915568733254,,
6644.0,48,800.0,514.68256,627.27466,147.22923,521.23,621.47,142.124,48.0,47.0,364.0,138.31,10.0,35.0,10.130469960574429,,
6644.0,49,1135.0,509.17682,624.0763,140.06956,509.52,628.11,136.274,49.0,47.0,346.5,204.07,10.0,29.0,5.5493048137582495,,
6644.0,52,722.0,495.9768,605.38086,145.18846,498.27,596.55,136.214,52.0,47.0,300.8,131.71,10.0,37.0,12.79780398627828,,
6644.0,54,722.0,492.23434,599.7367,145.01683,500.13,600.88,133.993,54.0,47.0,310.5,154.95,10.0,37.0,13.607843679088186,,
6644.0,59,586.0,491.59268,595.0743,139.82501,487.67,605.97,147.515,59.0,47.0,295.8,151.71,10.0,41.0,13.901066256676152,,
6644.0,60,586.0,490.54492,594.9991,144.499,486.67,605.93,148.73,60.0,47.0,289.8,221.66,10.0,41.0,12.345077594588002,,
6644.0,61,586.0,487.99713,592.9965,149.99911,486.95,606.01,148.442,61.0,47.0,272.8,253.34,10.0,41.0,13.148089406411891,,
6644.0,82,586.0,491.67426,607.8243,134.19254,486.28,605.36,149.636,82.0,47.0,332.5,553.79,10.0,41.0,16.543012791181656,,
6644.0,96,5252.0,496.65204,622.999,137.68028,493.61,621.99,128.06799999999998,96.0,47.0,367.8,161.35,10.0,8.0,10.132522645422531,,
6645.0,47,2541.0,524.4278,642.9981,154.99954,534.02,649.48,144.391,47.0,47.0,352.2,248.46,7.0,16.0,15.702434504929442,,
6645.0,56,325.0,534.42633,622.0035,152.30531,529.22,613.09,142.318,56.0,47.0,335.5,278.29,7.0,53.0,14.363241812174554,,
6645.0,58,325.0,534.7299,624.87274,149.04897,532.28,618.71,144.067,58.0,47.0,303.0,140.54,7.0,53.0,8.29466089713739,,
6645.0,62,325.0,525.5785,630.9814,161.29391,533.94,624.96,142.719,62.0,47.0,352.5,196.75,7.0,53.0,21.241450555884875,,
6645.0,63,3548.0,522.9328,635.8561,162.48552,534.54,645.48,144.234,63.0,47.0,323.8,184.54,7.0,12.0,23.674131987475256,,
6645.0,67,507.0,527.1366,669.4269,159.34164,545.03,666.88,152.444,67.0,47.0,311.2,176.27,7.0,44.0,19.3452294051944,,
6645.0,69,539.0,532.57355,676.21,166.99988,544.22,681.43,153.916,69.0,47.0,256.0,150.05,7.0,43.0,18.2777491354078,,
6646.0,47,800.0,522.7999,622.9326,150.98833,520.62,619.22,142.556,47.0,47.0,375.5,155.05,6.0,35.0,9.467816643709318,,
6646.0,48,800.0,521.5213,623.15924,152.17404,521.23,621.47,142.124,48.0,47.0,375.8,138.31,6.0,35.0,10.19517981544218,,
6646.0,54,1121.0,541.9975,658.9969,166.99922,551.33,660.51,156.797,54.0,47.0,347.8,166.83,6.0,29.0,13.909360905102794,,
6646.0,56,507.0,548.5016,662.9831,166.99994,541.96,652.43,150.754,56.0,47.0,309.2,155.8,6.0,44.0,20.447274064129005,,
6646.0,60,539.0,534.98114,687.4885,164.4905,544.37,676.25,152.934,60.0,47.0,289.5,186.55,6.0,43.0,18.654952870473878,,
6646.0,79,773.0,521.5359,638.81805,156.81361,522.05,638.76,142.739,79.0,47.0,337.8,167.27,6.0,36.0,14.084115707583498,,
6647.0,47,6170.0,581.4082,555.6491,154.03893,554.2,570.52,158.59,47.0,47.0,273.5,107.26,2.0,6.0,31.33914568387109,,
6647.0,48,6918.0,585.75476,557.9984,153.64952,575.61,594.99,151.585,48.0,47.0,256.0,69.166,2.0,5.0,38.41297787008976,,
