ID (CME),Missing Time Points,ID (Dino),x (CME),y (CME),z (CME),x (Dino),y (Dino),z (Dino),t,t_start (CME),t_start (Dino),FI (CME),FI (Dino),Track Length (CME),Track Length (Dino),Distance
831.0,85,31461.0,399.92,198.7,65.81,412.23398,211.34422,70.84633,85.0,74.0,77.0,39.253,112.13191,26.0,10.0,18.354155461848396
831.0,86,31461.0,400.41,199.45,66.77,411.99844,211.99919,71.05865,86.0,74.0,77.0,39.829,93.376785,26.0,10.0,17.611548203159202
831.0,87,31461.0,400.66,199.85,66.08,411.99792,211.99893,69.47474,87.0,74.0,77.0,38.619,102.976524,26.0,10.0,16.9608133572332
831.0,88,25049.0,400.43,200.22,65.68,376.5325,203.86633,71.3388,88.0,74.0,65.0,43.988,89.72202,26.0,35.0,24.82757028303211
831.0,89,25049.0,400.67,201.43,66.28,376.67624,203.99014,71.9583,89.0,74.0,65.0,34.472,113.96949,26.0,35.0,24.78906869261531
831.0,90,25049.0,399.66,202.43,65.51,376.1796,203.78857,72.23592,90.0,74.0,65.0,30.129,104.2457,26.0,35.0,24.462479360263163
831.0,91,25049.0,400.66,203.1,66.85,376.6822,203.83475,72.10209,91.0,74.0,65.0,31.454,91.95613,26.0,35.0,24.557263686547007
831.0,92,25049.0,400.3,202.99,65.73,376.80127,203.91776,72.68531,92.0,74.0,65.0,33.001,121.7854,26.0,35.0,24.52401654351507
831.0,93,25049.0,398.38,202.0,64.67,377.1229,203.79968,72.06703,93.0,74.0,65.0,28.241,106.787125,26.0,35.0,22.579176276678012
831.0,94,25049.0,397.08,201.39,65.0,376.2691,204.09465,71.87159,94.0,74.0,65.0,32.676,96.867744,26.0,35.0,22.08228791499197
831.0,95,25049.0,397.36,202.54,64.97,376.46707,203.96509,71.32521,95.0,74.0,65.0,33.93,136.56873,26.0,35.0,21.88456304423512
831.0,96,25049.0,400.0,204.94,66.47,376.20932,204.39534,71.57578,96.0,74.0,65.0,28.513,94.32887,26.0,35.0,24.338490067923285
831.0,97,25049.0,399.6,205.14,65.0,375.91898,204.51743,71.516174,97.0,74.0,65.0,32.028,128.23448,26.0,35.0,24.56906235987809
831.0,98,25049.0,398.12,202.96,64.56,376.33405,203.89339,72.264175,98.0,74.0,65.0,37.341,119.61605,26.0,35.0,23.126892284205105
831.0,99,25049.0,397.74,202.75,63.25,376.5484,203.66875,71.367134,99.0,74.0,65.0,38.754,177.26064,26.0,35.0,22.711580228959313
832.0,80,17347.0,362.62,509.39,68.16,350.8532,512.08014,63.610867,80.0,74.0,51.0,41.723,90.41511,26.0,37.0,12.8991878237077
832.0,94,17347.0,361.65,509.83,67.5,353.86234,510.08005,62.145027,94.0,74.0,51.0,40.654,76.07557,26.0,37.0,9.454412150357546
832.0,95,17347.0,362.1,510.6,68.09,353.91974,509.9811,61.580566,95.0,74.0,51.0,42.763,133.58157,26.0,37.0,10.472460163588908
832.0,96,10443.0,362.51,509.75,68.55,370.32227,520.7225,76.09544,96.0,74.0,30.0,40.857,126.052444,26.0,68.0,15.438943733186523
832.0,97,10443.0,362.03,510.64,68.18,370.2679,520.91095,76.28944,97.0,74.0,30.0,34.925,93.880035,26.0,68.0,15.463454576067395
832.0,98,17347.0,363.51,510.02,69.766,351.3478,511.83035,62.859528,98.0,74.0,51.0,33.175,102.95056,26.0,37.0,14.103043339977503
832.0,99,17347.0,362.88,509.54,68.48,350.99606,510.99423,61.999302,99.0,74.0,51.0,42.755,103.804665,26.0,37.0,13.614046473539892
833.0,74,29750.0,450.65,649.14,120.554,446.40176,646.8379,123.13344,74.0,74.0,73.0,97.19,91.74928,26.0,27.0,5.477291138984629
833.0,75,29750.0,449.77,649.08,120.807,445.8559,646.9609,122.63916,75.0,74.0,73.0,114.06,134.9933,26.0,27.0,4.813270601742616
833.0,76,29750.0,449.01,649.37,120.426,446.20743,648.0289,122.55152,76.0,74.0,73.0,119.34,120.225266,26.0,27.0,3.764410058070182
833.0,87,29750.0,450.56,651.53,123.486,447.59116,649.4471,124.0306,87.0,74.0,73.0,243.02,120.64454,26.0,27.0,3.667297712976136
833.0,95,29750.0,452.1,653.13,122.652,447.43356,650.56836,123.76558,95.0,74.0,73.0,162.97,132.33066,26.0,27.0,5.438540445707861
833.0,96,29750.0,452.6,653.1,123.324,448.32666,649.3431,124.72731,96.0,74.0,73.0,68.825,199.32922,26.0,27.0,5.860461698680401
833.0,97,26730.0,453.11,653.08,123.996,453.08023,657.30133,127.61393,97.0,74.0,68.0,79.397,165.38127,26.0,31.0,5.559670017788792
833.0,98,26730.0,453.62,653.06,124.669,453.30814,657.2037,127.84084,98.0,74.0,68.0,232.09,146.07036,26.0,31.0,5.227626166358943
833.0,99,29750.0,452.01,652.35,124.318,449.04092,650.3104,124.24381,99.0,74.0,73.0,280.52,216.9167,26.0,27.0,3.602902768948954
834.0,74,30125.0,494.3,529.86,104.87,491.91122,528.70764,101.615814,74.0,74.0,74.0,45.405,113.89422,26.0,12.0,4.1980864665459325
834.0,77,20436.0,494.01,530.53,107.495,500.43536,530.55084,105.9593,77.0,74.0,57.0,49.505,82.38749,26.0,42.0,6.6063651068647555
834.0,84,33182.0,493.62,532.29,108.246,491.61734,529.9524,110.19716,84.0,74.0,81.0,102.64,180.81651,26.0,19.0,3.644454167800673
835.0,2,613.0,364.59,385.73,70.846,365.39862,388.5481,73.429344,2.0,1.0,1.0,101.0,202.75375,25.0,26.0,3.9075849493946744
835.0,3,592.0,365.59,386.51,70.628,363.23233,379.15414,70.63193,3.0,1.0,1.0,111.73,215.97594,25.0,15.0,7.7244611212304015
837.0,25,7632.0,271.13,669.31,16.650000000000006,273.079,672.023,19.452553,25.0,1.0,20.0,299.89,187.55264,25.0,44.0,4.360421231694188
838.0,23,6716.0,306.85,406.32,24.22,295.98914,400.20438,23.111977,23.0,1.0,18.0,38.72,151.86166,25.0,53.0,12.513464863599085
838.0,24,379.0,307.93,407.01,27.110000000000017,312.153,411.32513,35.944195,24.0,1.0,1.0,34.729,241.71138,25.0,72.0,10.700330705867223
838.0,25,309.0,306.6,405.96,26.40000000000001,303.5399,404.31122,28.254627,25.0,1.0,1.0,70.639,160.00923,25.0,82.0,3.939838677855877
839.0,2,1286.0,709.45,248.09,149.22,708.666,248.67949,144.60867,2.0,1.0,1.0,75.992,187.51668,25.0,7.0,4.7145009098525
839.0,3,2305.0,709.32,249.01,150.13,706.1889,250.73341,150.01689,3.0,1.0,3.0,97.014,215.78224,25.0,1.0,3.5758527808342984
839.0,4,2491.0,709.24,248.85,148.034,703.7712,243.77542,138.11618,4.0,1.0,4.0,73.781,293.332,25.0,2.0,12.410571669701577
839.0,6,1286.0,708.17,249.47,148.29,705.34894,249.9136,144.39659,6.0,1.0,1.0,76.706,241.68663,25.0,7.0,4.828436797939872
839.0,9,1286.0,711.38,248.92,149.784,708.6474,251.36441,148.59802,9.0,1.0,1.0,71.839,190.97241,25.0,7.0,3.853412976635165
839.0,10,3643.0,713.65,249.88,153.912,709.64075,251.99936,146.67804,10.0,1.0,8.0,39.63,207.45287,25.0,9.0,8.537912488055822
839.0,11,3643.0,713.39,249.54,152.801,710.64154,251.07393,146.5135,11.0,1.0,8.0,50.864,224.53745,25.0,9.0,7.031332012250599
839.0,12,3643.0,713.38,249.15,153.23,711.0289,251.47182,148.50195,12.0,1.0,8.0,66.875,180.29057,25.0,9.0,5.768273235977978
839.0,13,3643.0,713.89,249.73,152.574,711.72186,251.37529,149.47281,13.0,1.0,8.0,70.933,181.9335,25.0,9.0,4.1261591898277565
839.0,14,3643.0,712.47,249.35,151.506,712.03064,251.08357,148.10101,14.0,1.0,8.0,80.443,151.67645,25.0,9.0,3.8460705992740314
839.0,16,3643.0,712.51,250.02,151.683,712.17114,251.15085,148.33826,16.0,1.0,8.0,92.888,382.3177,25.0,9.0,3.5469611626996898
839.0,19,6596.0,713.32,247.97,153.4,711.7567,250.22675,148.51508,19.0,1.0,17.0,73.468,219.4313,25.0,17.0,5.603505229666523
839.0,20,6596.0,714.25,248.12,152.753,712.19586,249.84044,149.82503,20.0,1.0,17.0,88.075,186.92569,25.0,17.0,3.9689309963892994
839.0,21,6596.0,714.4,247.97,150.974,712.6713,248.92746,147.76851,21.0,1.0,17.0,94.262,221.34068,25.0,17.0,3.765673841651716
840.0,5,254.0,437.74,502.89,31.09999999999999,437.86346,502.59174,27.54778,5.0,1.0,1.0,136.13,163.77509,25.0,57.0,3.5668569255858773
840.0,6,254.0,436.95,503.68,34.53,437.5259,503.98474,28.380312,6.0,1.0,1.0,82.032,180.9882,25.0,57.0,6.184107839854023
840.0,7,254.0,438.28,504.58,35.02000000000001,439.42093,504.4268,28.887058,7.0,1.0,1.0,60.514,231.1228,25.0,57.0,6.240045599213532
840.0,8,254.0,438.54,504.44,31.539999999999992,439.29715,503.55905,27.810637,8.0,1.0,1.0,91.446,143.89674,25.0,57.0,3.906084665079453
840.0,9,254.0,438.21,504.04,32.110000000000014,438.7673,503.27917,27.553713,9.0,1.0,1.0,91.275,208.98163,25.0,57.0,4.652869738695586
840.0,10,254.0,437.78,502.48,32.96000000000001,438.25742,501.93396,28.175913,10.0,1.0,1.0,94.674,177.1826,25.0,57.0,4.838757894498248
840.0,11,254.0,436.79,501.95,31.409999999999997,437.60892,501.48212,26.258396,11.0,1.0,1.0,82.334,171.52422,25.0,57.0,5.237228793323423
840.0,12,254.0,436.49,501.85,30.84999999999999,437.21915,500.97723,27.16782,12.0,1.0,1.0,98.265,179.10243,25.0,57.0,3.853808083934639
840.0,14,254.0,434.64,504.48,31.90000000000001,435.21545,504.06104,27.641998,14.0,1.0,1.0,99.11,200.96982,25.0,57.0,4.31708827985994
840.0,15,254.0,432.49,507.37,30.22999999999999,431.9919,506.64734,26.329586,15.0,1.0,1.0,111.72,165.77461,25.0,57.0,3.99794577964684
841.0,1,204.0,325.43,292.25,19.30000000000001,332.0829,294.3948,17.215395,1.0,1.0,1.0,74.106,173.07103,25.0,5.0,7.294300751684481
841.0,2,1699.0,326.27,292.69,18.25,323.68134,290.22482,17.691404,2.0,1.0,2.0,91.463,323.95773,25.0,3.0,3.618052310182359
841.0,5,204.0,326.83,293.05,19.74000000000001,334.8545,295.31775,16.628565,5.0,1.0,1.0,23.052,245.85973,25.0,5.0,8.900354940772013
841.0,6,1688.0,326.08,293.96,21.03,338.14194,304.638,13.490083,6.0,1.0,2.0,23.195,276.49307,25.0,30.0,17.786523801195354
841.0,7,2384.0,327.27,294.14,20.55000000000001,340.11417,299.48395,14.890489,7.0,1.0,4.0,57.745,183.72833,25.0,6.0,15.018674021048652
841.0,8,2384.0,328.26,293.2,19.00999999999999,341.2103,299.87033,15.483412,8.0,1.0,4.0,43.659,177.74837,25.0,6.0,14.98800838405974
841.0,9,2384.0,327.7,292.91,19.889999999999983,340.8583,299.89792,15.323727,9.0,1.0,4.0,50.001,181.85611,25.0,6.0,15.582770418860967
841.0,10,2384.0,329.12,291.78,20.379999999999995,340.95752,299.91156,16.569801,10.0,1.0,4.0,61.639,169.65532,25.0,6.0,14.858222107762462
841.0,12,1688.0,329.54,291.8,20.039999999999992,339.28983,303.98337,14.09672,12.0,1.0,2.0,62.385,151.84866,25.0,30.0,16.697792271560893
841.0,13,1688.0,328.87,292.14,20.50999999999999,338.6307,304.4824,14.388284,13.0,1.0,2.0,54.818,160.1339,25.0,30.0,16.884356932813745
841.0,15,1688.0,329.59,291.74,20.039999999999992,339.9317,304.55035,14.882119,15.0,1.0,2.0,55.851,148.90506,25.0,30.0,17.252813174165546
841.0,16,1688.0,329.53,291.99,19.19999999999999,339.86682,304.29224,15.04911,16.0,1.0,2.0,65.63,166.29915,25.0,30.0,16.59592855257278
841.0,25,8187.0,331.04,292.77,20.629999999999995,340.4338,294.51654,19.016558,25.0,1.0,22.0,64.571,261.83044,25.0,10.0,9.69005033521313
842.0,3,577.0,471.69,393.17,63.94,479.3334,411.30606,70.19203,3.0,1.0,1.0,69.01,315.20682,25.0,25.0,20.65008753018978
842.0,4,577.0,471.39,390.85,64.98,479.90176,412.03824,70.888855,4.0,1.0,1.0,16.146,210.22527,25.0,25.0,23.58614296586501
842.0,5,2662.0,471.08,388.54,66.03,472.57193,385.78,63.392685,5.0,1.0,5.0,75.161,295.5306,25.0,19.0,4.098644353213065
842.0,6,577.0,470.95,388.78,66.77,480.15155,411.33005,73.17668,6.0,1.0,1.0,70.447,163.69409,25.0,25.0,25.18370159502774
842.0,7,577.0,471.55,389.1,67.11,480.37262,411.44196,73.58628,7.0,1.0,1.0,29.264,159.82648,25.0,25.0,24.87858522795053
842.0,8,2662.0,472.16,389.41,67.44,472.9994,386.72638,64.96003,8.0,1.0,5.0,82.113,213.7238,25.0,19.0,3.749221234509908
842.0,9,2662.0,472.69,389.84,67.45,474.04807,387.2905,64.46022,9.0,1.0,5.0,93.835,171.46104,25.0,19.0,4.157293449264774
842.0,10,2662.0,473.16,391.32,67.74,474.2951,389.1951,64.323044,10.0,1.0,5.0,87.394,295.7343,25.0,19.0,4.180818140739415
842.0,11,2662.0,472.8,391.89,66.4,474.06705,390.44382,62.643326,11.0,1.0,5.0,73.02,147.9348,25.0,19.0,4.220124623417642
842.0,14,2662.0,473.25,392.94,64.3,473.766,391.3027,60.80808,14.0,1.0,5.0,85.783,161.04874,25.0,19.0,3.89108115777607
842.0,25,2662.0,471.45,387.95,61.099999999999994,471.8704,386.30313,57.932007,25.0,1.0,5.0,82.064,149.18007,25.0,19.0,3.5951490379327704
843.0,2,527.0,355.92,87.417,57.129999999999995,359.5751,97.820175,61.855408,2.0,1.0,1.0,26.534,162.45992,25.0,28.0,11.996469766439173
843.0,3,527.0,356.53,88.23,57.14,359.75345,98.04577,62.449814,3.0,1.0,1.0,36.49,238.30959,25.0,28.0,11.616113606107517
843.0,4,527.0,357.15,89.044,57.14,359.39664,97.57569,62.265003,4.0,1.0,1.0,56.956,231.68394,25.0,28.0,10.20307705036618
843.0,5,499.0,357.99,88.418,58.43000000000001,355.20877,86.24069,60.276047,5.0,1.0,1.0,68.306,126.59874,25.0,16.0,3.985449620207105
843.0,6,527.0,358.22,88.295,58.77,360.79578,97.414345,62.248085,6.0,1.0,1.0,72.178,342.62445,25.0,28.0,10.094264267624943
843.0,7,527.0,358.08,88.093,59.040000000000006,360.48886,97.63237,62.567665,7.0,1.0,1.0,71.684,172.88791,25.0,28.0,10.452110162485123
843.0,8,499.0,358.64,88.755,59.370000000000005,356.42435,86.081726,60.437263,8.0,1.0,1.0,80.164,196.70872,25.0,16.0,3.632430193788295
843.0,9,499.0,358.92,89.301,59.97,356.60303,86.65864,60.71149,9.0,1.0,1.0,105.17,155.5136,25.0,16.0,3.591688150521994
845.0,2,893.0,624.1,197.13,102.118,625.35406,195.34102,105.60886,2.0,2.0,1.0,193.36,196.88455,25.0,15.0,4.118157289808158
845.0,3,893.0,623.58,196.65,102.169,624.832,195.4866,105.90324,3.0,2.0,1.0,220.08,197.24669,25.0,15.0,4.10676903874565
845.0,6,793.0,621.12,195.37,101.595,617.8234,196.45065,103.07422,6.0,2.0,1.0,210.94,180.14305,25.0,6.0,3.771401303348671
845.0,7,2210.0,621.35,194.9,102.353,617.2668,195.7011,100.66672,7.0,2.0,3.0,232.37,195.82884,25.0,15.0,4.48974650602907
845.0,8,2210.0,622.68,194.56,101.685,616.9592,195.22458,101.79705,8.0,2.0,3.0,215.32,163.65381,25.0,15.0,5.760362351354237
845.0,9,893.0,621.47,194.82,102.725,622.1933,193.83492,107.04148,9.0,2.0,1.0,247.86,268.5599,25.0,15.0,4.486150363819749
845.0,10,2210.0,621.29,194.97,103.273,617.6314,195.16042,100.737564,10.0,2.0,3.0,248.72,177.46506,25.0,15.0,4.455339431120348
845.0,13,2715.0,618.93,193.56,102.723,614.75134,194.491,103.89939,13.0,2.0,5.0,169.26,177.4714,25.0,9.0,4.439803354620492
845.0,14,3873.0,618.33,193.32,101.234,614.4259,193.6447,96.93989,14.0,2.0,9.0,163.56,151.94388,25.0,4.0,5.812642049197643
845.0,15,2210.0,617.97,192.96,102.391,613.91797,193.94518,100.52144,15.0,2.0,3.0,163.07,158.0103,25.0,15.0,4.569987018242007
845.0,16,6149.0,616.37,192.66,103.756,617.0872,193.13196,108.6017,16.0,2.0,16.0,156.86,209.63171,25.0,1.0,4.9211716665444625
845.0,17,927.0,615.9,192.73,104.226,612.23645,194.26553,101.426956,17.0,2.0,1.0,186.43,203.4734,25.0,16.0,4.859433948242938
845.0,18,927.0,616.76,192.5,103.099,612.2456,193.41682,100.58251,18.0,2.0,1.0,203.34,296.17126,25.0,16.0,5.249103560847341
845.0,19,927.0,617.26,192.94,103.315,611.5066,194.34058,101.3205,19.0,2.0,1.0,176.7,133.7568,25.0,16.0,6.248301060800393
845.0,20,927.0,616.13,193.24,103.399,614.0497,193.60197,99.234535,20.0,2.0,1.0,183.78,176.19095,25.0,16.0,4.669201120869062
845.0,21,4193.0,614.71,193.5,104.506,609.9741,194.64262,106.95473,21.0,2.0,10.0,212.23,169.48581,25.0,14.0,5.452578095479249
845.0,22,927.0,615.23,193.29,104.25,614.8525,192.61996,97.874535,22.0,2.0,1.0,176.66,120.20956,25.0,16.0,6.421683098520599
845.0,23,927.0,616.13,192.94,101.895,614.22424,192.75851,97.22892,23.0,2.0,1.0,161.93,236.71657,25.0,16.0,5.043526778366492
845.0,24,7991.0,614.86,194.87,106.446,614.56195,196.44904,112.25417,24.0,2.0,21.0,161.04,252.87958,25.0,6.0,6.026362076161705
845.0,25,6470.0,612.01,191.93,105.887,610.20685,187.1994,105.253975,25.0,2.0,17.0,182.74,209.22774,25.0,16.0,5.102023807581159
845.0,26,7991.0,614.04,192.85,104.567,613.2967,196.71732,109.2563,26.0,2.0,21.0,185.15,166.41817,25.0,6.0,6.123576843838905
846.0,3,2226.0,662.88,80.161,107.939,676.997,85.99961,98.455124,3.0,3.0,3.0,36.363,305.12643,25.0,1.0,17.98118349040115
846.0,4,1935.0,664.43,79.185,109.351,673.1631,61.482903,125.31504,4.0,3.0,2.0,43.496,196.45975,25.0,10.0,25.386647020215364
846.0,5,2761.0,664.04,79.427,110.616,675.6374,60.774803,122.76573,5.0,3.0,5.0,56.342,168.67767,25.0,13.0,25.10020077130279
846.0,6,1935.0,664.7,78.505,111.868,672.5395,61.53272,123.79559,6.0,3.0,2.0,46.059,262.40054,25.0,10.0,22.176191103444683
846.0,7,1935.0,664.33,77.615,111.676,673.47235,61.31861,122.91308,7.0,3.0,2.0,38.773,313.51962,25.0,10.0,21.80428530085311
846.0,8,3578.0,664.08,76.745,111.774,647.9979,71.56382,118.40266,8.0,3.0,8.0,53.439,203.74817,25.0,1.0,18.14986776805833
846.0,9,3902.0,665.05,75.628,112.933,657.8881,69.35425,117.00726,9.0,3.0,9.0,50.841,172.94383,25.0,7.0,10.356270816278386
846.0,10,3902.0,665.39,74.688,114.575,657.7293,68.84295,116.76312,10.0,3.0,9.0,50.625,153.2808,25.0,7.0,9.881234898882846
846.0,11,3902.0,666.44,73.276,113.707,657.9075,68.76475,117.92831,11.0,3.0,9.0,25.802,183.22049,25.0,7.0,10.534438330001292
846.0,21,4196.0,667.61,76.72,112.137,657.9975,69.99973,117.448,21.0,3.0,10.0,44.623,146.58897,25.0,9.0,12.875127421618055
846.0,22,6817.0,667.82,77.298,110.573,686.24225,87.75881,102.99475,22.0,3.0,18.0,47.842,153.91621,25.0,6.0,22.499726975701257
846.0,23,6817.0,667.77,77.58,111.261,686.6379,87.523605,103.30783,23.0,3.0,18.0,31.558,134.17313,25.0,6.0,22.762377816364523
846.0,24,2761.0,668.47,78.91,110.843,677.0735,63.27599,124.675476,24.0,3.0,5.0,44.124,158.42732,25.0,13.0,22.57830536645022
846.0,25,8231.0,669.19,78.584,110.836,670.0184,107.35051,95.54813,25.0,3.0,22.0,47.306,266.2677,25.0,4.0,32.58707279393164
846.0,26,9545.0,670.14,77.622,111.286,654.99524,76.999435,123.99909,26.0,3.0,26.0,37.666,164.76709,25.0,1.0,19.78317466901926
846.0,27,9551.0,671.98,76.431,111.117,676.2496,64.12479,127.03899,27.0,3.0,26.0,40.898,182.22917,25.0,5.0,20.571389216195385
847.0,4,2401.0,336.09,260.31,44.77,333.1305,258.48138,46.733486,4.0,4.0,4.0,100.12,294.5065,25.0,24.0,3.9947175903430225
847.0,5,2401.0,334.84,259.77,44.56999999999999,332.7612,258.31735,47.446873,5.0,4.0,4.0,105.09,247.30292,25.0,24.0,3.835101005270792
847.0,23,2401.0,333.47,258.3,43.540000000000006,333.14493,257.28598,47.324738,23.0,4.0,4.0,85.354,119.306366,25.0,24.0,3.931685235868207
847.0,24,2401.0,333.2,258.93,42.93000000000001,333.4759,257.73248,46.653564,24.0,4.0,4.0,89.174,200.43594,25.0,24.0,3.921110024278327
847.0,26,2401.0,335.97,258.37,43.81,335.0156,257.49973,47.492092,26.0,4.0,4.0,79.24,288.38998,25.0,24.0,3.90205724321979
847.0,27,2401.0,335.31,259.0,44.260000000000005,334.69446,257.6382,47.65516,27.0,4.0,4.0,80.094,181.73613,25.0,24.0,3.709514814258064
847.0,28,7185.0,333.61,259.04,42.629999999999995,323.24768,258.02393,40.872185,28.0,4.0,19.0,75.101,263.35236,25.0,14.0,10.559355453886626
848.0,5,674.0,390.95,374.43,65.04,380.63477,381.86414,81.537506,5.0,5.0,1.0,43.931,248.51056,25.0,60.0,20.828780850365092
848.0,6,674.0,390.98,374.16,64.51,380.7433,381.79257,81.46146,6.0,5.0,1.0,48.638,266.5289,25.0,60.0,21.222585795008595
848.0,7,674.0,391.62,376.48,64.48,381.1093,381.34827,82.433395,7.0,5.0,1.0,42.415,140.3479,25.0,60.0,21.36584328569609
848.0,8,674.0,392.4,373.98,66.03,380.77676,381.30783,81.99556,8.0,5.0,1.0,42.691,208.1025,25.0,60.0,21.064090455562017
848.0,9,674.0,390.29,375.44,66.08,380.86862,381.71356,82.91888,9.0,5.0,1.0,56.403,141.58572,25.0,60.0,20.289599203345535
848.0,10,674.0,389.62,375.93,66.84,381.3737,381.84442,82.94837,10.0,5.0,1.0,45.647,212.53664,25.0,60.0,19.038419358846475
848.0,11,674.0,389.32,374.51,65.96,380.82217,381.72168,82.73268,11.0,5.0,1.0,41.159,140.7195,25.0,60.0,20.13812894768776
848.0,12,674.0,389.18,374.75,66.44,380.82852,381.78726,82.60068,12.0,5.0,1.0,42.195,140.62271,25.0,60.0,19.504815419798252
848.0,13,674.0,389.81,377.38,67.06,381.04474,381.05655,81.975494,13.0,5.0,1.0,35.63,173.79494,25.0,60.0,17.68668324005765
848.0,14,3837.0,391.43,373.47,65.05,391.38748,354.39835,70.31303,14.0,5.0,9.0,27.415,166.73203,25.0,7.0,19.784567886456383
848.0,15,5798.0,393.36,374.71,65.32,380.59305,378.5948,80.701324,15.0,5.0,15.0,22.818,156.81734,25.0,1.0,20.36349212034804
848.0,16,3837.0,392.9,372.48,66.22,391.24295,355.2426,70.43779,16.0,5.0,9.0,42.943,202.42322,25.0,7.0,17.8231177392341
848.0,17,6426.0,393.63,374.53,65.63,390.02252,355.48697,68.31116,17.0,5.0,17.0,55.762,156.07806,25.0,6.0,19.566285352025805
848.0,18,6426.0,393.88,372.94,66.68,390.43445,354.4304,69.98754,18.0,5.0,17.0,38.221,165.16202,25.0,6.0,19.11588155995163
848.0,19,6426.0,394.46,372.25,67.74,390.9991,355.3686,68.2912,19.0,5.0,17.0,40.026,167.63043,25.0,6.0,17.241325825179437
848.0,20,6426.0,390.38,374.12,65.46,389.05286,356.37994,67.071434,20.0,5.0,17.0,36.422,179.04988,25.0,6.0,17.86246760443688
848.0,21,674.0,391.43,376.07,65.47,379.2098,382.1716,78.46313,21.0,5.0,1.0,38.369,144.10011,25.0,60.0,18.85163753621688
848.0,22,6426.0,391.83,375.71,64.67,388.9989,357.34393,69.66154,22.0,5.0,17.0,40.043,134.40727,25.0,6.0,19.24170278396637
848.0,23,6426.0,392.92,375.74,66.14,388.12372,359.55164,68.542076,23.0,5.0,17.0,36.938,148.3306,25.0,6.0,17.05395175429366
848.0,24,674.0,391.13,375.02,65.14,378.89136,381.62885,79.662315,24.0,5.0,1.0,45.1,116.01928,25.0,60.0,20.108675747828965
848.0,25,674.0,392.86,373.48,65.76,378.71777,382.2582,79.52448,25.0,5.0,1.0,45.675,150.98314,25.0,60.0,21.59908271856239
848.0,26,9218.0,392.44,373.34,65.76,373.44348,379.7703,60.169228,26.0,5.0,25.0,37.161,138.93748,25.0,3.0,20.820020695387974
848.0,27,9218.0,392.81,372.91,66.07,374.47012,383.9649,64.2358,27.0,5.0,25.0,33.115,140.06976,25.0,3.0,21.49247082269508
848.0,28,9976.0,392.94,374.59,66.14,376.56247,384.42255,64.92528,28.0,5.0,28.0,39.986,144.27783,25.0,6.0,19.141005017548057
848.0,29,9976.0,391.78,374.21,65.13,376.6765,385.5859,65.687836,29.0,5.0,28.0,44.683,144.28606,25.0,6.0,18.91660630406247
849.0,15,3333.0,666.9,53.962,141.89,666.7756,53.871586,138.33542,15.0,13.0,7.0,93.431,136.97719,25.0,18.0,3.557905145980692
849.0,18,6258.0,667.69,54.356,143.748,667.3132,55.437157,140.36221,18.0,13.0,16.0,85.304,178.0771,25.0,8.0,3.5741366262006413
849.0,19,3333.0,668.33,54.175,142.166,668.2367,54.005714,138.23045,19.0,13.0,7.0,85.329,253.53723,25.0,18.0,3.940293953792794
849.0,21,3333.0,669.72,54.02,141.913,669.47235,54.19485,137.84204,21.0,13.0,7.0,73.856,236.19635,25.0,18.0,4.082232032430312
849.0,29,10295.0,669.89,55.289,142.885,683.5021,59.454647,142.54572,29.0,13.0,29.0,71.512,175.3101,25.0,3.0,14.239276395133654
849.0,32,6258.0,669.06,54.664,143.0,670.3991,54.26301,139.40126,32.0,13.0,16.0,73.916,168.89552,25.0,8.0,3.8606879409892776
849.0,34,11879.0,666.81,54.496,143.088,661.8864,53.656406,141.43474,34.0,13.0,34.0,79.454,204.06488,25.0,5.0,5.261180824913322
849.0,35,11879.0,665.72,54.649,143.39,661.5357,54.092556,142.25902,35.0,13.0,34.0,77.379,135.97937,25.0,5.0,4.370024276309692
849.0,36,11879.0,664.49,54.844,144.14,661.05505,53.1015,144.36652,36.0,13.0,34.0,68.58,257.7482,25.0,5.0,3.858302614220367
849.0,37,11879.0,663.89,55.131,144.304,661.3332,52.4169,145.50162,37.0,13.0,34.0,63.658,198.17271,25.0,5.0,3.91635783788966
852.0,35,320.0,380.83,602.88,40.06999999999999,378.40173,602.5096,36.85028,35.0,15.0,1.0,214.59,107.10297,25.0,48.0,4.049726932930167
852.0,36,320.0,380.69,604.22,39.99000000000001,378.45358,603.8675,36.423935,36.0,15.0,1.0,201.54,230.00154,25.0,48.0,4.224056137248316
852.0,37,320.0,379.78,604.41,39.75999999999999,377.67252,603.9647,36.459923,37.0,15.0,1.0,205.31,166.36935,25.0,48.0,3.940846640803051
852.0,38,320.0,379.97,604.59,40.46000000000001,377.82202,604.1788,36.828625,38.0,15.0,1.0,175.62,112.929245,25.0,48.0,4.2390786629909485
852.0,39,320.0,380.38,604.93,40.27000000000001,378.1309,604.6346,37.40358,39.0,15.0,1.0,173.11,134.38435,25.0,48.0,3.655417293059719
853.0,17,6175.0,675.89,230.65,111.498,679.73004,235.53209,111.8273,17.0,17.0,16.0,82.201,232.73518,25.0,2.0,6.220060165279786
853.0,22,6875.0,675.3,228.17,112.634,681.3068,234.02736,113.42611,22.0,17.0,18.0,60.472,130.47873,25.0,4.0,8.427203015336701
853.0,23,8618.0,674.52,227.92,112.67,672.4138,227.6076,108.30024,23.0,17.0,23.0,70.33,204.64117,25.0,2.0,4.860912944869488
